Model,AUROC,CI_lo,CI_hi,AUPRC,Brier
M1_Logistic,0.8761140819964349,0.8024315247163167,0.9402571877807727,0.2850440619496221,0.21180985325679863
M2_RF,0.9465240641711229,0.8773651857323765,0.989348901197944,0.5607036504165691,0.050576489321365325
M3_XGB_sent,0.9373885918003565,0.8416867484936986,0.9958537315764805,0.6279857397504456,0.06953256911470583
