year,iso,crisisjst,tloans,tmort,money,ltrate,stir,hpnom,debtgdp,cpi,ca,rgdpmad,target_h1,target_h2,target_h3,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_gr_raw,tloans_gr_roll3_mean_lag1,tloans_gr_roll3_std_lag1,tloans_slope4,tloans_slope4_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,tloans_gr_roll3_mean_lag1_dm,tloans_gr_roll3_std_lag1_dm,tloans_slope4_lag1_dm,P_pos_lag1,P_neg_lag1,P_neutral_lag1,net_sentiment_lag1,P_neg_change_lag1,P_pos_change_lag1,net_sent_change_lag1,P_neg_roll3_mean_lag1,P_neg_roll3_std_lag1,P_neg_slope4_lag1,P_pos_lag2,P_neg_lag2,P_neutral_lag2,net_sentiment_lag2,P_neg_change_lag2,P_pos_change_lag2,net_sent_change_lag2,P_neg_roll3_mean_lag2,P_neg_roll3_std_lag2,P_neg_slope4_lag2,P_pos_lag1_rdm,P_neg_lag1_rdm,P_neutral_lag1_rdm,net_sentiment_lag1_rdm,P_neg_change_lag1_rdm,P_pos_change_lag1_rdm,net_sent_change_lag1_rdm,P_neg_roll3_mean_lag1_rdm,P_neg_roll3_std_lag1_rdm,P_neg_slope4_lag1_rdm,P_pos_lag2_rdm,P_neg_lag2_rdm,P_neutral_lag2_rdm,net_sentiment_lag2_rdm,P_neg_change_lag2_rdm,P_pos_change_lag2_rdm,net_sent_change_lag2_rdm,P_neg_roll3_mean_lag2_rdm,P_neg_roll3_std_lag2_rdm,P_neg_slope4_lag2_rdm
2015,BEL,0.0,15455708.2663,8255842.9143,20581416.979999997,0.84,-0.22,350.7628466806068,1.052,163.41876927827386,232478.8437,24265.37404213519,0,0,0,14591183.8694,14739876.7408,14463830.8051,7888306.0854,7520244.8378,7203536.2829,18745951.529999997,17503482.61,17342123.01,1.71333333333333,2.41,3.0,0.05,0.05,0.13,345.21027081765277,347.1219283320624,343.1052282760788,1.07,1.055,1.048,162.41209959282284,161.61951063593366,159.6274159174843,125457.089,151314.9649,-12666.7286,23899.98018736695,23619.124656363343,23642.929689311823,1.06,1.66333333333333,2.3600000000000003,2.87,-0.010087796120331076,0.0489427213526301,0.07098409771836818,-0.005507164366121243,0.01189102200398183,0.05924977744355919,0.007472478259536157,0.015469204515585129,282693.9512199992,123270.66642000039,6215926.120593104,6591926.813135715,6549802.391414815,4560395.168717241,4342060.132585715,4174438.6731555555,8856747.441724135,7886217.040357143,8010963.271481482,-4.270086206896555,-3.701041666666667,-3.2262654320987663,-4.458275862068966,-4.6175,-4.705555555555556,157.59122000173755,165.19940885600957,167.1524387555825,-0.06337931034482769,-0.08117857142857154,-0.09144444444444444,40.08664587581195,40.69741609459858,40.13885179748809,-123792.43659691035,-101432.22357894288,-275244.06215594074,3976.198063517233,3827.319051531973,3993.758309831577,0.18818965517240982,0.9164583333333332,1.4792901234567897,-0.06482489250963117,-0.021513775945485356,0.009167122709687898,-0.06627949004939182,-0.004631108374220098,-0.04892616230818254,-0.024328066163886018,-295357.8857819229,0.294634,0.106475,0.598892,0.188159,0.0,0.0,0.0,0.106475,0.0,6.0081431876315056e-18,0.294634,0.106475,0.598892,0.188159,0.0,0.0,0.0,0.0817593333333333,0.0428087904096032,0.0222441,0.0,0.0,0.0,0.0,-0.024715666666666632,-0.01725933333333333,0.007456333333333333,0.03962911111111114,-0.0328768061883192,-0.018368399999999962,0.017259333333333293,0.024715666666666664,-0.041974666666666716,-0.007456333333333343,-0.012341999999999999,0.009128000000000002,0.021469999999999965,0.024239333333333328,0.019677237433871463,0.011845166666666665
2016,BEL,0.0,16833840.27,8600547.3598,21206685.43,0.475833333333333,-0.58,360.0247396472082,1.05,166.31131041991074,95686.2428,24412.360983552786,0,0,0,15455708.2663,14591183.8694,14739876.7408,8255842.9143,7888306.0854,7520244.8378,20581416.979999997,18745951.529999997,17503482.61,0.84,1.71333333333333,2.41,-0.22,0.05,0.05,350.7628466806068,345.21027081765277,347.1219283320624,1.052,1.07,1.055,163.41876927827386,162.41209959282284,161.61951063593366,232478.8437,125457.089,151314.9649,24265.37404213519,23899.98018736695,23619.124656363343,1.055833333333333,1.06,1.66333333333333,2.3600000000000003,0.05924977744355914,0.04659261759381425,0.09791263180546586,0.016084619527114288,0.015288458480035932,0.08916653834007149,0.022749079615768147,0.03481368224091862,714641.498449999,282693.9512199992,6873252.980140001,6215926.120593104,6591926.813135715,4775918.825326666,4560395.168717241,4342060.132585715,10396987.976999996,8856747.441724135,7886217.040357143,-5.001083333333334,-4.270086206896555,-3.701041666666667,-4.579666666666666,-4.458275862068966,-4.6175,157.890755197967,157.59122000173755,165.19940885600957,-0.0792666666666666,-0.06337931034482769,-0.08117857142857154,39.75709403206923,40.08664587581195,40.69741609459858,-12644.267343679996,-123792.43659691035,-101432.22357894288,4209.051982834902,3976.198063517233,3827.319051531973,-0.421416666666667,0.18818965517240982,0.9164583333333332,0.006748022175280803,-0.02312202536135345,0.035779549117141166,-0.04240220649928071,-0.0010739785059515096,-0.031902198012372596,-0.004114728932699457,-124995.42002703808,0.131023,0.019401,0.849577,0.111622,-0.087074,-0.163611,-0.076537,0.106475,0.0,-0.0261221999999999,0.294634,0.106475,0.598892,0.188159,0.0,0.0,0.0,0.106475,0.0,6.0081431876315056e-18,-0.163611,-0.087074,0.25068500000000005,-0.076537,-0.087074,-0.163611,-0.076537,0.02059111111111113,-0.0266274335175803,-0.03971106666666654,0.0,0.0,0.0,0.0,-0.024715666666666632,-0.01725933333333333,0.007456333333333333,0.03962911111111114,-0.0328768061883192,-0.018368399999999962
2017,BEL,0.0,16608219.2093,9093500.9378,21916667.669999998,0.7225,-0.68,373.11608599244516,1.02,170.0111483547502,125376.4092,24719.49220292041,0,0,0,16833840.27,15455708.2663,14591183.8694,8600547.3598,8255842.9143,7888306.0854,21206685.43,20581416.979999997,18745951.529999997,0.475833333333333,0.84,1.71333333333333,-0.58,-0.22,0.05,360.0247396472082,350.7628466806068,345.21027081765277,1.05,1.052,1.07,166.31131041991074,163.41876927827386,162.41209959282284,95686.2428,232478.8437,125457.089,24412.360983552786,24265.37404213519,23899.98018736695,1.4025,1.055833333333333,1.06,1.66333333333333,0.08916653834007152,0.041752786369388714,0.030380243041944484,0.02640499999999996,0.006057476845910662,-0.01340282770189305,0.04610950655443321,0.050915182083285083,742923.8023400006,714641.498449999,8029667.145770967,6873252.980140001,6215926.120593104,4966561.373235484,4775918.825326666,4560395.168717241,10686869.718064517,10396987.976999996,8856747.441724135,-5.203924731182797,-5.001083333333334,-4.270086206896555,-4.791935483870968,-4.579666666666666,-4.458275862068966,162.05939799689207,157.890755197967,157.59122000173755,-0.07870967741935475,-0.0792666666666666,-0.06337931034482769,41.36714826944582,39.75709403206923,40.08664587581195,-149028.98865194837,-12644.267343679996,-123792.43659691035,4220.263053838466,4209.051982834902,3976.198063517233,-0.41198924731182873,-0.421416666666667,0.18818965517240982,0.03643984899928382,-0.027191122407067184,-0.032945491283618254,-0.03066841914308568,-0.010269160856545062,-0.007441695280177442,0.012128658114242852,311416.24934678455,0.131023,0.019401,0.849577,0.111622,0.0,0.0,0.0,0.0774503333333333,0.0502721973394175,-0.0348295999999999,0.131023,0.019401,0.849577,0.111622,-0.087074,-0.163611,-0.076537,0.106475,0.0,-0.0261221999999999,-0.109074,-0.05804933333333333,0.1671233333333334,-0.05102466666666666,0.029024666666666667,0.054537,0.02551233333333333,-0.020786111111111116,0.036002600536216435,-0.03353689999999993,-0.163611,-0.087074,0.25068500000000005,-0.076537,-0.087074,-0.163611,-0.076537,0.02059111111111113,-0.0266274335175803,-0.03971106666666654
2018,BEL,0.0,17570204.8046,9397341.0646,22888859.259999998,0.795,-0.62,383.78804560270265,0.9990000000000001,173.93977485446487,-152484.82200000001,25057.95737558562,0,0,0,16608219.2093,16833840.27,15455708.2663,9093500.9378,8600547.3598,8255842.9143,21916667.669999998,21206685.43,20581416.979999997,0.7225,0.475833333333333,0.84,-0.68,-0.58,-0.22,373.11608599244516,360.0247396472082,350.7628466806068,1.02,1.05,1.052,170.0111483547502,166.31131041991074,163.41876927827386,125376.4092,95686.2428,232478.8437,24719.49220292041,24412.360983552786,24265.37404213519,1.415,1.4025,1.055833333333333,1.06,-0.013402827701893083,0.057316535492162334,0.033479170629636595,0.036362352092984766,0.012580971564960306,0.05792226024818614,0.04500449602724588,0.05274765155469105,611786.8554200017,742923.8023400006,7553118.986765625,8029667.145770967,6873252.980140001,5304309.908321874,4966561.373235484,4775918.825326666,11062887.279374998,10686869.718064517,10396987.976999996,-4.794635416666667,-5.203924731182797,-5.001083333333334,-4.7421875,-4.791935483870968,-4.579666666666666,170.08638815472614,162.05939799689207,157.890755197967,-0.10624999999999996,-0.07870967741935475,-0.0792666666666666,43.77426282086509,41.36714826944582,39.75709403206923,-114681.666356575,-149028.98865194837,-12644.267343679996,4395.51105277364,4220.263053838466,4209.051982834902,-0.05244791666666693,-0.41198924731182873,-0.421416666666667,-0.06730499604265767,-0.010750240303420443,-0.028783805912583615,-0.01972176320677553,-0.0034144028840584813,-0.008298649298025526,0.013556838981840721,328960.06188000046,0.336047,0.011044,0.652909,0.325003,-0.008357,0.2050239999999999,0.213381,0.0484256666666666,0.0502721973394175,-0.0286293,0.131023,0.019401,0.849577,0.111622,0.0,0.0,0.0,0.0774503333333333,0.0502721973394175,-0.0348295999999999,0.15048699999999995,-0.03738166666666667,-0.11310633333333342,0.18786866666666666,0.020667666666666668,0.25956099999999993,0.23889333333333332,-0.0483744444444445,0.03351479822627833,-0.008312033333333402,-0.109074,-0.05804933333333333,0.1671233333333334,-0.05102466666666666,0.029024666666666667,0.054537,0.02551233333333333,-0.020786111111111116,0.036002600536216435,-0.03353689999999993
2019,BEL,0.0,18715091.5065,10071219.0941,23744065.14,0.1933333,-0.59,399.09358241761095,0.9770000000000001,176.11163201674478,30940.7033,25378.411616464226,0,0,0,17570204.8046,16608219.2093,16833840.27,9397341.0646,9093500.9378,8600547.3598,22888859.259999998,21916667.669999998,21206685.43,0.795,0.7225,0.475833333333333,-0.62,-0.68,-0.58,383.78804560270265,373.11608599244516,360.0247396472082,0.9990000000000001,1.02,1.05,173.93977485446487,170.0111483547502,166.31131041991074,-152484.82200000001,125376.4092,95686.2428,25057.95737558562,24719.49220292041,24412.360983552786,0.7833333,1.415,1.4025,1.055833333333333,0.05792226024818622,0.03341288782816237,0.0443585496042702,0.028602250106347798,0.013692238088338438,0.06516069190043017,0.04456199029545486,0.052573675185115416,660573.930480001,611786.8554200017,8286222.188527273,7553118.986765625,8029667.145770967,5447413.371233333,5304309.908321874,4966561.373235484,11699839.860909088,11062887.279374998,10686869.718064517,-4.576843434343434,-4.794635416666667,-5.203924731182797,-4.538484848484848,-4.7421875,-4.791935483870968,175.604214790598,170.08638815472614,162.05939799689207,-0.12403030303030294,-0.10624999999999996,-0.07870967741935475,46.37639650782627,43.77426282086509,41.36714826944582,-389067.6955457697,-114681.666356575,-149028.98865194837,4600.778920809349,4395.51105277364,4220.263053838466,-0.03835858585858598,-0.05244791666666693,-0.41198924731182873,0.006123373033754681,-0.03431794295793852,-0.017004933003181774,-0.026865560093200767,-0.002196436270553522,-0.008473456665364115,0.012945545225754099,186857.77956400148,0.16686,0.175719,0.65742,-0.008859,0.164675,-0.1691869999999999,-0.333862,0.0166153333333333,0.004824916199619,0.0460596999999999,0.336047,0.011044,0.652909,0.325003,-0.008357,0.2050239999999999,0.213381,0.0484256666666666,0.0502721973394175,-0.0286293,-0.03250433333333333,0.15910366666666667,-0.12660099999999996,-0.19160799999999997,0.19648533333333332,-0.1829913333333332,-0.3794766666666667,-0.060835,-0.028689882026659334,0.0759200666666665,0.15048699999999995,-0.03738166666666667,-0.11310633333333342,0.18786866666666666,0.020667666666666668,0.25956099999999993,0.23889333333333332,-0.0483744444444445,0.03351479822627833,-0.008312033333333402
2020,BEL,0.0,19197112.9716,10526333.8459,25825603.980000004,-0.1483333,-0.6,415.98807491788733,1.128,176.8650000767982,154905.21600000001,23645.527045005078,0,0,0,18715091.5065,17570204.8046,16608219.2093,10071219.0941,9397341.0646,9093500.9378,23744065.14,22888859.259999998,21916667.669999998,0.1933333,0.795,0.7225,-0.59,-0.62,-0.68,399.09358241761095,383.78804560270265,373.11608599244516,0.9770000000000001,0.9990000000000001,1.02,176.11163201674478,173.93977485446487,170.0111483547502,30940.7033,-152484.82200000001,125376.4092,25378.411616464226,25057.95737558562,24719.49220292041,0.4516667,0.7833333,1.415,1.4025,0.06516069190043014,0.07170943619770428,0.037363412054987784,0.03988018123616228,0.012788522068076768,0.025755763199586168,0.03656004148224109,0.04342021356498872,891156.7988800001,660573.930480001,9187396.473117646,8286222.188527273,7553118.986765625,5961073.360402942,5447413.371233333,5304309.908321874,12210932.80382353,11699839.860909088,11062887.279374998,-5.043897092156863,-4.576843434343434,-4.794635416666667,-4.375,-4.538484848484848,-4.7421875,185.744921758724,175.604214790598,170.08638815472614,-0.1423823529411763,-0.12403030303030294,-0.10624999999999996,47.18424200811131,46.37639650782627,43.77426282086509,-194199.00272971764,-389067.6955457697,-114681.666356575,4785.916134605322,4600.778920809349,4395.51105277364,-0.6688970921568631,-0.03835858585858598,-0.05244791666666693,0.013176247927399978,0.00501854307699548,-0.023484769552367765,-0.014773521081774148,-0.0030335936159499328,-0.016210609957785255,0.003387535317322589,229617.18431548472,0.366917,0.023549,0.609535,0.343368,-0.1521699999999999,0.2000569999999999,0.352227,0.0687213333333333,0.0927568615593118,0.0177119,0.16686,0.175719,0.65742,-0.008859,0.164675,-0.1691869999999999,-0.333862,0.0166153333333333,0.004824916199619,0.0460596999999999,0.155607,-0.045172333333333314,-0.11043366666666654,0.20077933333333334,-0.20427599999999987,0.18811133333333324,0.39238733333333337,0.021224222222222235,0.057633757933160466,0.02351163333333333,-0.03250433333333333,0.15910366666666667,-0.12660099999999996,-0.19160799999999997,0.19648533333333332,-0.1829913333333332,-0.3794766666666667,-0.060835,-0.028689882026659334,0.0759200666666665
2003,CAN,0.0,808.0475,431.247,605.479,5.278333333333333,2.8700833333333335,137.60115826055485,0.7656183155768953,131.13252904132696,13.483534637309225,23406.980270190852,0,0,0,775.79275,743.24425,708.4739999999999,405.953,372.854,350.241,570.306,540.224,510.32,5.661666666666667,5.7825,5.885833333333333,2.58575,3.76858333333333,5.489833333333333,124.95347148003495,115.92730545453658,113.7428495263996,0.8055399187270418,0.8265914473019219,0.8212687062792537,127.63283666010683,124.79300604441946,121.7400285915097,19.765396119036005,25.09591131608721,27.745335543210178,23155.136569813305,22686.64558523288,22487.70818622514,2.40825,3.075916666666667,2.01391666666667,0.3959999999999999,0.04379246795383885,0.0887720126376544,0.05568430873119297,0.07786056951904378,0.02065051806889308,0.04157650351849784,0.04309207988053935,0.006364747572780573,33.12689999999998,31.13867499999993,241.79441176470584,222.32378125000002,200.05709999999993,146.6109411764706,120.6064375,104.52633333333333,175.08058823529416,154.06100000000004,132.4341333333333,-2.664705882352946,-2.70286458333334,-2.772833333333339,-4.4525735294117625,-3.4740989583333355,-1.8697055555555542,27.295686316709293,19.411365309411607,18.375370006692933,-0.044843721843458195,-0.02527920534786432,-0.032642076128567954,22.259976963071978,20.633905494096155,18.752989910598814,30.847473218337036,38.439112691350005,43.82777271303784,3725.3516648178665,3460.41447275228,3478.908878660841,1.7878676470588175,0.7712343749999966,-0.9031277777777849,-0.01534153549130686,0.00831511166274218,-0.002664523382818043,0.030270867185151436,0.004375440335997592,-0.017669926979375854,-0.018042318859564914,3.248649999999948,0.328596,0.155191,0.516213,0.173406,-0.091868,0.008099,0.099968,0.1947913333333333,0.0691805457215634,-0.0066631,0.320497,0.247059,0.432445,0.073438,0.130718,-0.06058,-0.191298,0.2103,0.0891028034968597,-0.0244210999999999,-0.023232999999999948,-0.03960033333333332,0.06283299999999997,0.016368333333333346,-0.07635933333333338,0.003099000000000035,0.07945933333333334,-0.0567782777777778,0.021831099103408934,0.032424249999999905,-0.026332000000000022,0.036758999999999986,-0.010425999999999935,-0.06309100000000001,0.18237633333333333,-0.08166566666666666,-0.264042,-0.06190441666666663,0.06263003531805786,0.0293325
2004,CAN,0.0,875.8405,462.098,644.388,5.0808333333333335,2.2199166666666663,152.7145508927851,0.7260071608622163,133.54606598256956,27.966305544420557,23952.908626048553,0,0,0,808.0475,775.79275,743.24425,431.247,405.953,372.854,605.479,570.306,540.224,5.278333333333333,5.661666666666667,5.7825,2.8700833333333335,2.58575,3.76858333333333,137.60115826055485,124.95347148003495,115.92730545453658,0.7656183155768953,0.8055399187270418,0.8265914473019219,131.13252904132696,127.63283666010683,124.79300604441946,13.483534637309225,19.765396119036005,25.09591131608721,23406.980270190852,23155.136569813305,22686.64558523288,2.860916666666667,2.40825,3.075916666666667,2.01391666666667,0.041576503518497766,0.06230770557182738,0.06167390839303812,0.10121917086986056,0.010876364283934674,0.08389729564165482,0.044815545663351664,0.0038538128956157095,43.00435000000005,33.12689999999998,260.61613888888894,241.79441176470584,222.32378125000002,163.7598888888889,146.6109411764706,120.6064375,200.52688888888895,175.08058823529416,154.06100000000004,-2.900000000000005,-2.664705882352946,-2.70286458333334,-3.9208749999999988,-4.4525735294117625,-3.4740989583333355,38.426946079634234,27.295686316709293,19.411365309411607,-0.0822740071134126,-0.044843721843458195,-0.02527920534786432,24.52300395745479,22.259976963071978,20.633905494096155,22.851863224480418,30.847473218337036,38.439112691350005,3770.2313838166374,3725.3516648178665,3460.41447275228,1.0208749999999935,1.7878676470588175,0.7712343749999966,-0.01665505666245342,-0.01863831961854026,0.003481812948604647,0.05184882928978283,-0.005656092292254788,-0.014842090760352547,-0.01942560860800697,5.020298333333326,0.287351,0.216691,0.495958,0.07066,0.0615,-0.0412449999999999,-0.102746,0.1728636666666666,0.067127052976675,0.0209182,0.328596,0.155191,0.516213,0.173406,-0.091868,0.008099,0.099968,0.1947913333333333,0.0691805457215634,-0.0066631,-0.056039000000000005,0.04382733333333333,0.012211333333333296,-0.09986666666666669,0.08342766666666666,-0.0328059999999999,-0.116235,-0.04948622222222224,0.0019662780880804753,0.0491974666666666,-0.023232999999999948,-0.03960033333333332,0.06283299999999997,0.016368333333333346,-0.07635933333333338,0.003099000000000035,0.07945933333333334,-0.0567782777777778,0.021831099103408934,0.032424249999999905
2005,CAN,0.0,949.87725,498.658,683.068,4.385833333333333,2.72608333333333,167.37794364729797,0.7160815084671124,136.52501639021645,25.541092034565953,24484.344653524106,0,0,0,875.8405,808.0475,775.79275,462.098,431.247,405.953,644.388,605.479,570.306,5.0808333333333335,5.278333333333333,5.661666666666667,2.2199166666666663,2.8700833333333335,2.58575,152.7145508927851,137.60115826055485,124.95347148003495,0.7260071608622163,0.7656183155768953,0.8055399187270418,133.54606598256956,131.13252904132696,127.63283666010683,27.966305544420557,13.483534637309225,19.765396119036005,23952.908626048553,23406.980270190852,23155.136569813305,1.6597500000000034,2.860916666666667,2.40825,3.075916666666667,0.08389729564165474,0.07153904838758299,0.06426151856629213,0.10983477772485215,0.023323314223191317,0.08453222932714355,0.05642208903799717,0.023820009614396235,59.00464999999996,43.00435000000005,314.6925,260.61613888888894,241.79441176470584,185.9919473684211,163.7598888888889,146.6109411764706,228.88184210526316,200.52688888888895,175.08058823529416,-2.944868421052637,-2.900000000000005,-2.664705882352946,-4.364679824561403,-3.9208749999999988,-4.4525735294117625,51.517867865567936,38.426946079634234,27.295686316709293,-0.11755495092738566,-0.0822740071134126,-0.044843721843458195,25.64585647988396,24.52300395745479,22.259976963071978,36.131904488198046,22.851863224480418,30.847473218337036,4117.726508947151,3770.2313838166374,3725.3516648178665,1.4198114035087668,1.0208749999999935,1.7878676470588175,0.02659101638639541,-0.008371514601754629,0.0058759890691583855,0.05758394562867537,0.007105084996571566,-0.0023624832233333642,0.001683270970068082,14.583979687500069,0.296123,0.117818,0.586059,0.178305,-0.0988729999999999,0.008772,0.1076449999999999,0.2063136666666666,0.0468049050990741,-0.0326222999999999,0.287351,0.216691,0.495958,0.07066,0.0615,-0.0412449999999999,-0.102746,0.1728636666666666,0.067127052976675,0.0209182,-0.016024999999999956,-0.08849566666666664,0.10452033333333327,0.07247033333333332,-0.1323229999999999,0.040013999999999966,0.1723369999999999,0.013661999999999952,-0.02833189563262526,-0.02923363333333327,-0.056039000000000005,0.04382733333333333,0.012211333333333296,-0.09986666666666669,0.08342766666666666,-0.0328059999999999,-0.116235,-0.04948622222222224,0.0019662780880804753,0.0491974666666666
2006,CAN,0.0,1029.36625,536.492,746.542,4.299166666666666,4.03416666666667,186.5004927987792,0.7025527352704934,139.27933300534156,20.96402314252409,24967.16720744424,0,0,0,949.87725,875.8405,808.0475,498.658,462.098,431.247,683.068,644.388,605.479,4.385833333333333,5.0808333333333335,5.278333333333333,2.72608333333333,2.2199166666666663,2.8700833333333335,167.37794364729797,152.7145508927851,137.60115826055485,0.7160815084671124,0.7260071608622163,0.7656183155768953,136.52501639021645,133.54606598256956,131.13252904132696,25.541092034565953,27.966305544420557,13.483534637309225,24484.344653524106,23952.908626048553,23406.980270190852,0.2649999999999961,1.6597500000000034,2.860916666666667,2.40825,0.08453222932714345,0.07911741665187905,0.06002594710019421,0.09601830780884438,0.02218670123834653,0.08368344436083719,0.0700020094957654,0.02461925725410898,73.79929999999993,59.00464999999996,372.99462500000004,314.6925,260.61613888888894,213.25234999999998,185.9919473684211,163.7598888888889,256.11774999999994,228.88184210526316,200.52688888888895,-3.492625000000004,-2.944868421052637,-2.900000000000005,-3.6402791666666694,-4.364679824561403,-3.9208749999999988,63.605367226802414,51.517867865567936,38.426946079634234,-0.12160285577612029,-0.11755495092738566,-0.0822740071134126,27.34251406353667,25.64585647988396,24.52300395745479,31.900095753933538,36.131904488198046,22.851863224480418,4443.276210975342,4117.726508947151,3770.2313838166374,0.14765416666666442,1.4198114035087668,1.0208749999999935,0.02582642289365278,-0.0003525403057872828,0.0013311550204731931,0.040736741732211014,0.005594520169801959,0.01134868630239784,0.0023890035558881556,29.72639852941174,0.245367,0.193949,0.560683,0.051418,0.076131,-0.050756,-0.126887,0.1632333333333333,0.0499247120806252,0.0017401,0.296123,0.117818,0.586059,0.178305,-0.0988729999999999,0.008772,0.1076449999999999,0.2063136666666666,0.0468049050990741,-0.0326222999999999,-0.058656333333333366,0.03071566666666667,0.027939666666666696,-0.08937233333333333,0.11921133333333331,-0.04263133333333337,-0.16184266666666663,-0.028089555555555507,-0.011112789185145626,0.007862499999999967,-0.016024999999999956,-0.08849566666666664,0.10452033333333327,0.07247033333333332,-0.1323229999999999,0.040013999999999966,0.1723369999999999,0.013661999999999952,-0.02833189563262526,-0.02923363333333327
2007,CAN,0.0,1141.7925,586.254,797.896,4.335,4.15166666666667,207.06475351501265,0.6651826078770181,142.24679645768902,10.919305198826507,25300.08385970836,0,0,0,1029.36625,949.87725,875.8405,536.492,498.658,462.098,746.542,683.068,644.388,4.299166666666666,4.385833333333333,5.0808333333333335,4.03416666666667,2.72608333333333,2.2199166666666663,186.5004927987792,167.37794364729797,152.7145508927851,0.7025527352704934,0.7160815084671124,0.7260071608622163,139.27933300534156,136.52501639021645,133.54606598256956,20.96402314252409,25.541092034565953,27.966305544420557,24967.16720744424,24484.344653524106,23952.908626048553,0.18333333333333002,0.2649999999999961,1.6597500000000034,2.860916666666667,0.08368344436083719,0.0758716394803652,0.0929248625319881,0.11424772425079273,0.01971964374593297,0.10921890046424187,0.08403765644321186,0.0004414576375116004,87.73450000000012,73.79929999999993,434.7219761904762,372.99462500000004,314.6925,240.9314761904762,213.25234999999998,185.9919473684211,307.39566666666667,256.11774999999994,228.88184210526316,-3.4129761904761953,-3.492625000000004,-2.944868421052637,-2.1588492063492017,-3.6402791666666694,-4.364679824561403,79.69908936748352,63.605367226802414,51.517867865567936,-0.12934101679292398,-0.12160285577612029,-0.11755495092738566,28.79480619944573,27.34251406353667,25.64585647988396,25.80397468313294,31.900095753933538,36.131904488198046,4714.514183420462,4443.276210975342,4117.726508947151,-1.2541269841269935,0.14765416666666442,1.4198114035087668,0.023686316782663884,-0.0035806904620117735,0.034163512701243424,0.056929321087548806,0.0028477366688983013,0.02478703397077072,-0.021914533089966496,42.86958194444439,0.302182,0.196291,0.501528,0.105891,0.0023419999999999,0.056815,0.054473,0.1761526666666667,0.0517831984559985,0.0014930999999999,0.245367,0.193949,0.560683,0.051418,0.076131,-0.050756,-0.126887,0.1632333333333333,0.0499247120806252,0.0017401,0.025901666666666656,0.020138333333333286,-0.04603866666666667,0.005763333333333329,-0.010577333333333466,0.08455799999999997,0.0951356666666667,-0.004650888888888788,-0.0028356915961262608,0.0048144333333331995,-0.058656333333333366,0.03071566666666667,0.027939666666666696,-0.08937233333333333,0.11921133333333331,-0.04263133333333337,-0.16184266666666663,-0.028089555555555507,-0.011112789185145626,0.007862499999999967
