year,iso,crisisjst,tloans,tmort,money,ltrate,stir,hpnom,debtgdp,cpi,ca,rgdpmad,target_h1,target_h2,target_h3,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_gr_raw,tloans_gr_roll3_mean_lag1,tloans_gr_roll3_std_lag1,tloans_slope4,tloans_slope4_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,tloans_gr_roll3_mean_lag1_dm,tloans_gr_roll3_std_lag1_dm,tloans_slope4_lag1_dm
2007,BEL,0.0,11566861.2265,5173350.1356,15204108.31,4.32833333333333,3.89,298.70500356626036,0.8730000000000001,140.75726192738216,271205.1477,23496.542128109177,1,1,1,10173803.4598,9434252.0731,8999186.251600001,4660186.2677,4174897.2707,3683597.6286,13953571.41,13291997.05,12404519.25,3.815,3.42833333333333,4.1525,2.9,2.07,2.01,272.49979740080266,243.93380237180273,215.02661999997693,0.915,0.9510000000000001,0.9720000000000001,138.2467018222894,135.10153801724786,131.75881683416512,252971.5129,261846.2909,393919.1235,22867.021804458396,22304.690386988525,21954.94806866455,0.43833333333332947,0.915,1.3583333333333303,2.1425,0.0783900388679131,0.1162397456832828,0.04977238239757203,0.11710552105222295,0.025211352756454693,0.13692595617798453,0.06469562269046285,0.015197609102041402,844257.6311400002,566251.1763000004,3596845.182447618,3000158.4855350005,2700097.541089475,2420534.334680952,2032007.6045650002,1621797.8552263158,6417382.687619047,6043598.744000001,5427495.730526316,-3.039801587301588,-3.5977916666666703,-3.0248684210526333,-2.7190476190476187,-3.7265,-3.9857894736842105,134.70794184755587,111.44904415948372,86.88617030279781,-0.2757142857142856,-0.25170000000000003,-0.24284210526315786,26.48465625824369,24.506467075862247,22.277627255557377,-58114.99691954287,-51702.22986552,84600.63445734739,4283.419136965698,3907.142105470619,3744.631354891204,-0.32075396825396907,0.12870833333332943,0.9609210526315779,0.025319845189408934,0.04827122942412501,-0.022247392290791625,0.05037168901159836,0.005014172517272118,0.01132484986250356,-0.02046618203728181,268778.7045577779
2008,BEL,1.0,13286026.744800001,5656541.4578,15938294.49,4.4175,3.67,313.2815883220357,0.932,147.07509472600822,-142722.5662,23701.296142330557,0,0,0,11566861.2265,10173803.4598,9434252.0731,5173350.1356,4660186.2677,4174897.2707,15204108.31,13953571.41,13291997.05,4.32833333333333,3.815,3.42833333333333,3.89,2.9,2.07,298.70500356626036,272.49979740080266,243.93380237180273,0.8730000000000001,0.915,0.9510000000000001,140.75726192738216,138.2467018222894,135.10153801724786,271205.1477,252971.5129,261846.2909,23496.542128109177,22867.021804458396,22304.690386988525,0.7475000000000005,0.43833333333332947,0.915,1.3583333333333303,0.13692595617798448,0.11011660015754438,0.08962127782596128,0.0961659656829547,0.02752961575118814,0.14862852459588116,0.08788700435533851,0.0450476405190545,1294838.1781799993,844257.6311400002,4826409.986309092,3596845.182447618,3000158.4855350005,2823673.9146409086,2420534.334680952,2032007.6045650002,7376220.374545454,6417382.687619047,6043598.744000001,-2.3882954545454593,-3.039801587301588,-3.5977916666666703,-1.605454545454546,-2.7190476190476187,-3.7265,154.79005974721557,134.70794184755587,111.44904415948372,-0.3051818181818181,-0.2757142857142856,-0.25170000000000003,27.79136835159808,26.48465625824369,24.506467075862247,-37239.77135047276,-58114.99691954287,-51702.22986552,4718.238590754401,4283.419136965698,3907.142105470619,-0.7828409090909136,-0.32075396825396907,0.12870833333332943,0.08265005558569893,0.039849453925809214,0.01866090277049247,0.02703348178463494,0.0070936653921354655,0.03394998903425406,0.010407158481595381,532638.9117894736
2009,BEL,0.0,12968914.7909,5947109.7575,16793500.37,3.90166666666667,0.66,309.26766116243334,1.002,147.06692370583409,231631.7058,23020.27204796463,0,0,0,13286026.744800001,11566861.2265,10173803.4598,5656541.4578,5173350.1356,4660186.2677,15938294.49,15204108.31,13953571.41,4.4175,4.32833333333333,3.815,3.67,3.89,2.9,313.2815883220357,298.70500356626036,272.49979740080266,0.932,0.8730000000000001,0.915,147.07509472600822,140.75726192738216,138.2467018222894,-142722.5662,271205.1477,252971.5129,23701.296142330557,23496.542128109177,22867.021804458396,3.24166666666667,0.7475000000000005,0.43833333333332947,0.915,0.14862852459588125,0.09340008109541194,0.04828867073494293,0.04879926543494236,0.008714219015930462,-0.023868080351721055,0.12131483988059293,0.0376316546723302,1010449.9511600012,1294838.1781799993,6335731.592160871,4826409.986309092,3596845.182447618,3184096.8057695655,2823673.9146409086,2420534.334680952,7789701.320869565,7376220.374545454,6417382.687619047,-2.195289855072464,-2.3882954545454593,-3.039801587301588,-1.7556521739130435,-1.605454545454546,-2.7190476190476187,162.63664190528587,154.79005974721557,134.70794184755587,-0.2329130434782608,-0.3051818181818181,-0.2757142857142856,32.90088078711119,27.79136835159808,26.48465625824369,-449548.3647569739,-37239.77135047276,-58114.99691954287,4717.851796682109,4718.238590754401,4283.419136965698,-0.4396376811594205,-0.7828409090909136,-0.32075396825396907,0.09059580329515485,0.02132159604886727,-0.023519927173730082,-0.02156201308995171,-0.01204417067912837,0.06576115841502017,0.0024955936595570105,956587.5132399991
2010,BEL,0.0,13294740.1632,6405250.0018,16244877.73,3.4625,0.43,325.45859216442796,1.003,150.49875217896258,237884.3903,23556.823098597495,0,0,0,12968914.7909,13286026.744800001,11566861.2265,5947109.7575,5656541.4578,5173350.1356,16793500.37,15938294.49,15204108.31,3.90166666666667,4.4175,4.32833333333333,0.66,3.67,3.89,309.26766116243334,313.2815883220357,298.70500356626036,1.002,0.932,0.8730000000000001,147.06692370583409,147.07509472600822,140.75726192738216,231631.7058,-142722.5662,271205.1477,23020.27204796463,23701.296142330557,23496.542128109177,3.0324999999999998,3.24166666666667,0.7475000000000005,0.43833333333332947,-0.0238680803517211,0.051368544165680194,0.053657301948873755,-0.012812521735162652,-0.028733622426227408,0.025123564889841354,0.08722880014071488,0.09639048276804528,486652.48562000116,1010449.9511600012,5754630.821920834,6335731.592160871,4826409.986309092,3341994.405229167,3184096.8057695655,2823673.9146409086,8320336.312500002,7789701.320869565,7376220.374545454,-2.619652777777775,-2.195289855072464,-2.3882954545454593,-4.6925,-1.7556521739130435,-1.605454545454546,151.84618799962993,162.63664190528587,154.79005974721557,-0.1532083333333334,-0.2329130434782608,-0.3051818181818181,31.521839734140755,32.90088078711119,27.79136835159808,-56462.910892100015,-449548.3647569739,-37239.77135047276,3840.250544121096,4717.851796682109,4718.238590754401,2.072847222222225,-0.4396376811594205,-0.7828409090909136,-0.08583974962180206,-0.021636966796032622,-0.017128690430506653,-0.08223632143005882,-0.048968352526541525,0.028685975110823027,0.06114098567983769,626647.4998752391
2011,BEL,0.0,14272296.9599,6910507.2493,15546997.46,4.23333333333333,1.01,337.8837078192568,1.035,155.54354003446144,-294198.8907,23630.01600715963,0,0,0,13294740.1632,12968914.7909,13286026.744800001,6405250.0018,5947109.7575,5656541.4578,16244877.73,16793500.37,15938294.49,3.4625,3.90166666666667,4.4175,0.43,0.66,3.67,325.45859216442796,309.26766116243334,313.2815883220357,1.003,1.002,0.932,150.49875217896258,147.06692370583409,147.07509472600822,237884.3903,231631.7058,-142722.5662,23556.823098597495,23020.27204796463,23701.296142330557,3.22333333333333,3.0324999999999998,3.24166666666667,0.7475000000000005,0.025123564889841462,0.0770357809055451,-0.03266874849867887,0.05235248632572296,0.023307763240804295,0.07352959025148054,0.04996133637800049,0.0888901335862749,328463.60175999894,486652.48562000116,5850270.961344,5754630.821920834,6335731.592160871,3666454.87332,3341994.405229167,3184096.8057695655,7438900.220000001,8320336.312500002,7789701.320869565,-2.9540333333333346,-2.619652777777775,-2.195289855072464,-4.734800000000001,-4.6925,-1.7556521739130435,161.96327148163934,151.84618799962993,162.63664190528587,-0.1460800000000002,-0.1532083333333334,-0.2329130434782608,33.69279461790363,31.521839734140755,32.90088078711119,-47951.70995641596,-56462.910892100015,-449548.3647569739,4223.191572989119,3840.250544121096,4717.851796682109,1.7807666666666657,2.072847222222225,-0.4396376811594205,-0.03327144814599775,0.004931810227000302,-0.10274104544345485,-0.013644799976254098,0.005113381162429407,-0.009828704961057581,0.05098233277285697,74366.05706818274
2012,BEL,0.0,14463830.8051,7203536.2829,17342123.01,3.0,0.13,343.1052282760788,1.048,159.6274159174843,-12666.7286,23642.929689311823,0,0,0,14272296.9599,13294740.1632,12968914.7909,6910507.2493,6405250.0018,5947109.7575,15546997.46,16244877.73,16793500.37,4.23333333333333,3.4625,3.90166666666667,1.01,0.43,0.66,337.8837078192568,325.45859216442796,309.26766116243334,1.035,1.003,1.002,155.54354003446144,150.49875217896258,147.06692370583409,-294198.8907,237884.3903,231631.7058,23630.01600715963,23556.823098597495,23020.27204796463,2.87,3.22333333333333,3.0324999999999998,3.24166666666667,0.07352959025148065,0.07888173722462252,-0.042960019865905114,0.038177254968741,0.0031070789238338255,0.013419973374863226,0.02492835826320028,0.0486991287288875,546230.4839299989,328463.60175999894,6602817.336453846,5850270.961344,5754630.821920834,4030694.625692308,3666454.87332,3341994.405229167,6454908.4030769225,7438900.220000001,8320336.312500002,-2.0695833333333375,-2.9540333333333346,-2.619652777777775,-3.9726923076923084,-4.734800000000001,-4.6925,168.15903054102054,161.96327148163934,151.84618799962993,-0.10846153846153861,-0.1460800000000002,-0.1532083333333334,37.441705757329274,33.69279461790363,31.521839734140755,-578190.6944196308,-47951.70995641596,-56462.910892100015,4133.954036436287,4223.191572989119,3840.250544121096,1.9031089743589704,1.7807666666666657,2.072847222222225,0.016465435141481348,0.006580494136997711,-0.10892267499294288,-0.027274239334185893,-0.015291838401038243,-0.03445215370248039,0.008667064049933865,-87056.13362087088
2013,BEL,0.0,14739876.7408,7520244.8378,17503482.61,2.41,0.05,347.1219283320624,1.055,161.61951063593366,151314.9649,23619.124656363343,0,0,0,14463830.8051,14272296.9599,13294740.1632,7203536.2829,6910507.2493,6405250.0018,17342123.01,15546997.46,16244877.73,3.0,4.23333333333333,3.4625,0.13,1.01,0.43,343.1052282760788,337.8837078192568,325.45859216442796,1.048,1.035,1.003,159.6274159174843,155.54354003446144,150.49875217896258,-12666.7286,-294198.8907,237884.3903,23642.929689311823,23630.01600715963,23556.823098597495,2.3600000000000003,2.87,3.22333333333333,3.0324999999999998,0.013419973374863295,0.0424034044142971,0.11546445251686563,0.015453602337094918,0.0005464948541837914,0.019085257524076304,0.03735770950539504,0.03186765179800894,452694.3578000008,546230.4839299989,6549802.391414815,6602817.336453846,5850270.961344,4174438.6731555555,4030694.625692308,3666454.87332,8010963.271481482,6454908.4030769225,7438900.220000001,-3.2262654320987663,-2.0695833333333375,-2.9540333333333346,-4.705555555555556,-3.9726923076923084,-4.734800000000001,167.1524387555825,168.15903054102054,161.96327148163934,-0.09144444444444444,-0.10846153846153861,-0.1460800000000002,40.13885179748809,37.441705757329274,33.69279461790363,-275244.06215594074,-578190.6944196308,-47951.70995641596,3993.758309831577,4133.954036436287,4223.191572989119,1.4792901234567897,1.9031089743589704,1.7807666666666657,-0.044277467702116054,-0.03015093460167377,0.05369113104340258,-0.04894888276067097,-0.01726427483987911,-0.020644716312186416,-0.008511095442942047,134338.08744999865
2014,BEL,0.0,14591183.8694,7888306.0854,18745951.529999997,1.71333333333333,0.05,345.21027081765277,1.07,162.41209959282284,125457.089,23899.98018736695,0,0,0,14739876.7408,14463830.8051,14272296.9599,7520244.8378,7203536.2829,6910507.2493,17503482.61,17342123.01,15546997.46,2.41,3.0,4.23333333333333,0.05,0.13,1.01,347.1219283320624,343.1052282760788,337.8837078192568,1.055,1.048,1.035,161.61951063593366,159.6274159174843,155.54354003446144,151314.9649,-12666.7286,-294198.8907,23619.124656363343,23642.929689311823,23630.01600715963,1.66333333333333,2.3600000000000003,2.87,3.22333333333333,0.01908525752407629,0.04396570551769322,0.009304489416143159,0.011706904252568229,-0.0010068563101653578,-0.01008779612033106,0.035344940383473356,0.033189975523937335,123270.66642000039,452694.3578000008,6591926.813135715,6549802.391414815,6602817.336453846,4342060.132585715,4174438.6731555555,4030694.625692308,7886217.040357143,8010963.271481482,6454908.4030769225,-3.701041666666667,-3.2262654320987663,-2.0695833333333375,-4.6175,-4.705555555555556,-3.9726923076923084,165.19940885600957,167.1524387555825,168.15903054102054,-0.08117857142857154,-0.09144444444444444,-0.10846153846153861,40.69741609459858,40.13885179748809,37.441705757329274,-101432.22357894288,-275244.06215594074,-578190.6944196308,3827.319051531973,3993.758309831577,4133.954036436287,0.9164583333333332,1.4792901234567897,1.9031089743589704,-0.03697227734171357,-0.02747193221673417,-0.0544573924663348,-0.050882659261469114,-0.018178208417566073,-0.021863457883639387,-0.006861421892285113,35428.43782200059
2015,BEL,0.0,15455708.2663,8255842.9143,20581416.979999997,0.84,-0.22,350.7628466806068,1.052,163.41876927827386,232478.8437,24265.37404213519,0,0,0,14591183.8694,14739876.7408,14463830.8051,7888306.0854,7520244.8378,7203536.2829,18745951.529999997,17503482.61,17342123.01,1.71333333333333,2.41,3.0,0.05,0.05,0.13,345.21027081765277,347.1219283320624,343.1052282760788,1.07,1.055,1.048,162.41209959282284,161.61951063593366,159.6274159174843,125457.089,151314.9649,-12666.7286,23899.98018736695,23619.124656363343,23642.929689311823,1.06,1.66333333333333,2.3600000000000003,2.87,-0.010087796120331076,0.0489427213526301,0.07098409771836818,-0.005507164366121243,0.01189102200398183,0.05924977744355919,0.007472478259536157,0.015469204515585129,282693.9512199992,123270.66642000039,6215926.120593104,6591926.813135715,6549802.391414815,4560395.168717241,4342060.132585715,4174438.6731555555,8856747.441724135,7886217.040357143,8010963.271481482,-4.270086206896555,-3.701041666666667,-3.2262654320987663,-4.458275862068966,-4.6175,-4.705555555555556,157.59122000173755,165.19940885600957,167.1524387555825,-0.06337931034482769,-0.08117857142857154,-0.09144444444444444,40.08664587581195,40.69741609459858,40.13885179748809,-123792.43659691035,-101432.22357894288,-275244.06215594074,3976.198063517233,3827.319051531973,3993.758309831577,0.18818965517240982,0.9164583333333332,1.4792901234567897,-0.06482489250963117,-0.021513775945485356,0.009167122709687898,-0.06627949004939182,-0.004631108374220098,-0.04892616230818254,-0.024328066163886018,-295357.8857819229
2016,BEL,0.0,16833840.27,8600547.3598,21206685.43,0.475833333333333,-0.58,360.0247396472082,1.05,166.31131041991074,95686.2428,24412.360983552786,0,0,0,15455708.2663,14591183.8694,14739876.7408,8255842.9143,7888306.0854,7520244.8378,20581416.979999997,18745951.529999997,17503482.61,0.84,1.71333333333333,2.41,-0.22,0.05,0.05,350.7628466806068,345.21027081765277,347.1219283320624,1.052,1.07,1.055,163.41876927827386,162.41209959282284,161.61951063593366,232478.8437,125457.089,151314.9649,24265.37404213519,23899.98018736695,23619.124656363343,1.055833333333333,1.06,1.66333333333333,2.3600000000000003,0.05924977744355914,0.04659261759381425,0.09791263180546586,0.016084619527114288,0.015288458480035932,0.08916653834007149,0.022749079615768147,0.03481368224091862,714641.498449999,282693.9512199992,6873252.980140001,6215926.120593104,6591926.813135715,4775918.825326666,4560395.168717241,4342060.132585715,10396987.976999996,8856747.441724135,7886217.040357143,-5.001083333333334,-4.270086206896555,-3.701041666666667,-4.579666666666666,-4.458275862068966,-4.6175,157.890755197967,157.59122000173755,165.19940885600957,-0.0792666666666666,-0.06337931034482769,-0.08117857142857154,39.75709403206923,40.08664587581195,40.69741609459858,-12644.267343679996,-123792.43659691035,-101432.22357894288,4209.051982834902,3976.198063517233,3827.319051531973,-0.421416666666667,0.18818965517240982,0.9164583333333332,0.006748022175280803,-0.02312202536135345,0.035779549117141166,-0.04240220649928071,-0.0010739785059515096,-0.031902198012372596,-0.004114728932699457,-124995.42002703808
2017,BEL,0.0,16608219.2093,9093500.9378,21916667.669999998,0.7225,-0.68,373.11608599244516,1.02,170.0111483547502,125376.4092,24719.49220292041,0,0,0,16833840.27,15455708.2663,14591183.8694,8600547.3598,8255842.9143,7888306.0854,21206685.43,20581416.979999997,18745951.529999997,0.475833333333333,0.84,1.71333333333333,-0.58,-0.22,0.05,360.0247396472082,350.7628466806068,345.21027081765277,1.05,1.052,1.07,166.31131041991074,163.41876927827386,162.41209959282284,95686.2428,232478.8437,125457.089,24412.360983552786,24265.37404213519,23899.98018736695,1.4025,1.055833333333333,1.06,1.66333333333333,0.08916653834007152,0.041752786369388714,0.030380243041944484,0.02640499999999996,0.006057476845910662,-0.01340282770189305,0.04610950655443321,0.050915182083285083,742923.8023400006,714641.498449999,8029667.145770967,6873252.980140001,6215926.120593104,4966561.373235484,4775918.825326666,4560395.168717241,10686869.718064517,10396987.976999996,8856747.441724135,-5.203924731182797,-5.001083333333334,-4.270086206896555,-4.791935483870968,-4.579666666666666,-4.458275862068966,162.05939799689207,157.890755197967,157.59122000173755,-0.07870967741935475,-0.0792666666666666,-0.06337931034482769,41.36714826944582,39.75709403206923,40.08664587581195,-149028.98865194837,-12644.267343679996,-123792.43659691035,4220.263053838466,4209.051982834902,3976.198063517233,-0.41198924731182873,-0.421416666666667,0.18818965517240982,0.03643984899928382,-0.027191122407067184,-0.032945491283618254,-0.03066841914308568,-0.010269160856545062,-0.007441695280177442,0.012128658114242852,311416.24934678455
2018,BEL,0.0,17570204.8046,9397341.0646,22888859.259999998,0.795,-0.62,383.78804560270265,0.9990000000000001,173.93977485446487,-152484.82200000001,25057.95737558562,0,0,0,16608219.2093,16833840.27,15455708.2663,9093500.9378,8600547.3598,8255842.9143,21916667.669999998,21206685.43,20581416.979999997,0.7225,0.475833333333333,0.84,-0.68,-0.58,-0.22,373.11608599244516,360.0247396472082,350.7628466806068,1.02,1.05,1.052,170.0111483547502,166.31131041991074,163.41876927827386,125376.4092,95686.2428,232478.8437,24719.49220292041,24412.360983552786,24265.37404213519,1.415,1.4025,1.055833333333333,1.06,-0.013402827701893083,0.057316535492162334,0.033479170629636595,0.036362352092984766,0.012580971564960306,0.05792226024818614,0.04500449602724588,0.05274765155469105,611786.8554200017,742923.8023400006,7553118.986765625,8029667.145770967,6873252.980140001,5304309.908321874,4966561.373235484,4775918.825326666,11062887.279374998,10686869.718064517,10396987.976999996,-4.794635416666667,-5.203924731182797,-5.001083333333334,-4.7421875,-4.791935483870968,-4.579666666666666,170.08638815472614,162.05939799689207,157.890755197967,-0.10624999999999996,-0.07870967741935475,-0.0792666666666666,43.77426282086509,41.36714826944582,39.75709403206923,-114681.666356575,-149028.98865194837,-12644.267343679996,4395.51105277364,4220.263053838466,4209.051982834902,-0.05244791666666693,-0.41198924731182873,-0.421416666666667,-0.06730499604265767,-0.010750240303420443,-0.028783805912583615,-0.01972176320677553,-0.0034144028840584813,-0.008298649298025526,0.013556838981840721,328960.06188000046
2019,BEL,0.0,18715091.5065,10071219.0941,23744065.14,0.1933333,-0.59,399.09358241761095,0.9770000000000001,176.11163201674478,30940.7033,25378.411616464226,0,0,0,17570204.8046,16608219.2093,16833840.27,9397341.0646,9093500.9378,8600547.3598,22888859.259999998,21916667.669999998,21206685.43,0.795,0.7225,0.475833333333333,-0.62,-0.68,-0.58,383.78804560270265,373.11608599244516,360.0247396472082,0.9990000000000001,1.02,1.05,173.93977485446487,170.0111483547502,166.31131041991074,-152484.82200000001,125376.4092,95686.2428,25057.95737558562,24719.49220292041,24412.360983552786,0.7833333,1.415,1.4025,1.055833333333333,0.05792226024818622,0.03341288782816237,0.0443585496042702,0.028602250106347798,0.013692238088338438,0.06516069190043017,0.04456199029545486,0.052573675185115416,660573.930480001,611786.8554200017,8286222.188527273,7553118.986765625,8029667.145770967,5447413.371233333,5304309.908321874,4966561.373235484,11699839.860909088,11062887.279374998,10686869.718064517,-4.576843434343434,-4.794635416666667,-5.203924731182797,-4.538484848484848,-4.7421875,-4.791935483870968,175.604214790598,170.08638815472614,162.05939799689207,-0.12403030303030294,-0.10624999999999996,-0.07870967741935475,46.37639650782627,43.77426282086509,41.36714826944582,-389067.6955457697,-114681.666356575,-149028.98865194837,4600.778920809349,4395.51105277364,4220.263053838466,-0.03835858585858598,-0.05244791666666693,-0.41198924731182873,0.006123373033754681,-0.03431794295793852,-0.017004933003181774,-0.026865560093200767,-0.002196436270553522,-0.008473456665364115,0.012945545225754099,186857.77956400148
2020,BEL,0.0,19197112.9716,10526333.8459,25825603.980000004,-0.1483333,-0.6,415.98807491788733,1.128,176.8650000767982,154905.21600000001,23645.527045005078,0,0,0,18715091.5065,17570204.8046,16608219.2093,10071219.0941,9397341.0646,9093500.9378,23744065.14,22888859.259999998,21916667.669999998,0.1933333,0.795,0.7225,-0.59,-0.62,-0.68,399.09358241761095,383.78804560270265,373.11608599244516,0.9770000000000001,0.9990000000000001,1.02,176.11163201674478,173.93977485446487,170.0111483547502,30940.7033,-152484.82200000001,125376.4092,25378.411616464226,25057.95737558562,24719.49220292041,0.4516667,0.7833333,1.415,1.4025,0.06516069190043014,0.07170943619770428,0.037363412054987784,0.03988018123616228,0.012788522068076768,0.025755763199586168,0.03656004148224109,0.04342021356498872,891156.7988800001,660573.930480001,9187396.473117646,8286222.188527273,7553118.986765625,5961073.360402942,5447413.371233333,5304309.908321874,12210932.80382353,11699839.860909088,11062887.279374998,-5.043897092156863,-4.576843434343434,-4.794635416666667,-4.375,-4.538484848484848,-4.7421875,185.744921758724,175.604214790598,170.08638815472614,-0.1423823529411763,-0.12403030303030294,-0.10624999999999996,47.18424200811131,46.37639650782627,43.77426282086509,-194199.00272971764,-389067.6955457697,-114681.666356575,4785.916134605322,4600.778920809349,4395.51105277364,-0.6688970921568631,-0.03835858585858598,-0.05244791666666693,0.013176247927399978,0.00501854307699548,-0.023484769552367765,-0.014773521081774148,-0.0030335936159499328,-0.016210609957785255,0.003387535317322589,229617.18431548472
1989,CAN,0.0,449.873,212.517,345.478,9.92,12.0541666666667,92.12891518236003,0.7224708709375305,95.45201,-25.72172446108575,19108.487068697887,0,0,0,398.905,350.691,314.982,182.112,154.846,129.832,302.38,267.704,246.197,10.2241666666667,9.95,9.52,9.4825,8.14583333333333,8.97083333333333,78.38190804839455,70.23617656625638,61.13101599700652,0.7108355166126499,0.7144908373457096,0.7099854407413845,90.911,87.39537,83.74023,-18.230509036776184,-17.82248520266972,-15.670591679292668,18993.076728586937,18348.154593083917,17862.103969653257,-2.134166666666699,0.7416666666667009,1.804166666666669,0.5491666666666699,0.13748285527715282,0.17608462601552505,0.12953112392792035,0.11597629427413386,0.03514915531320599,0.12776976974467602,0.1011268200394028,0.04377981102703377,45.28869999999997,33.46379999999997,77.25999999999999,43.56899999999996,15.720000000000027,50.36166666666668,34.64350000000002,19.259,57.47733333333335,34.202,25.390000000000015,0.052777777777802015,-0.33208333333335105,-1.5241666666666998,0.6336111111111133,-1.0545833333333352,-0.45916666666667005,15.773555496316433,11.441736021267388,4.673150904035076,0.01311194538080429,0.02515089917079616,0.04129100513294204,7.070783333333338,5.332729999999998,3.35517999999999,-4.346187506671745,-5.907245508847923,-7.510703970941741,1062.3008893801198,626.0681308156527,280.0350147699828,-0.580833333333312,0.7224999999999842,-1.0650000000000297,0.054534052856625034,-0.007334820731142194,0.02835903925460373,0.00011760138908110951,0.013579864169293607,0.018178017618874984,0.0007600276731766636,-232499.0601601265
1990,CAN,0.0,482.0585,226.016,373.909,10.8516666666667,12.8083333333333,100.0,0.7518991176916141,100.0,-23.507023432985626,18872.38850546588,0,0,0,449.873,398.905,350.691,212.517,182.112,154.846,345.478,302.38,267.704,9.92,10.2241666666667,9.95,12.0541666666667,9.4825,8.14583333333333,92.12891518236003,78.38190804839455,70.23617656625638,0.7224708709375305,0.7108355166126499,0.7144908373457096,95.45201,90.911,87.39537,-25.72172446108575,-18.230509036776184,-17.82248520266972,19108.487068697887,18993.076728586937,18348.154593083917,-1.9566666666665995,-2.134166666666699,0.7416666666667009,1.804166666666669,0.1277697697446761,0.16695769636267793,0.14252926780871755,0.1753849514032984,0.006076442577481022,0.07154352450580492,0.12620700265901505,0.01213295613461033,44.507050000000014,45.28869999999997,108.91300000000001,77.25999999999999,43.56899999999996,68.17625000000001,50.36166666666668,34.64350000000002,86.20600000000002,57.47733333333335,34.202,-0.26458333333335027,0.052777777777802015,-0.33208333333335105,3.0468750000000338,0.6336111111111133,-1.0545833333333352,25.57717375620281,15.773555496316433,11.441736021267388,0.021469313360483855,0.01311194538080429,0.02515089917079616,9.844097500000004,7.070783333333338,5.332729999999998,-10.750856054313374,-4.346187506671745,-5.907245508847923,912.1360071460404,1062.3008893801198,626.0681308156527,-3.311458333333384,-0.580833333333312,0.7224999999999842,0.026642949705273297,-0.014016810140275254,0.03190417005053303,0.0594870580552186,-0.020019469956195895,0.03416919142904973,-0.03126684105583511,11.8249
1991,CAN,0.0,507.98524999999995,243.998,391.322,9.76416666666666,8.72666666666666,97.12562578107995,0.8233953487693455,105.6152,-26.434076762809994,18262.46376863137,0,0,0,482.0585,449.873,398.905,226.016,212.517,182.112,373.909,345.478,302.38,10.8516666666667,9.92,10.2241666666667,12.8083333333333,12.0541666666667,9.4825,100.0,92.12891518236003,78.38190804839455,0.7518991176916141,0.7224708709375305,0.7108355166126499,100.0,95.45201,90.911,-23.507023432985626,-25.72172446108575,-18.230509036776184,18872.38850546588,19108.487068697887,18993.076728586937,1.0375000000000014,-1.9566666666665995,-2.134166666666699,0.7416666666667009,0.07154352450580495,0.06351962431240793,0.08229467578253892,0.08543555301894024,-0.012355691080261778,0.05378341010479004,0.1122653831758779,0.03559899349418956,35.94262499999997,44.507050000000014,119.3159,108.91300000000001,77.25999999999999,68.03999999999999,68.17625000000001,50.36166666666668,97.39580000000001,86.20600000000002,57.47733333333335,0.7200000000000202,-0.26458333333335027,0.052777777777802015,3.191666666666629,3.0468750000000338,0.6336111111111133,28.332823822602208,25.57717375620281,15.773555496316433,0.046603697442470726,0.021469313360483855,0.01311194538080429,12.423267999999993,9.844097500000004,7.070783333333338,-6.385983815350574,-10.750856054313374,-4.346187506671745,493.610242484825,912.1360071460404,1062.3008893801198,-2.4716666666666076,-3.311458333333384,-0.580833333333312,-0.03624403295991617,-0.11395067965547645,-0.03630646448827886,-0.0453341048429442,-0.03344673612488972,0.00883784146956268,0.0026214766556891603,5.130800000000043
