year,country,iso,ifs,pop,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisjst,crisisjst_old,peg,peg_strict,peg_type,peg_base,jsttrilemmaiv,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,P_pos,P_neg,P_neutral,n_speeches,net_sentiment,P_neg_change,P_pos_change,net_sent_change,P_neg_roll3_mean,P_neg_roll3_std,net_sentiment_roll3_mean,net_sentiment_roll3_std,P_neg_slope4,net_sent_slope4,P_pos_lag1,P_pos_lag2,P_neg_lag1,P_neg_lag2,P_neutral_lag1,P_neutral_lag2,net_sentiment_lag1,net_sentiment_lag2,P_neg_change_lag1,P_neg_change_lag2,P_pos_change_lag1,P_pos_change_lag2,net_sent_change_lag1,net_sent_change_lag2,P_neg_roll3_mean_lag1,P_neg_roll3_mean_lag2,P_neg_roll3_std_lag1,P_neg_roll3_std_lag2,P_neg_slope4_lag1,P_neg_slope4_lag2,net_sent_slope4_lag1,net_sent_slope4_lag2
2008,Canada,CAN,156,33213.0,25262.071135439153,109.04885594353689,104.445,1657.041,0.24120888378565586,145.63927725611464,3.891711378718545,443.592,483.4881,451.954,908.547,2.39,4.04,223.04684156335824,6.1371,169.07086445810046,0.7111408254117143,244.023,244.447,1.2246,1242.4157500000001,620.283,917.525,386.518,2255.326904296875,4.455684661865234,98.58535766601562,63.104957580566406,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.218354,0.298698,0.482947,18.0,-0.080344,0.09119900000000003,-0.04721000000000003,-0.138409,0.19924633333333333,0.007242314639211233,0.07179133333333333,0.029717605932061974,0.032545500000000005,-0.04431119999999998,0.265564,0.302182,0.207499,0.196291,0.526937,0.501528,0.058065,0.105891,0.011207999999999996,0.002341999999999983,-0.036617999999999984,0.056815000000000004,-0.047826,0.054473,0.16935266666666668,0.1761526666666667,0.04464569007567616,0.05178319845599854,0.02713850000000001,0.0014930999999999979,-0.030624700000000008,-0.002119399999999984
2009,Canada,CAN,156,33595.16108918943,24361.021416833475,104.65372922314867,103.609,1571.334,0.22799426577729484,146.0757815574922,-42.67539127723346,373.9842,367.2108,506.972,992.156,0.35,3.89083333333333,217.6226310808068,8.344,170.83704680570247,0.8330140583458961,229.536,259.125,1.0466,1268.50225,613.882,956.081,341.214,2181.93310546875,5.525597095489502,97.08304595947266,56.994781494140625,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.295136,0.278736,0.426128,18.0,0.016399,-0.019962000000000035,0.07678200000000002,0.096743,0.23416266666666666,0.056169491294948914,0.027870666666666672,0.09671939893492577,0.03385340000000001,-0.04068850000000001,0.218354,0.265564,0.298698,0.207499,0.482947,0.526937,-0.080344,0.058065,0.09119900000000003,0.011207999999999996,-0.04721000000000003,-0.036617999999999984,-0.138409,-0.047826,0.19924633333333333,0.16935266666666668,0.007242314639211233,0.04464569007567616,0.032545500000000005,0.02713850000000001,-0.04431119999999998,-0.030624700000000008
2010,Canada,CAN,156,33972.320069881614,24941.23562562982,106.6940878262535,107.4850637390628,1666.048,0.23926785196696948,148.66034649985934,-58.2150168438426,413.67,403.9667,550.28,1046.533,0.5975,3.6575,234.28069720633232,8.0555,173.62572694119999,0.8395317516594774,233.171,279.771,1.0009,1357.42,672.994,1047.18,339.554,2286.674072265625,5.560049533843994,97.25648498535156,57.79903030395508,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.295318,0.276357,0.428325,13.0,0.018961,-0.0023789999999999645,0.00018200000000001548,0.0025619999999999983,0.2616443333333333,0.04794171672284323,-0.0019599999999999978,0.07100741145119985,0.018661200000000024,-0.0020569000000000156,0.295136,0.218354,0.278736,0.298698,0.426128,0.482947,0.016399,-0.080344,-0.019962000000000035,0.09119900000000003,0.07678200000000002,-0.04721000000000003,0.096743,-0.138409,0.23416266666666666,0.19924633333333333,0.056169491294948914,0.007242314639211233,0.03385340000000001,0.032545500000000005,-0.04068850000000001,-0.04431119999999998
2011,Canada,CAN,156,34312.4634476942,25470.997020197392,108.97980486621168,108.86268915700984,1774.063,0.23974073276739843,152.95774411020514,-50.79167555140203,456.0449,456.6125,596.155,1113.83,0.921666666666667,3.21416666666667,249.78466038460317,7.5111,179.0196810455487,0.8177793009605633,249.029,275.572,1.021,1487.8113503423904,754.1424,1179.1994,377.019,2446.529052734375,4.9189348220825195,120.79976654052734,62.23024368286133,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.307815,0.2367,0.455485,22.0,0.071115,-0.039657000000000026,0.01249699999999998,0.052154,0.284597,0.012269619431751637,-0.014994666666666663,0.0566086785425461,-0.018837299999999984,0.0456939,0.295318,0.295136,0.276357,0.278736,0.428325,0.426128,0.018961,0.016399,-0.0023789999999999645,-0.019962000000000035,0.00018200000000001548,0.07678200000000002,0.0025619999999999983,0.096743,0.2616443333333333,0.23416266666666666,0.04794171672284323,0.056169491294948914,0.018661200000000024,0.03385340000000001,-0.0020569000000000156,-0.04068850000000001
2012,Canada,CAN,156,34679.6182113919,25645.574336158857,109.70261124904341,109.72873121111722,1827.201,0.24167583626760564,155.2972540061849,-64.27243689260132,474.8003,461.5112,645.79,1175.022,0.9725,2.33166666666667,259.2317230348579,7.2918,184.12263274081053,0.8540521814513018,255.67,275.829,0.9952,1590.9324896293133,856.6814671257857,1293.6384671257856,427.699,2555.39306640625,5.2693891525268555,122.5848388671875,62.63121032714844,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.276815,0.244625,0.47856,22.0,0.03219,0.007925000000000015,-0.031000000000000028,-0.038924999999999994,0.26393099999999997,0.02361271756914085,0.03549166666666667,0.03087729536946725,-0.014198999999999991,0.009952700000000004,0.307815,0.295318,0.2367,0.276357,0.455485,0.428325,0.071115,0.018961,-0.039657000000000026,-0.0023789999999999645,0.01249699999999998,0.00018200000000001548,0.052154,0.0025619999999999983,0.284597,0.2616443333333333,0.012269619431751637,0.04794171672284323,-0.018837299999999984,0.018661200000000024,0.0456939,-0.0020569000000000156
2013,Canada,CAN,156,35048.773818488495,25966.337119654458,111.07785834589582,111.42851003060683,1902.247,0.23740077042586247,156.7331234186111,-61.82916868517761,487.3701,479.2247,705.3,1256.092,0.969166666666666,2.71833333333333,265.90138582645125,7.0736,188.88623483849162,0.8612908838862671,265.095,276.764,1.064,1678.8342132399878,870.9131955185967,1321.7301955185967,461.635,2613.2099609375,5.441660404205322,120.93208312988281,61.29339599609375,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.333926,0.210465,0.455608,22.0,0.123461,-0.034159999999999996,0.05711100000000002,0.09127099999999999,0.25256066666666666,0.02098572172533849,0.04075533333333334,0.027111503653123415,-0.018975099999999974,0.027457499999999996,0.276815,0.307815,0.244625,0.2367,0.47856,0.455485,0.03219,0.071115,0.007925000000000015,-0.039657000000000026,-0.031000000000000028,0.01249699999999998,-0.038924999999999994,0.052154,0.26393099999999997,0.284597,0.02361271756914085,0.012269619431751637,-0.014198999999999991,-0.018837299999999984,0.009952700000000004,0.0456939
2014,Canada,CAN,156,35406.924786891155,26441.103335942946,113.12283072232152,113.15796819788038,1994.898,0.23659189466813074,159.74270570705642,-48.56955975217181,524.6607,529.3336,753.656,1315.913,0.910833333333333,2.59833333333333,280.06705343984714,6.9141,194.88694332601776,0.8557941308277416,278.597,270.957,1.1599,1776.1965043222615,891.5427164089059,1352.7447164089058,518.101,2851.499267578125,5.378974437713623,122.19088745117188,63.46890640258789,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.292523,0.2029,0.504577,17.0,0.089622,-0.007565000000000016,-0.04140300000000002,-0.03383900000000001,0.23059666666666667,0.017879161287189572,0.07558866666666667,0.04579966299366544,-0.013556000000000002,0.014679200000000003,0.333926,0.276815,0.210465,0.244625,0.455608,0.47856,0.123461,0.03219,-0.034159999999999996,0.007925000000000015,0.05711100000000002,-0.031000000000000028,0.09127099999999999,-0.038924999999999994,0.25256066666666666,0.26393099999999997,0.02098572172533849,0.02361271756914085,-0.018975099999999974,-0.014198999999999991,0.027457499999999996,0.009952700000000004
2015,Canada,CAN,156,35693.045392933505,26402.305924722383,113.02182810850596,114.92348445951302,1990.441,0.23478961549114896,161.52956542029793,-75.69859974871379,548.7067,524.0461,815.904,1395.35,0.503333333333333,2.02333333333334,295.11807527908024,6.9065,198.4344404216822,0.911923036151285,290.921,282.998,1.384,1906.6763456596775,979.547838782566,1444.062838782566,592.729,3120.621337890625,5.522345066070557,121.47589874267578,65.48077392578125,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.29087,0.242822,0.466308,17.0,0.048048,0.03992200000000001,-0.00165299999999996,-0.04157399999999999,0.21933,0.022230273839968825,0.08175766666666666,0.046140921797611804,-0.001297400000000021,0.001373500000000003,0.292523,0.333926,0.2029,0.210465,0.504577,0.455608,0.089622,0.123461,-0.007565000000000016,-0.034159999999999996,-0.04140300000000002,0.05711100000000002,-0.03383900000000001,0.09127099999999999,0.23059666666666667,0.25256066666666666,0.017879161287189572,0.02098572172533849,-0.013556000000000002,-0.018975099999999974,0.014679200000000003,0.027457499999999996
2016,Canada,CAN,156,36067.203108527356,26389.803801027017,112.86829627720047,116.02036606418667,2025.535,0.23208922,163.84865406241207,-63.45946652873121,547.341,522.3009000000001,895.146,1515.7,0.5,1.80416666666667,324.3347647317092,6.9989,196.5003819650646,0.9173260397870192,296.241,298.754,1.3427,1998.8838913165337,1059.1155307381998,1527.8745307381998,623.88,3203.765869140625,5.717219829559326,117.0716323852539,63.93707275390625,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.240833,0.282778,0.476389,24.0,-0.041946,0.039955999999999964,-0.050037000000000026,-0.08999399999999999,0.21872900000000003,0.021205230321786225,0.08704366666666667,0.03777255610007522,0.02568609999999998,-0.0537795,0.29087,0.292523,0.242822,0.2029,0.466308,0.504577,0.048048,0.089622,0.03992200000000001,-0.007565000000000016,-0.00165299999999996,-0.04140300000000002,-0.04157399999999999,-0.03383900000000001,0.21933,0.23059666666666667,0.022230273839968825,0.017879161287189572,-0.001297400000000021,-0.013556000000000002,0.001373500000000003,0.014679200000000003
2017,Canada,CAN,156,36510.38992138317,26862.50104274103,114.91247043102128,118.8552760560259,2140.641,0.2299245242,166.47533784087707,-58.00301964263396,575.0243,550.5246999999999,961.536,1604.356,0.7100000000000001,2.180833333,363.8805868191059,6.3397,201.40249769044667,0.8884123961000466,315.573,318.404,1.2545,2118.6385237063537,1076.0491460934672,1557.1481460934672,670.388,3396.023193359375,5.826380729675293,119.2472915649414,64.17798614501953,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.284654,0.186566,0.528781,24.0,0.098088,-0.09621199999999996,0.04382100000000003,0.140034,0.24283333333333332,0.0399390012060059,0.031908,0.06725257880557436,-0.0009045999999999978,-0.006459600000000002,0.240833,0.29087,0.282778,0.242822,0.476389,0.466308,-0.041946,0.048048,0.039955999999999964,0.03992200000000001,-0.050037000000000026,-0.00165299999999996,-0.08999399999999999,-0.04157399999999999,0.21872900000000003,0.21933,0.021205230321786225,0.022230273839968825,0.02568609999999998,-0.001297400000000021,-0.0537795,0.001373500000000003
2018,Canada,CAN,156,37018.604144703146,27137.2663834969,116.05338104415189,120.15766349732249,2231.168,0.22560156832654465,170.25094872324865,-56.13317438958968,607.3434,587.5121,1004.057,1688.026,1.4016666666666666,2.325,378.59425868552705,5.8308,208.3562885541131,0.8883185847054099,340.531,333.778,1.3641,2255.5910083744056,1121.4577111343228,1611.8427111343228,762.885,3648.478271484375,5.637668030545271,119.82662657965552,66.00086248066299,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.24678,0.157688,0.595532,26.0,0.089093,-0.028878000000000015,-0.03787400000000002,-0.008994999999999989,0.2373886666666667,0.048335577676628,0.03473,0.07096060267500545,-0.035161399999999954,0.026316899999999994,0.284654,0.240833,0.186566,0.282778,0.528781,0.476389,0.098088,-0.041946,-0.09621199999999996,0.039955999999999964,0.04382100000000003,-0.050037000000000026,0.140034,-0.08999399999999999,0.24283333333333332,0.21872900000000003,0.0399390012060059,0.021205230321786225,-0.0009045999999999978,0.02568609999999998,-0.006459600000000002,-0.0537795
2019,Canada,CAN,156,37549.828067110444,27251.07653688964,116.55265562118551,120.43116171415164,2310.712,0.2228365109974761,173.56960602350765,-46.27327167377434,613.5274000000001,598.1667,1078.238,1818.013,1.655833333333333,1.725833333,383.02549056678396,5.6626,213.13871408168126,0.8682055574212624,344.181,353.056,1.3059,2373.7566914804306,1176.7081858788674,1672.1241858788674,813.393,3881.32470703125,5.704767960103065,119.61533129823383,66.02886727763769,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.226816,0.400296,0.372888,15.0,-0.173481,0.242608,-0.01996400000000001,-0.262574,0.20901066666666668,0.06549579621115642,0.048411666666666665,0.07838117408111035,0.032367599999999976,-0.04035999999999997,0.24678,0.284654,0.157688,0.186566,0.595532,0.528781,0.089093,0.098088,-0.028878000000000015,-0.09621199999999996,-0.03787400000000002,0.04382100000000003,-0.008994999999999989,0.140034,0.2373886666666667,0.24283333333333332,0.048335577676628,0.0399390012060059,-0.035161399999999954,-0.0009045999999999978,0.026316899999999994,-0.006459600000000002
2020,Canada,CAN,156,37989.01319316845,25505.010962201755,109.16432855215012,112.06235200356213,2204.905,0.2297509416505473,174.81410251110478,-37.55973837315849,561.1588,524.1049,1390.49,2141.864,0.4191666666666667,1.075833333,405.50443619317105,9.46,220.05116546284773,1.17459527734755,336.656,575.15,1.2856,2480.07639600897,1365.6796072002887,1834.7146072002888,831.638,4176.11865234375,5.431318683641572,107.25259187858418,64.56690343747583,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,,,,,,,,,,,,,,,,,,,,0.235684,0.270694,0.493623,21.0,-0.03501,-0.129602,0.008868000000000015,0.138471,0.24818333333333334,0.13252238392563478,0.004566666666666663,0.15425937965107123,0.04949919999999999,-0.06618679999999999,0.226816,0.24678,0.400296,0.157688,0.372888,0.595532,-0.173481,0.089093,0.242608,-0.028878000000000015,-0.01996400000000001,-0.03787400000000002,-0.262574,-0.008994999999999989,0.20901066666666668,0.2373886666666667,0.06549579621115642,0.048335577676628,0.032367599999999976,-0.035161399999999954,-0.04035999999999997,0.026316899999999994
1997,Switzerland,CHE,146,7193.761,21071.98968160869,90.31421856882218,90.07,428309.62,0.254831105010734,118.38488195809707,36843.35022264331,103088.0,105133.0,184761.0,470952.7,1.0,3.08,81.14650944619446,4.2042,122.1771802824874,0.53592,39802.43,43734.18,1.4553,608902.0,478961.0,422629.0,186273.0,312360.4375,4.6780595779418945,103.99427032470703,64.83604431152344,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.5518854260444641,0.008283421397209167,0.08880503475666046,0.009999999776482582,,,-0.04540642350912094,0.05368984490633011,0.056243669241666794,0.5329356789588928,0.01236175000667572,,,,0.030799999833106995,0.01894976757466793,0.2543172836303711,0.28431209921836853,0.04940251633524895,0.131788,0.137297,0.730915,1.0,-0.005509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Switzerland,CHE,146,7207.995,21603.490531624364,92.51857381561234,91.85,440568.64,0.2655404236742209,118.40679839963218,34679.924105400794,106866.0,109113.0,194534.0,472944.2,0.875,3.04416666666667,80.06345768089635,3.5974,122.63640558096924,0.55839,45263.38,47336.95,1.3765,615922.0,496419.0,426224.0,189698.0,318103.78125,4.144093036651611,107.09935760498047,70.26447296142578,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.15365493297576904,0.04281175136566162,0.11432509124279022,0.008750000037252903,,,-0.013431916013360023,0.056243669241666794,0.057009413838386536,0.1398857831954956,0.01207941584289074,,,,0.02710000053048134,0.01376915443688631,0.0964963361620903,0.10154280066490173,0.061537545174360275,0.062754,0.03379,0.903456,1.0,0.028964,-0.103507,-0.06903399999999998,0.034473000000000004,,,,,,,0.131788,,0.137297,,0.730915,,-0.005509,,,,,,,,,,,,,,,
1999,Switzerland,CHE,146,7232.809,21828.104743186803,93.41308292448247,93.65,448437.47,0.2690167199796259,119.36338661251831,45241.91899278894,113416.0,114446.0,206942.0,477466.6,1.09375,3.04,80.16184759478612,3.1454,125.11693132289557,0.52576,44371.27,52927.82,1.5996,635207.0,507665.0,429097.0,206110.0,345625.0,4.188290596008301,111.11099243164062,72.96273040771484,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.11690592765808105,0.05864667892456055,-0.05112598463892937,0.010937499813735485,,,0.0012490631779655814,0.057397615164518356,0.05732601135969162,0.10206537693738937,0.013466130010783672,,,,0.03620000183582306,0.014840555377304554,0.07842838764190674,0.09098593145608902,-0.020094241946935654,0.141593,0.04307,0.815337,3.0,0.098523,0.009279999999999997,0.07883899999999999,0.069559,0.0855435,0.07319050160027597,0.0117275,0.024376092067843854,,,0.062754,0.131788,0.03379,0.137297,0.903456,0.730915,0.028964,-0.005509,-0.103507,,-0.06903399999999998,,0.034473000000000004,,,,,,,,,
2000,Switzerland,CHE,146,7266.92,22521.381194342735,96.31870303189758,95.47,472595.74,0.2709352027411949,121.22757334544735,48605.45258001442,139402.17,136014.91,202840.0,472051.1,3.5,3.92583333333333,81.36083166172175,2.6661,128.24427102755246,0.52109,52529.52,55730.47,1.6365,644457.0,512262.0,449330.0,195127.0,350151.0,5.571674346923828,112.46084594726562,70.93026733398438,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.11910942941904068,0.07316728681325912,0.0467250794172287,0.03500000014901161,,,0.014970059506595135,0.058197226375341415,0.057338859885931015,0.10154874622821808,0.015941813588142395,,,,0.03550000116229057,0.01756068505346775,0.09328470379114151,0.09946659207344055,0.040862537920475006,0.146488,0.106382,0.74713,2.0,0.040105,0.06331200000000001,0.0048950000000000105,-0.058418,0.07138566666666667,0.05726916706512618,0.04065933333333333,0.05299292285138962,-0.008346500000000008,0.0206401,0.141593,0.062754,0.04307,0.03379,0.815337,0.903456,0.098523,0.028964,0.009279999999999997,-0.103507,0.07883899999999999,-0.06903399999999998,0.069559,0.034473000000000004,0.0855435,,0.07319050160027597,,,,,
2001,Switzerland,CHE,146,7311.237,22692.35686926238,96.84094331103549,97.04,484723.49,0.2635939489809033,122.42782082010638,32942.06727037861,141889.28,138491.67,220247.0,498211.9,1.65,3.38333333333333,84.87007192378977,2.4898,135.96855646478423,0.5094299999999999,48889.62,51909.58,1.6773,660809.0,526963.0,468407.0,192402.0,351496.0,5.465127944946289,110.76954650878906,71.22478485107422,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.2202742099761963,0.10208272933959961,0.038154486566782,0.016499999910593033,,,0.04314159229397774,0.05894114077091217,0.05650348961353302,-0.22930490970611572,0.011717588640749454,,,,0.035599999129772186,0.009030687622725964,-0.05519324541091919,-0.066214419901371,0.027327243238687515,0.216306,0.285452,0.498241,3.0,-0.069147,0.17906999999999998,0.06981799999999999,-0.109252,0.06108066666666667,0.039505540134686594,0.055864000000000004,0.03736138622963553,0.0818298,-0.03527509999999998,0.146488,0.141593,0.106382,0.04307,0.74713,0.815337,0.040105,0.098523,0.06331200000000001,0.009279999999999997,0.0048950000000000105,0.07883899999999999,-0.058418,0.069559,0.07138566666666667,0.0855435,0.05726916706512618,0.07319050160027597,-0.008346500000000008,,0.0206401,
2002,Switzerland,CHE,146,7361.757,22621.667640612588,96.600948072082,96.45,483439.96,0.2645380967200294,123.21294510804123,30514.478612906427,135893.93,142922.61,240382.0,519280.2,0.44,3.2,91.44312834163418,2.9237,138.01218253836754,0.57508,48529.75,59216.23,1.3868,665687.0,545733.0,486874.0,178813.0,346250.0,5.317655086517334,108.23404693603516,70.72901153564453,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.25951531529426575,0.13451944291591644,0.13740773499011993,0.004399999976158142,,,0.07741251587867737,0.057106927037239075,0.05300377309322357,-0.2721998989582062,0.017428698018193245,,,,0.024000000208616257,0.01268460787832737,-0.02292713336646557,-0.038942426443099976,0.07090386748313904,0.18353,0.231629,0.584841,11.0,-0.048099,-0.05382299999999998,-0.032776,0.021047999999999997,0.144968,0.125713635012277,0.023160333333333335,0.08510962649038786,0.0744747,-0.0549118,0.216306,0.146488,0.285452,0.106382,0.498241,0.74713,-0.069147,0.040105,0.17906999999999998,0.06331200000000001,0.06981799999999999,0.0048950000000000105,-0.109252,-0.058418,0.06108066666666667,0.07138566666666667,0.039505540134686594,0.05726916706512618,0.0818298,-0.008346500000000008,-0.03527509999999998,0.0206401
2003,Switzerland,CHE,146,7408.319,22516.4820417724,95.79891794702006,96.73,488937.34,0.2580872759028632,123.99678019353284,49642.89034734779,134986.73,141157.51,290522.0,557415.3,0.09,2.66083333333333,97.20542136052659,4.1158,138.90631815388917,0.56681,49356.62,52118.1,1.2369,675572.0,578713.0,507258.0,168314.0,356280.0,5.3925580978393555,105.27962493896484,69.21998596191406,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.22063781321048737,0.11625801026821136,-0.0025380710139870644,0.0008999999845400453,,,0.06310148537158966,0.053156521171331406,0.050001360476017,0.1968478411436081,0.01987718790769577,,,,0.027799999341368675,0.023789970204234123,0.1434319168329239,0.1661926656961441,-0.0008190355147235096,0.196183,0.143477,0.66034,6.0,0.052706,-0.08815200000000001,0.012652999999999998,0.100805,0.207821,0.09187835366940354,-0.025713666666666666,0.05796401674602384,0.00574620000000001,0.005885099999999984,0.18353,0.216306,0.231629,0.285452,0.584841,0.498241,-0.048099,-0.069147,-0.05382299999999998,0.17906999999999998,-0.032776,0.06981799999999999,0.021047999999999997,-0.109252,0.144968,0.06108066666666667,0.125713635012277,0.039505540134686594,0.0744747,0.0818298,-0.0549118,-0.03527509999999998
2004,Switzerland,CHE,146,7450.867,22959.647174249545,97.67499326124342,97.68,504278.2,0.2644480140587414,124.98946607482978,58735.072270598095,143996.16,152756.51,276297.0,567029.0000000001,0.55,2.74,99.65220309508737,4.3157,138.5950853923828,0.57574,51128.23,53322.44,1.1316,695383.0,601118.0,534636.0,160747.0,350169.0,4.944190979003906,106.35272216796875,72.02745819091797,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.06890685111284256,0.0757242813706398,0.060954637825489044,0.005499999970197678,,,0.02510029822587967,0.05062398314476013,0.04938441887497902,0.05122796446084976,0.01681736670434475,,,,0.023800000548362732,0.017678886651992798,0.06684945523738861,0.07246226072311401,0.03322731703519821,0.311404,0.149134,0.539462,27.0,0.16227,0.005656999999999995,0.11522100000000002,0.109564,0.220186,0.07167588048290723,-0.021513333333333332,0.06513168703736555,-0.0497106,0.07950559999999998,0.196183,0.18353,0.143477,0.231629,0.66034,0.584841,0.052706,-0.048099,-0.08815200000000001,-0.05382299999999998,0.012652999999999998,-0.032776,0.100805,0.021047999999999997,0.207821,0.144968,0.09187835366940354,0.125713635012277,0.00574620000000001,0.0744747,0.005885099999999984,-0.0549118
2005,Switzerland,CHE,146,7489.37,23480.64036641517,100.0,98.95,523662.57,0.26423740274465274,126.4552892527968,64416.63764374849,157544.48,162991.13,290301.0,594872.0000000001,0.63,2.09583333333333,101.85949310126534,4.4367,142.1764278041214,0.5464,54130.72,53922.03,1.3143,718310.0,646199.0,557980.0,160330.0,361436.0,4.759636402130127,105.39884948730469,74.55120086669922,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.35608187317848206,0.07221613824367523,0.06502807885408401,0.006300000008195639,,,0.022177621722221375,0.05003851652145386,0.0489528588950634,0.329081267118454,0.020315231755375862,,,,0.019600000232458115,0.02700059488415718,0.19932125508785248,0.22323693335056305,0.035664040595293045,0.302646,0.212204,0.48515,26.0,0.090442,0.06307000000000001,-0.008757999999999988,-0.071828,0.1747466666666667,0.04934268229771596,0.055625666666666664,0.10521488668593114,-0.005261800000000011,0.0525187,0.311404,0.196183,0.149134,0.143477,0.539462,0.66034,0.16227,0.052706,0.005656999999999995,-0.08815200000000001,0.11522100000000002,0.012652999999999998,0.109564,0.100805,0.220186,0.207821,0.07167588048290723,0.09187835366940354,-0.0497106,0.00574620000000001,0.07950559999999998,0.005885099999999984
2006,Switzerland,CHE,146,7523.934,24262.435535186778,103.36429654397901,100.0,556438.83,0.2629071917358285,127.79992740109903,69001.46769652651,177148.14,185216.07,278368.0,610606.0000000001,1.94,2.5175,103.2842400713899,3.9999,144.6655479915,0.4825,58013.06,54824.67,1.2203,753474.0,666605.0,586937.0,166537.0,383944.0,4.384696960449219,107.41450500488281,76.72476959228516,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.20666758716106415,0.06389912962913513,-0.02138919197022915,0.01940000057220459,,,0.013940703123807907,0.049958426505327225,0.04927154630422592,0.18462201952934265,0.0186097864061594,,,,0.024900000542402267,0.02204556204378605,0.1282389909029007,0.14399094879627228,-0.0009945956990122795,0.346109,0.065203,0.588688,25.0,0.280906,-0.147001,0.043462999999999974,0.190464,0.16827166666666668,0.03815151171753659,0.101806,0.055658987558165264,-0.017175199999999988,0.0612772,0.302646,0.311404,0.212204,0.149134,0.48515,0.539462,0.090442,0.16227,0.06307000000000001,0.005656999999999995,-0.008757999999999988,0.11522100000000002,-0.071828,0.109564,0.1747466666666667,0.220186,0.04934268229771596,0.07167588048290723,-0.005261800000000011,-0.0497106,0.0525187,0.07950559999999998
2007,Switzerland,CHE,146,7554.661,25025.24076171636,106.5380585030628,100.31,592442.27,0.264665057913341,128.73846677977974,47684.95090184663,193216.29,206251.62,271171.0,624218.0000000001,2.0,2.9275,105.85992022027138,3.6519,148.73836446305657,0.44494999999999996,60480.9,64027.71,1.1255,786246.0,681341.0,591358.0,194888.0,446243.0,4.036149501800537,109.534912109375,77.96089172363281,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.0005397464265115559,0.07537088543176651,-0.01394559070467949,0.019999999552965164,,,0.024980634450912476,0.050390250980854034,0.04916214942932129,-0.020300408825278282,0.020170124247670174,,,,0.031099999323487282,0.01976066268980503,0.031509120017290115,0.03473569452762604,0.0030272044241428375,0.277667,0.197923,0.524409,25.0,0.079744,0.13272,-0.068442,-0.201162,0.14218033333333333,0.07374678711871677,0.17787266666666665,0.09618584214599013,-6.339999999998606e-05,-0.005711399999999994,0.346109,0.302646,0.065203,0.212204,0.588688,0.48515,0.280906,0.090442,-0.147001,0.06307000000000001,0.043462999999999974,-0.008757999999999988,0.190464,-0.071828,0.16827166666666668,0.1747466666666667,0.03815151171753659,0.04934268229771596,-0.017175199999999988,-0.005261800000000011,0.0612772,0.0525187
