tloans_gr,tmort_gr,money_gr,ca_gr,tloans_rgdp_gr,cpi,rgdpmad,net_sentiment_dm,P_pos_dm,P_neg_dm,net_sentiment_lag1_dm,P_pos_lag1_dm,P_neg_lag1_dm
0.18996094,-2.2888973,-0.54450876,-0.67632776,0.42586923,-0.8651954,-0.22650576,-0.07572409,-0.79664516,-1.1039407,-0.76707673,-0.3818021,-0.22490357
-1.1168257,-1.6514517,-0.2863598,-0.5211288,-0.6606194,-0.9536173,-0.21557175,-0.056944966,-0.82217246,0.4034128,-0.03907318,-0.4741327,-0.9276985
0.40624833,-3.228572,-0.11200523,-0.46155354,-0.5688575,-0.82435644,-0.22276892,-0.17010161,-0.7097802,-0.026272912,-0.9536742,0.5625497,-0.23985095
0.20292862,-3.040768,0.08476053,-0.30598214,0.45601118,-1.1112937,-0.24701631,-0.083770454,-0.7445828,0.024509978,-0.9896435,-0.63900506,-0.20232175
0.18709064,-3.3420827,0.10641628,0.6410056,0.698469,-0.44982177,-0.19673875,-0.18345492,-0.7079856,-1.2675699,-0.070213035,-0.2312403,0.10097734
0.14137949,-2.3832867,-0.5474006,-0.3681353,0.4057606,-0.3130287,-0.22010377,-0.16034292,-0.7353733,-0.025305893,-0.5303359,-0.68470776,-0.4853134
0.5809428,0.33760428,0.3011344,1.1093912,1.4586313,0.2375024,-0.07653901,0.10323832,0.93069994,0.87684387,-0.36913174,-0.185738,-0.08217839
-1.4887918,-0.092342675,-0.37673315,-0.6014255,-0.75679636,-0.01878195,-0.26331937,-0.012684057,-0.75450724,-1.3238796,-0.8997856,-0.47845706,-0.28105566
0.016936641,-0.35733825,0.14835124,-0.7168124,-1.6774902,-0.009139409,-0.24173793,0.053336155,-0.99523836,0.13405678,-0.6680842,-1.3900988,0.14512569
0.5897556,0.42686972,-0.44435725,-0.8210006,-0.84098375,0.45785195,-0.26061803,-0.020301118,-1.0553612,-0.049602173,-0.6876539,-1.647193,-0.1942384
-2.3762841,-0.52892,-0.08161361,-0.62289375,-1.0674889,0.78075176,-0.23348595,-0.029640185,-1.0314622,-0.04836768,-0.8462726,0.50997233,-0.40499306
-2.2695978,-0.06507077,-0.31702173,-0.45841855,-0.887991,0.7008578,-0.23063482,0.045797687,0.35143784,-0.019140577,-0.976103,-0.5228668,-0.48597118
0.07596796,-0.44759378,-0.4199821,-1.0312747,-0.950585,0.83401674,-0.20471862,-0.065064505,-1.1997342,0.1658745,0.21279003,0.1995472,0.22873443
0.052923642,-0.5243216,-0.45077106,-0.38237068,-0.8830439,0.55905646,-0.35504332,-0.05000351,-0.9263071,-1.9692799,0.35848242,0.2819566,-0.3648166
-0.08139348,-0.23608169,-0.04977017,-0.7475313,-1.550708,0.81688946,-0.27800518,-0.057593916,-1.1024563,0.115173675,-0.4695569,-1.3506994,-0.5686995
0.31939897,-0.73626024,0.075414844,-1.1186101,-1.2531997,0.6957457,-0.28274778,-0.06909026,-1.1465489,0.11711208,-0.01513088,0.17160916,-0.3800239
0.42660865,-0.3207535,-0.051940203,-0.75454617,-1.3280668,0.5222155,-0.4117847,0.025799822,-1.0747075,-2.0688865,0.01435325,-0.590017,-0.3655119
0.42928654,-0.80214196,-0.029866768,-0.55115163,-1.1802069,-0.5938586,-0.5199419,-0.087049976,-0.9724192,-1.3219227,0.10969578,0.2276569,-0.79376066
0.34051272,0.35765243,-1.1455421,0.69406617,0.8874277,-0.6027047,-0.42766017,-0.06251505,-1.2593848,-1.2228565,-0.025196247,-0.27062678,0.20946161
0.36891985,-0.31024042,-0.47473285,0.6713579,-1.0210423,-1.171191,-0.19578224,-0.14173232,-1.0520079,0.6663699,-0.38914478,-1.3282353,-0.01773116
0.4116839,0.14364159,0.1716042,-0.52334535,0.69594246,-1.3302351,-0.21823266,-0.023522358,-1.2599447,-0.03238971,-0.9980744,0.25809887,-0.20755519
0.27642202,-3.7657855,-0.045324333,-0.23619393,0.5298553,-0.9114033,-0.1364449,-0.042308036,-1.0643702,0.682304,0.34570816,0.09603668,-0.048255455
0.24261482,-3.728231,0.0015436597,-0.65851605,0.22630331,-0.13786308,-0.15386024,0.06376243,-0.054204743,-0.088798545,-0.8147692,0.25129116,-0.23019958
0.21025755,-2.993552,-0.024440994,-0.40952978,-0.43316132,-0.20598327,-0.26825035,0.018329225,0.40689778,-1.6862991,0.25338307,0.20000839,-0.1402975
0.19569393,-3.275964,-0.031885155,-0.4742175,0.57989764,-0.49847746,-0.20338577,-0.081611544,-0.51924723,-1.5237708,0.186783,0.15236446,0.23026313
0.22410265,-3.0302434,0.1307126,-0.63095874,0.54233307,-0.04432415,-0.15433031,-0.09005773,-0.4608035,0.042441495,-0.064895004,-0.6880387,-0.9876016
0.19161414,-3.3678598,0.097269796,-0.57325155,0.6916912,-0.03787308,-0.1375086,-0.101969615,-0.47311416,-1.2675835,-0.5056921,-0.4201412,-0.33806726
0.56442255,0.28535298,0.21968554,-0.35161605,1.46235,1.0520397,0.35128623,-0.013821967,1.0193778,0.47453326,0.3211785,-0.26677138,0.4299413
0.061133977,-0.22416866,-0.49848706,-0.73226833,-1.1407603,0.59518516,-0.12068094,-0.45191136,-0.71131474,0.59095895,-0.65985334,-0.692202,-0.22763821
-2.102671,0.2249986,-0.38630065,-0.59890497,-0.7494194,-0.50244486,-0.352338,-0.17175627,-0.58204633,0.54764664,-1.0039806,-1.1477406,-0.0852751
-2.1141326,0.13881585,-0.44605002,-0.44439766,-1.4540827,-0.7452657,-0.32353193,-0.03296162,0.020060714,0.5219151,-1.0497314,-0.91845566,-0.12939094
-2.2967305,0.1493823,-0.3812924,-0.55214447,-1.3341358,-0.74136424,-0.29669538,-0.031878304,-0.5653381,0.16685198,-1.0381229,-0.68501127,-0.22495134
-1.8078082,0.16730595,-0.092247985,-0.5018725,-1.9056652,-0.5265808,-0.33254972,-0.056289047,-0.7739001,-0.8449826,-0.5739002,-0.4417196,-0.3792273
-1.650547,0.15466139,-0.45318672,-0.7269225,-1.3814143,-0.5825867,-0.36220926,-0.09409334,0.42564398,-0.78782797,-0.5934304,-0.6949281,0.20513573
-2.0650477,0.16398248,-0.45628038,-0.5359813,-1.3349681,-0.80794793,0.17580391,-0.11282651,0.09060411,0.022784276,-0.013561952,-0.49819803,-0.74307156
-1.5987962,-0.091072425,-0.43824527,-0.5644027,-1.2377951,-0.5360989,-0.60005665,-0.016062014,0.5978694,-0.9765825,-0.8085755,-0.4516437,-0.4358645
-0.01620479,-0.16033933,-0.06793568,-0.6405763,-1.4795775,-0.6510434,-0.8184438,-0.0661739,-0.63071877,-1.0552951,0.16380589,-0.5899933,-0.81306815
-1.4024587,-0.04178887,-0.08116728,-0.77273494,-1.4337641,-0.5916571,-0.60128284,0.051933195,0.31219572,-0.7816991,-0.026097871,-0.53517216,-0.7048765
-0.035081435,-0.18069008,-0.37246245,-0.741,-0.9708329,-0.62541264,-0.85727197,0.04347525,-1.05961,-1.0461224,0.18083794,-0.52479994,-0.7880412
-1.3197724,-0.17295685,-0.36638004,-0.60352653,-0.7873939,-0.61450416,-0.65143067,0.044462595,-0.82540107,-0.89581144,0.117545776,-0.49788687,-0.7119624
0.0011321069,0.27007565,-1.1829556,-0.80505204,0.7572111,-0.64090765,-0.34831342,0.0142984735,-1.1425097,-1.2240678,0.11234924,-0.354973,-0.78894997
0.20027758,-3.0559175,0.10480337,-0.6259527,0.42626518,-0.3234194,0.18605241,-0.08362675,-0.63766307,-1.5043559,-0.7841127,0.106873654,-0.26102486
0.16026974,-2.0092456,0.055675406,-0.83773005,-0.5156904,-0.1982298,-0.38585117,0.020616714,0.14682612,-1.1642038,0.04129062,-0.61795133,-0.4128285
0.41607854,-3.0532486,0.064688385,0.3234869,-0.4782153,0.8032248,-0.3979246,-0.18380491,0.104770355,0.2920559,0.034220256,0.11753216,-0.67834747
0.29434323,-2.971969,-0.51424915,-0.68107134,0.43093157,-0.7096548,-0.7405113,0.009448006,0.47296226,0.55808616,-0.90661407,-0.46072093,-0.2092148
-1.7474288,0.5568535,-0.33997127,-0.8692429,-0.85752183,-0.5535482,-0.5526458,0.01878919,0.019295212,-0.99421906,-0.5269239,-0.45598292,-0.35726973
-2.1304343,-0.39855096,-0.39012635,0.17498565,-1.2973989,-0.77116185,-0.5383301,0.033531666,-0.8474832,0.1286609,0.05672396,0.030575112,0.08904065
-1.8834251,0.8249851,-0.039929856,-0.37622678,-1.3014994,-0.7371197,-0.4789774,-0.05314407,-0.7182413,-0.04719637,-0.9813522,-0.8133387,-0.33496988
-1.9028438,0.78446245,-0.40271732,-0.513405,-0.89820147,-0.7352049,-0.50488245,-0.020579083,-0.66846234,-0.029727057,-1.0154946,-0.7822981,-0.34003875
-1.9889638,0.8432945,-0.1150502,0.8516585,-1.559564,-0.54409415,-0.38086796,-0.11783345,-0.7563705,0.415872,-0.43237588,-0.771769,-0.2635691
-2.01655,0.8009161,-0.35678053,-0.19965014,-0.94778943,-0.71758574,-0.3615204,-0.052166715,-0.5856398,-0.061722472,-0.9755505,-0.7803306,-0.25638402
-1.686033,0.17307276,-0.40471002,-0.31284845,-1.1519922,-0.53841656,-0.41045967,-0.04834758,-0.626587,-1.1550411,0.10241001,-0.5207859,-0.27576748
-1.740991,0.1887615,-0.049975034,0.63612,-1.6324433,-0.5833398,-0.4486074,-0.0366601,-0.9383783,-0.574448,-0.035241593,-0.45974642,-0.26172668
-1.7468066,0.23765785,-0.3214806,-0.39458928,-1.2276307,-0.6274356,-0.44160458,-0.07235408,-0.59430677,-1.0841055,0.19259207,0.44352415,-0.69313323
-1.9163629,0.84602946,-0.31534642,-0.18488339,-0.8388682,-0.8191301,-0.38984418,-0.112499416,-0.6900902,0.046352092,0.010415193,-0.56159246,-0.89761776
0.251614,-3.596347,0.020332588,-0.5641571,0.43742755,-0.056479458,0.019744586,0.06376243,0.0656612,-0.063817,-0.97853166,-0.42320263,-0.22078697
0.4201827,-0.03902985,-1.0890983,-0.58969015,0.632762,0.12056525,0.2806186,-0.036214113,-0.961235,-2.0432146,0.22622408,0.2201561,-0.15432736
0.34942776,-0.3531324,-0.118613265,-0.39370605,-1.4020563,0.42694107,-0.044014085,-0.46815923,-1.0601355,0.16143937,-0.065935954,-1.4059079,-1.4389583
0.29784936,-3.1537156,-0.5408927,0.90265393,0.5604387,-0.37976235,0.37778658,-0.16958944,0.16379228,-0.11223483,-0.3444944,-0.25330833,-0.37528977
0.37922862,-2.5678694,0.050946414,-0.5299018,-0.74593014,-0.17397013,0.3343841,-0.021426268,-0.86601233,-1.0197041,-0.8172119,-0.5129873,-0.34993836
0.27051428,-3.5040789,0.10491414,0.53100526,0.5628472,-0.37253153,0.36215472,-0.10414558,-1.1851531,0.37965667,0.004414982,0.052825134,-0.6562018
0.29998493,-3.9207518,-0.061996296,-0.68757915,0.5478918,-0.66464216,-0.25837517,-0.041458767,0.82835263,-0.053479794,-0.6667035,0.23127106,-0.4107431
0.21653478,-3.2868688,-0.04649119,-0.5241501,0.6844628,-0.45464504,-0.2296428,-0.0700337,-0.5674323,-1.0562949,-0.78377146,-0.30259204,-0.33566073
0.54422945,0.5447665,0.26275688,1.9671075,1.5879493,-0.21345723,0.67697513,0.006628637,0.38866168,-0.22071925,0.120700575,-0.3628464,-0.32547063
-1.7300011,-0.29356912,0.03291268,-0.562658,-1.0107174,-0.3087489,0.29440483,0.004454733,-0.8845044,-0.83150285,0.18470353,-0.48037076,-0.71479666
0.37675348,-2.440327,-0.27742958,-0.7296619,-0.6595072,-0.19899645,0.38356003,-0.08936798,0.1274199,-0.9188853,0.10251575,-0.4485426,-0.40297577
-1.1560774,-1.4768474,-0.21755992,-0.49020725,-0.97446734,-0.30531824,0.20541124,-0.027814474,-0.5904063,-0.742474,-0.083292924,-0.41168413,-0.6734482
-2.2115846,0.8741694,-0.14291063,-0.59599453,-1.5115647,-0.34580678,0.20999086,-0.1756436,0.47851697,0.20926295,-0.026668351,-0.68061393,-1.0299681
-2.0973852,0.76115894,-0.3527477,-0.28061303,-0.98975635,-0.3679539,0.04926593,-0.03051591,-0.6254661,-0.9406253,-0.85924166,-0.47305232,-0.2660635
-2.5461698,0.91491663,-0.46776,-1.0134581,-0.78308535,-0.60163414,0.0018095518,-0.012553353,-0.9140838,0.31555265,-0.0098724915,-0.6895054,0.037526477
-1.9417423,0.7737982,-0.35259718,-0.6003921,-0.95198363,-0.26149878,0.23095353,0.020746274,-0.69054663,-0.87099624,-0.85924166,-0.6895319,-0.32369447
-2.3750567,0.24586439,-0.12410817,-0.6665177,-1.9239782,-0.5713733,0.23396562,-0.11209089,0.052366912,-0.05510647,0.15954182,0.08477863,-0.5028078
-2.49883,0.16208687,-0.47189516,-0.52631074,-1.4911103,-0.4898401,0.20743735,-0.05961342,0.5374461,-0.08191626,-0.9476138,-0.59985465,-0.42403278
-1.9213423,0.15507981,-0.3881594,-0.6077454,-1.3938558,-0.2950044,0.23226888,-0.056289047,-0.8126459,-0.85725427,-0.81030047,-0.4772411,-0.36176842
-2.1690857,0.8481047,-0.11029584,-0.7047094,-1.4852923,-0.56759876,0.16943246,-0.030637963,-0.5686698,0.022241684,-0.68151045,-0.8669844,0.09285918
-0.23424986,-3.3218164,-0.08546506,-0.6143479,0.59554076,-0.5430262,0.025007758,-0.098492905,-0.98994124,-0.14033814,-0.83487314,-0.49515134,-0.26604652
-1.8306818,0.13178548,-0.39715853,-0.54021853,-1.2890116,-0.733966,-0.18145986,-0.17175627,-0.62398535,0.49374735,-0.9658136,-0.9397399,0.064989775
-1.9536772,0.14192495,-0.43662164,-0.57162046,-1.3836703,-0.9550283,-0.18710193,-0.013674261,0.02602189,0.53778523,-0.91563183,-0.9181272,-0.09599487
-2.1012437,0.14298683,-0.4241939,-0.54177475,-1.3549995,-0.7535119,-0.21517517,-0.17175627,-0.74980605,0.5365495,-1.0381229,-0.632552,-0.06956643
-1.8229133,0.1234159,-0.46165875,-0.744403,-1.4145067,-0.733966,-0.22104734,-0.17175627,-0.6864052,0.5112995,-0.60920155,-0.8951923,0.030411895
-1.8608057,0.13021228,-0.34434745,-0.8289814,-1.1870216,-0.94977725,-0.22115424,-0.06329776,-0.9772545,0.12117052,-0.6479994,-0.8956676,-0.13594352
-1.6422031,-0.08577203,-0.32101986,-1.178077,-1.0837585,-0.7701287,-0.25328976,0.020746274,0.1947715,-1.3072774,-0.021709174,0.31908998,-0.24707067
-1.4932399,-0.13985601,-0.31834456,-0.43073845,-1.1346827,-0.9523026,-0.22346547,0.04641968,0.11032284,-0.92756474,0.1334449,0.13383663,-0.7416258
-1.4948462,-0.09142849,-0.31834456,-0.65820706,-1.1768688,-0.9523026,-0.22346547,0.04641968,0.12512898,-0.87318575,0.13848281,0.12943706,-0.66420555
-1.6150088,0.3025599,-0.31558076,-0.8697523,-1.3123223,-0.9523026,-0.25317532,0.04641968,0.15033472,-0.87240505,0.113748625,0.19637027,-0.4132545
-1.4894074,0.36278537,-0.34676522,-0.49742246,-0.41022196,-0.9213835,-0.24071206,-0.060116254,-0.6853587,-0.8935006,0.12403351,0.49371383,-0.77062154
-1.2307636,0.20667854,-0.3860514,-0.4391302,-0.66927356,-0.90935266,-0.26079637,-0.0565745,-0.8255893,-0.6946938,-0.46739796,-1.0479538,-0.34041724
-1.3882483,0.16792196,-0.40605205,-0.73172426,-1.2703396,-0.94054604,-0.22977345,-0.06252153,0.7505637,-0.754181,-0.088432886,-0.67889875,-0.36609215
-1.4340526,0.17775154,-0.3670281,-0.5638682,-1.1825233,-0.94193435,-0.25784668,-0.06252153,-0.58943313,-0.87137854,-0.05527546,-0.494009,-0.71498275
-1.4041668,0.17427054,-0.39561477,-0.73567516,-1.2178345,-0.9390564,-0.29676768,0.018798225,0.52893025,-0.79843354,-0.052831702,-0.6181718,-0.7135125
-1.4597552,0.23088735,-0.38119948,-0.4714552,-1.1140573,-0.9490247,-0.2585987,0.04641968,0.14427736,-0.86303186,0.14832196,-0.47585353,-0.7354292
-1.5349371,0.35741746,-0.3470735,-0.5623875,-0.39025795,-0.96643066,-0.24205908,0.04641968,-0.8504951,-0.9263042,0.12743661,0.4600363,-0.7455945
-1.6132393,-0.17155096,-0.3814724,0.5041369,-1.4386598,-0.95463884,-0.25094637,-0.036817152,-0.9940097,-0.7232731,0.043749984,0.05214655,-0.3407879
0.001888922,-0.5629375,-0.4063904,-0.94651526,-0.7696146,-1.1664567,-0.34597206,0.04190289,-1.123102,-1.313724,0.10923912,0.43993023,-0.5707223
-1.2488412,-0.09425153,-0.38119948,-0.6846704,-1.2456142,-0.95964175,-0.13572904,0.04641968,-0.9883011,-0.87272847,0.13606459,-0.4141783,-0.658009
0.24971424,-3.1741896,0.18343869,-0.692264,0.6240266,-1.1423469,-0.13617536,-0.097219974,0.15458593,-0.11162244,-0.6305408,-0.5867542,-0.2724392
0.25377887,-3.0471048,-0.5046906,-0.67378896,0.4825981,-0.2728501,-0.2099126,-0.43568653,-0.6549279,0.05577935,-0.9338584,-0.35204864,-0.2524218
0.2940877,-3.1898239,-0.559931,0.82710344,0.5711705,0.15815772,-0.2154052,-0.19586997,-1.0825156,0.57790786,-0.3122043,-0.31170413,-0.15079755
0.29710197,-3.9196973,-0.111372314,-0.29242736,0.46145967,0.58737767,-0.2876475,-0.10232426,0.8087905,-0.047624685,-1.0108635,0.29090625,-0.4973271
0.03083901,0.33087328,-0.34321633,-0.7027284,-1.5559175,0.75955534,-0.14159334,-0.06433277,-0.9386824,0.15043783,-0.7035131,-0.5669725,-0.5194326
0.033389073,0.27311277,-0.03167013,-0.720248,-1.6779182,0.67919636,-0.27647066,-0.07572039,-0.8747167,-1.3749459,-0.87594855,-0.9833413,0.17891432
0.2265429,1.4117364,-0.4592059,0.060766228,-0.03877095,0.9111961,0.36880526,-0.042821664,0.89912885,0.33275774,0.41370383,0.9332013,0.45494276
0.5070154,0.4836158,-1.128007,-0.77983373,0.75760114,-0.5530381,-0.43179193,-0.052955244,-0.5043302,-1.4795431,-0.7773595,-0.58028597,-0.38294226
-1.7570945,0.8400347,-0.4305432,-0.84920347,-1.1385479,-0.76891077,-0.29344496,-0.024556076,-0.9538553,0.27867863,-0.06703906,-0.76860845,-0.71751827
-0.008490191,-0.19469374,-0.4607069,-0.8639115,-1.208115,-0.5791529,-0.4288461,-0.060805842,-0.92953855,-1.4189451,-0.5440032,-0.6017293,-0.36989492
-0.12992287,-0.16370374,-0.39123607,-0.75959027,-0.9677119,-0.7790284,-0.30246052,-0.07365689,-1.0613751,0.31739497,-0.4626728,-1.403812,-0.78822577
-2.319506,0.2553816,-0.39430806,-0.43309912,-1.5636115,-0.7538245,-0.29435232,-0.0019822137,-0.7695572,-0.06294327,-0.9888533,0.1398927,-0.34083682
-2.0530202,0.19888964,-0.29223087,-0.5525619,-1.0948552,-0.7420717,-0.29548055,0.027333176,0.33250588,-0.06305253,-1.0129308,-0.8910379,-0.3465375
-1.759758,-0.14019802,-0.0039081415,-0.40583816,-1.5422922,-0.5338882,-0.30531883,-0.024618201,-0.85046047,-1.1500833,0.27667287,0.11499018,-0.2489704
-2.05839,-0.10408134,-0.34009063,-0.82718956,-1.1279149,-0.8331394,0.112977035,0.05271328,0.124826886,-0.14783561,0.11309293,0.329789,-0.54980797
0.106130905,-3.2699344,-0.26885223,-0.97455573,-0.568576,-0.77043366,-0.6453316,-0.10657351,0.040997557,0.039410833,0.16684368,0.14686888,0.19820973
-1.7794881,0.78535473,-0.40873814,-0.49852413,-0.9516691,-0.59397864,-0.5973713,-0.10636623,0.49943274,-1.0380309,0.07862268,-0.5305175,0.22225246
-1.6592884,0.18728375,-0.09705194,-0.34301022,-1.4978997,-0.59031713,-0.5973713,-0.10636623,0.114196554,-0.8593181,-0.015217503,-0.43574774,-0.65730107
-2.2245128,0.26001716,0.02652999,-0.35263103,-0.9118757,-0.8092051,-0.60264707,-0.10779494,-0.86202043,0.09803951,0.16073497,-0.7312909,0.32426834
0.20008355,-2.7489698,-0.48651114,0.59422934,0.52377295,-0.6502822,-0.50600415,-0.16973753,-0.44863087,-0.97521114,0.10937024,-0.25725442,-0.3120939
0.23455386,-2.7417455,-0.58768415,-0.5543857,0.5555166,-0.34113878,-0.4824481,-0.47431475,-0.819907,0.37215075,-0.83246136,-0.58080626,-0.025533611
0.544119,-0.33607808,0.11518672,-0.5878526,-1.4733001,0.005893421,-0.49063927,0.04427048,-1.0983177,0.74073213,-0.8404479,-1.3326626,0.024625372
0.31306913,-3.555462,0.10654381,-0.7981257,0.5857315,-0.11328139,-0.45569643,-0.077894926,-0.9698337,0.76736027,-0.58008564,-0.26997083,-0.027915465
0.21833412,-2.484039,-0.5245767,-0.68533695,0.13148214,-0.058370616,-0.48736835,-0.011138453,-0.0339624,-1.5512015,-0.68694454,0.2018548,-0.25618622
0.270527,-2.8729155,-0.55024445,-0.56641096,0.27091512,0.1065525,-0.46417826,-0.027667543,-0.917809,0.5489002,0.096944235,0.0690059,-1.1070361
0.30988273,0.06042533,0.14676778,-1.034916,0.9411826,0.61299694,-0.74031883,-0.08324698,-1.2207538,-2.0752826,-0.404736,0.04803235,-0.41246644
-1.2367573,-1.800575,-0.33360642,-0.35236824,-0.5364723,0.5926535,-0.2922295,-0.4624395,-0.515636,0.22754434,0.10432686,-0.48763013,0.14163771
-1.978776,0.8149427,-0.4346011,-0.53693545,-1.1165878,-0.5598495,-0.50488245,-0.018915301,-0.6751552,-0.032490283,-0.86114067,-0.68616384,-0.48697948
-1.4846505,0.14730892,-0.040205207,-0.84860075,-1.0771884,-0.5722009,-0.58203936,-0.02813182,-0.97366786,-0.8510114,-0.520823,-0.9161313,-0.29160255
-1.5148154,-0.11033323,-0.43510664,-0.55835944,-1.210358,-0.6644444,-0.6218895,-0.11383683,0.031300917,-0.8478188,0.17899759,-0.41649875,-0.6385231
0.26064217,0.004440373,-1.0783211,-0.7600736,0.6455446,-0.64589405,-1.0127766,0.05463828,-0.89762473,-1.719884,0.048816934,-0.3588166,0.24141124
0.34332818,0.6227114,-0.0043234825,-0.7083018,0.61920786,-0.65403354,-0.99041134,-0.06852982,-0.81795925,-1.3971429,0.08685312,0.28997228,-0.8323541
0.3199254,-1.8932459,-0.2541784,-0.78692347,-0.5012797,-0.5985045,-0.63933367,-0.022108557,0.6038432,-0.88493484,-0.0574194,-0.6718618,-0.69907546
-0.04957121,-0.15344214,-0.44640508,-0.4881065,-0.92879575,-0.8690377,-0.66557026,-0.009057518,-0.8324608,0.054869074,6.0471473e-05,-0.6749063,-1.3072319
0.3981654,-0.33887786,-0.044893794,-0.9434278,-1.2208927,-0.5100121,-0.81976944,0.022111036,-0.9502757,-1.337593,-0.4877823,-0.8685642,-0.33900476
0.4370212,-0.78347206,-0.101680204,-0.78563064,-1.0290023,-0.60898775,-0.9697471,-0.07822943,0.5267781,-1.4540721,0.065125816,0.46456933,-0.5544547
0.2750156,-0.3938268,-0.44117936,-0.85666525,-0.79397345,-0.6105864,-0.9688371,0.04347525,-0.009593983,-1.1069161,0.14915067,-0.56515574,-0.8651784
0.26979673,-0.38885245,0.031609774,-0.6694264,-1.1486701,-0.6027227,-0.92492104,0.0015103011,-0.89076024,-1.1272806,0.09848279,-0.603823,-0.8722643
0.32998914,-3.729176,0.099453084,-0.96735257,0.6274708,-0.46003616,0.13394824,-0.097219974,0.22163446,-0.07290964,-0.042705912,-0.315723,-0.18001005
0.31800088,-3.5901396,-0.09258692,-0.48922485,0.6016231,-0.3232884,0.10335984,-0.14097969,-0.7901514,-0.039363094,0.029674005,-0.331753,-0.21703613
-2.0112345,0.5610393,-0.32217973,-0.5643011,-0.9606269,-0.3790908,0.045225136,0.020746274,0.13710736,-0.83991873,-0.8590584,-0.72484756,-0.3572197
-2.2549415,0.87664765,-0.42697597,-0.4258397,-1.3396673,-0.44400162,0.020141201,-0.17010242,-0.5377774,0.31985444,0.15662956,0.20065084,-1.0739348
-2.5124798,0.61538434,-0.32217973,-0.18367746,-1.0310727,-0.60235554,-0.0076796412,0.027333176,0.2638913,-0.08628616,-1.0105637,-0.5946602,-0.3120097
-2.247075,0.8251865,-0.3645765,-0.26840952,-1.2164216,-0.3929614,0.07692923,-0.025916686,-0.6289477,-1.1778817,0.24840613,0.2385138,-0.23396559
-1.9739351,0.8122187,-0.4156025,-0.7292612,-1.131657,-0.47233057,0.07306872,-0.069992125,-0.5756421,-0.7945768,0.16278264,-0.4426526,-0.4046495
-1.854272,0.8705167,0.14560539,0.7900744,-1.667033,-0.41510755,0.01943568,-0.07119979,-0.8525799,0.19259463,-0.03036556,-0.6780201,-0.62320215
-2.2945116,0.85968816,0.10942419,-0.5161164,-1.544996,-0.5540383,0.018680455,-0.079710424,0.16926001,-0.09587557,-0.90875465,-0.7656879,-0.32351136
-1.9414868,0.22024664,0.07317274,-0.3972097,-1.5924459,-0.46551925,0.044507038,-0.082405925,-0.71946406,-0.9658947,0.072054766,-0.5550198,0.20980643
-1.7863097,0.18177167,0.061854716,-0.6030271,-1.5479339,-0.63762116,-0.010482322,-0.10977733,-0.88467395,-0.022457091,-0.54236877,-0.8407417,-0.43064454
-0.04323969,0.55005467,-1.1696087,-0.35703465,0.1966661,-0.4207899,0.31522274,-0.018845536,-0.84391326,-1.4674542,0.25542298,0.14328572,-0.2110605
0.6091607,0.02111049,-0.2786018,-0.70658326,-1.5061008,-1.2146199,-0.112958305,-0.012526536,0.16323407,0.29631352,-0.7014395,-0.6003978,-0.24716076
0.37410137,-0.41448617,-0.083928436,-0.8284515,-1.4187726,-1.1926763,-0.6465964,-0.07356237,0.107770905,-1.2200263,-0.5208519,-0.8648684,0.1594645
0.23076007,-0.39348876,-0.05001519,-0.95273304,-1.1241447,-1.1890944,-0.67612606,-0.070758834,-1.1374213,-1.2115506,-0.08746775,-0.51805216,-0.48271653
0.37358207,-2.5226092,0.070706226,-0.6193158,-0.63083184,-1.2104828,-0.40268788,-0.117119595,-1.1095068,-0.03391213,0.16185048,-0.53640634,-0.6339887
0.39401382,-2.7445514,-0.076283626,-0.5615443,-0.64330393,-0.07178005,-0.37344858,-0.07626685,-0.96640694,-0.04222782,0.2145979,-0.5077567,-0.12619585
0.26775008,-3.5685074,-0.09788257,-0.49797365,0.58617115,-0.20764555,-0.4047096,-0.07448978,0.10029704,-0.09986281,-0.8492459,-0.30781308,-0.250511
0.24368936,-3.4129636,-0.031048996,-0.81860703,0.550879,0.10376028,-0.46102837,-0.030826356,-1.0135679,-0.042429715,-0.5933852,-0.3377954,-0.19873658
0.25690004,-3.0171733,-0.49619988,-1.1086291,0.26937205,0.60765105,-0.4399796,-0.030826356,-1.1047883,-0.022633025,-0.027095415,0.22090468,-0.33945355
0.30781695,-0.3406429,-0.03938582,-0.7430792,-1.2026988,0.57378656,-0.6239695,0.02737218,-1.0255549,-2.0580904,0.047113124,-0.59564215,-0.40815616
0.7530482,0.5242941,-0.0007564719,0.009299037,1.166768,0.95887136,-0.31529087,-0.0072480254,1.0467647,0.41934693,0.43086433,0.3130934,0.436297
0.061026018,0.40765184,-0.0382935,-0.42239943,-1.0948806,-0.8995317,-0.66175884,-0.094819665,-1.0956144,0.068809256,-0.95730966,-0.92249364,0.14193183
-2.489703,0.92758524,0.11748525,-0.61534065,-1.3120353,-0.77054584,-0.6014962,-0.08518909,-0.002502314,0.30602184,-0.9271998,0.58725196,-0.16282284
-2.302922,0.8207663,-0.40806767,-0.50843865,-0.99340874,-0.7769876,-0.547288,-0.06687766,0.07266459,-0.067659244,-0.90249836,-0.532832,-0.34517083
-2.363814,0.19067699,-0.12662175,-0.5685836,-1.283057,-0.75666106,-0.64325047,-0.012983771,0.003599638,0.550605,-0.90249836,-0.95637494,-0.11752148
