tloans_gr,tmort_gr,money_gr,ca_gr,tloans_rgdp_gr,cpi,rgdpmad,net_sentiment_dm,P_pos_dm,P_neg_dm,net_sentiment_lag1_dm,P_pos_lag1_dm,P_neg_lag1_dm
0.25124958,-3.6500669,-0.098017104,-0.9672733,0.23971632,-1.1472727,-0.2520458,-0.08201453,-0.54008716,-0.041136123,0.22688617,0.26345992,-0.21101077
0.16391736,-2.1009715,-0.24230275,-0.66761017,-0.5601794,-0.20816116,-0.18728659,-0.012094058,-1.0024745,-1.2950372,-0.7519439,-0.65759677,-0.26000655
0.38634735,-0.042838473,-1.1343529,-0.86926603,0.5751636,-0.2977578,-0.096242465,-0.15480173,0.47494447,0.05236505,0.12897329,0.12055368,-1.3688892
-1.7820169,-0.0066999425,-0.8898054,-0.8165666,0.50327766,-0.06971942,-0.21499422,0.036296874,0.058339767,-1.318323,-0.8201342,-0.44384885,-0.28837374
0.55086344,-0.77867,-0.11211679,-0.46767208,-1.4196205,0.052346468,-0.23859024,-0.46261805,-0.9612735,0.47562844,0.1277832,0.24709117,-1.532847
0.53209144,-0.2674327,-0.027939484,-0.20221147,-1.3832538,0.8393768,-0.13891412,0.0022107963,-0.7146221,-0.027207267,-0.98891735,-1.4175006,-0.35576886
0.28428888,0.018728161,-1.2013838,-1.027011,0.8587149,0.59464586,-0.226709,-0.46696135,-0.95187765,0.24717435,-0.07228557,0.11908806,-0.23081037
-0.051050313,0.33648047,-0.43140885,-0.29671246,-0.91044873,-0.71521133,-0.3711672,-0.012274465,-0.9549187,0.03433745,-1.0266691,-1.627367,-0.32667467
-1.4362977,0.12686478,-0.39483047,-0.59725106,-1.2379464,-0.56701744,-0.40838012,-0.06565744,-0.694267,-0.7286773,-0.9302454,-0.73713064,0.10888518
0.009965522,0.32223997,0.07387625,-0.64440167,-1.4019136,-0.7984216,-0.38293013,-0.09024708,-0.5528143,0.12437659,-1.047134,-1.7184781,0.2227262
-0.040553007,0.26575467,-0.4170207,0.75987214,-1.5744543,-0.72128224,-0.3427454,-0.10483771,-0.9764623,-0.05156842,-0.45436406,-1.1973234,-0.34222472
-0.0022548148,0.24587223,-0.10061539,-0.6294629,-1.7089968,-0.57153827,-0.44515768,0.005159933,-0.89840466,-1.1661224,-0.8971466,-1.0211122,-0.37247932
-0.077454336,0.24946162,-0.4170207,0.8642747,-1.1357099,-0.8546999,-0.2769899,-0.1142061,-0.94605285,-0.02843493,-0.2924008,-1.5764345,-0.6080447
-0.06988758,0.3027209,-0.3895692,-0.20276102,-0.97698224,-0.76920813,-0.29909772,-0.026782015,-0.7000095,0.028953383,-1.0279706,-1.6079543,-0.26946974
0.02329809,0.30702555,-1.1709454,-0.3858174,0.54885715,-0.66156083,-0.37615177,0.021769065,0.1734702,-1.6408979,0.07586858,-0.40270957,0.31444472
