year,iso,crisisjst,tloans,tmort,money,ltrate,stir,hpnom,debtgdp,cpi,ca,rgdpmad,target_h1,target_h2,target_h3,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_gr_raw,tloans_gr_roll3_mean_lag1,tloans_gr_roll3_std_lag1,tloans_slope4,tloans_slope4_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,tloans_gr_roll3_mean_lag1_dm,tloans_gr_roll3_std_lag1_dm,tloans_slope4_lag1_dm,credit_sent_neg,credit_sent_pos,credit_n_speeches,monetary_policy_sent_neg,monetary_policy_sent_pos,monetary_policy_n_speeches,corporate_sent_neg,corporate_sent_pos,corporate_n_speeches,credit_sent_neg_lag1,credit_sent_neg_lag2,credit_sent_neg_lag3,monetary_policy_sent_neg_lag1,monetary_policy_sent_neg_lag2,monetary_policy_sent_neg_lag3,corporate_sent_neg_lag1,corporate_sent_neg_lag2,corporate_sent_neg_lag3
1992,DNK,0.0,1060.43,694.933,379.55314393189207,8.986666666666666,11.0351,99.64337604015324,0.638421856639248,104.5414,25.3442,18949.444926799177,0,0,0,1054.62,1052.69,1012.52,685.015,665.895,636.242,384.942336644921,370.4931055292791,348.2078059485706,9.261666666666668,10.629166666666666,9.706666666666669,9.6995,10.893,9.5936,101.28780874389116,100.0,108.12310130762118,0.5883949275362319,0.5768998748435544,0.5658396349413299,102.3951,100.0,97.42638,12.68591,8.48792,-8.170296,18643.79019663003,18452.426108015057,18261.334962659228,-2.0484333333333336,-0.4378333333333337,-0.2638333333333342,0.1130666666666666,0.0018333982463971,0.0287132355701724,0.039,0.0128780874389117,0.010370673617376,0.0055090933227135,0.0305907267165064,0.0254614735740433,14.56599999999993,31.184700000000145,139.98116666666647,165.66140000000007,156.86424999999997,124.0816666666667,125.95399999999997,120.37624999999991,60.728435847822766,55.535045678617,41.56218262238565,-1.2608333333333324,0.1280000000000001,-0.9931249999999991,-0.0804888888888886,1.3356133333333329,0.0452666666666665,-6.229912384977766,-9.021265354642736,-1.1227050587769156,-0.0226189561374893,-0.0409368105962001,-0.0649963131230307,11.171068333333324,10.531162000000007,9.9469275,28.499711500000004,29.1620658,15.62981225,587.3284083441577,475.1571836750227,355.08254789899,-1.1803444444444446,-1.207613333333334,-1.0383916666666666,-0.0828940912781348,-0.0706316243903504,-0.0189999999999999,0.0185078710840803,-0.0017010005757252,-0.0613132817929862,-0.014363601630534,-31.865766666666527,,,,,,,,,,,,,,,,,,
1993,DNK,0.0,1060.48,727.743,422.442649196196,7.3025,10.4054,98.67917051908596,0.669946162657503,105.8564,31.32852,18870.43379545485,0,0,0,1060.43,1054.62,1052.69,694.933,685.015,665.895,379.55314393189207,384.942336644921,370.4931055292791,8.986666666666666,9.261666666666668,10.629166666666666,11.0351,9.6995,10.893,99.64337604015324,101.28780874389116,100.0,0.638421856639248,0.5883949275362319,0.5768998748435544,104.5414,102.3951,100.0,25.3442,12.68591,8.48792,18949.444926799177,18643.79019663003,18452.426108015057,-3.1029,-2.0484333333333336,-0.4378333333333337,-0.2638333333333342,0.0055090933227135,0.014478515069013,-0.0140000000000001,-0.0162352480928472,0.0163944523589626,4.715068415639401e-05,0.0156719273244169,0.0208668817947731,2.91800000000008,14.56599999999993,125.79385714285728,139.98116666666647,165.66140000000007,116.27371428571428,124.0816666666667,125.95399999999997,46.66375229939058,60.728435847822766,55.535045678617,-1.355714285714285,-1.2608333333333324,0.1280000000000001,1.2666095238095227,-0.0804888888888886,1.3356133333333329,-6.984357605147437,-6.229912384977766,-9.021265354642736,0.0306392524137395,-0.0226189561374893,-0.0409368105962001,11.721501428571427,11.171068333333324,10.531162000000007,37.08661414285714,28.499711500000004,29.1620658,809.0790801784242,587.3284083441577,475.1571836750227,-2.622323809523809,-1.1803444444444446,-1.207613333333334,-0.0654027143221293,-0.073094407493118,-0.0688333333333334,-0.0136901096283586,0.0046062782618155,-0.0639694248264784,-0.0160854730836974,-40.51802500000012,,,,,,,,,,,,,,,,,,
1994,DNK,0.0,1048.89,740.904,402.5736019393596,7.825833333333334,6.1344,110.7713644168538,0.6613409326424871,107.9651,20.28628,19847.266405409555,0,0,0,1060.48,1060.43,1054.62,727.743,694.933,685.015,422.442649196196,379.55314393189207,384.942336644921,7.3025,8.986666666666666,9.261666666666668,10.4054,11.0351,9.6995,98.67917051908596,99.64337604015324,101.28780874389116,0.669946162657503,0.638421856639248,0.5883949275362319,105.8564,104.5414,102.3951,31.32852,25.3442,12.68591,18870.43379545485,18949.444926799177,18643.79019663003,1.6914333333333331,-3.1029,-2.0484333333333336,-0.4378333333333337,4.715068415638422e-05,0.047213184580384,0.1130000000000003,-0.0096765641569461,-0.0041695749743352,-0.0109290132770065,0.0024632140844223,0.0027849067020439,-1.713999999999981,2.91800000000008,110.11962500000004,125.79385714285728,139.98116666666647,134.54950000000008,116.27371428571428,124.0816666666667,83.72028852627068,46.66375229939058,60.728435847822766,-2.870416666666665,-1.355714285714285,-1.2608333333333324,0.4785833333333329,1.2666095238095227,-0.0804888888888886,-7.075518425571275,-6.984357605147437,-6.229912384977766,0.058333651880277,0.0306392524137395,-0.0226189561374893,11.571313750000002,11.721501428571427,11.171068333333324,38.435107375,37.08661414285714,28.499711500000004,628.9330638117935,809.0790801784242,587.3284083441577,-3.349,-2.622323809523809,-1.1803444444444446,-0.0615214120575251,-0.0299176797684445,0.0680000000000003,-0.0051756957455492,-0.0166157888231703,-0.0665165672620599,-0.0314865359958103,-44.062419999999946,,,,,,,,,,,,,,,,,,
1995,DNK,0.0,1091.88,769.378,416.06402144777,8.269166666666667,6.0693,119.1718399154669,0.687221010901883,110.2146,10.39116,20350.029908592463,0,0,0,1048.89,1060.48,1060.43,740.904,727.743,694.933,402.5736019393596,422.442649196196,379.55314393189207,7.825833333333334,7.3025,8.986666666666666,6.1344,10.4054,11.0351,110.7713644168538,98.67917051908596,99.64337604015324,0.6613409326424871,0.669946162657503,0.638421856639248,107.9651,105.8564,104.5414,20.28628,31.32852,25.3442,19847.266405409555,18870.43379545485,18949.444926799177,2.199866666666667,1.6914333333333331,-3.1029,-2.0484333333333336,-0.0109290132770065,0.0180846809931527,-0.0470337152146979,0.1225404898942581,0.0517652440077973,0.04098618539599,-0.0017909230900455,0.0083717813842391,8.275999999999964,-1.713999999999981,86.2941111111113,110.11962500000004,125.79385714285728,132.76055555555558,134.54950000000008,116.27371428571428,54.548986988737454,83.72028852627068,46.66375229939058,-2.028148148148148,-2.870416666666665,-1.355714285714285,-3.8455925925925927,0.4785833333333329,1.2666095238095227,5.802844186148917,-7.075518425571275,-6.984357605147437,0.0432469049896748,0.058333651880277,0.0306392524137395,12.39431222222224,11.571313750000002,11.721501428571427,23.12229988888889,38.435107375,37.08661414285714,1535.8842222318526,628.9330638117935,809.0790801784242,1.8174444444444449,-3.349,-2.622323809523809,-0.0648073995114974,-0.0553064733846203,-0.1005337152146979,0.1276883202738487,0.0413960037618585,-0.061268337684805,-0.0214015847427851,-41.35068333333335,,,,,,,,,,,,,,,,,,
1996,DNK,0.0,1152.53,816.118,457.7545307157436,7.194166666666666,3.8693,131.91124025888257,0.6923421300659756,112.5562,17.91598,20809.66081853564,0,0,0,1091.88,1048.89,1060.48,769.378,740.904,727.743,416.06402144777,402.5736019393596,422.442649196196,8.269166666666667,7.825833333333334,7.3025,6.0693,6.1344,10.4054,119.1718399154669,110.7713644168538,98.67917051908596,0.687221010901883,0.6613409326424871,0.669946162657503,110.2146,107.9651,105.8564,10.39116,20.28628,31.32852,20350.029908592463,19847.266405409555,18870.43379545485,3.324866666666666,2.199866666666667,1.6914333333333331,-3.1029,0.04098618539599,0.0384314297128913,0.0335104424220108,0.0758361652656052,0.0253316246637308,0.0555463970399676,0.0100347742677133,0.0273607644620776,31.91399999999993,8.275999999999964,120.65470000000003,86.2941111111113,110.11962500000004,147.95850000000007,132.76055555555558,134.54950000000008,62.58450779827416,54.548986988737454,83.72028852627068,-1.3819999999999997,-2.028148148148148,-2.870416666666665,-3.526133333333334,-3.8455925925925927,0.4785833333333329,13.623035266147127,5.802844186148917,-7.075518425571275,0.0648022927501033,0.0432469049896748,0.058333651880277,13.404381000000017,12.39431222222224,11.571313750000002,10.9149499,23.12229988888889,38.435107375,1885.0593031915776,1535.8842222318526,628.9330638117935,2.144133333333334,1.8174444444444449,-3.349,-0.0056913786705566,-0.0288145609554794,-0.008819144776356,0.066796404503657,0.0103628284442521,-0.0417840981164455,0.0002625964279014,-25.45344285714292,,,,,,,,,,,,,,,,,,
1997,DNK,0.0,1242.29,877.548,485.117583158122,6.254166666666667,3.6585,147.1338000264166,0.708180095503521,114.78505121719444,6.084445,21387.538183758985,0,0,0,1152.53,1091.88,1048.89,816.118,769.378,740.904,457.7545307157436,416.06402144777,402.5736019393596,7.194166666666666,8.269166666666667,7.825833333333334,3.8693,6.0693,6.1344,131.91124025888257,119.1718399154669,110.7713644168538,0.6923421300659756,0.687221010901883,0.6613409326424871,112.5562,110.2146,107.9651,17.91598,10.39116,20.28628,20809.66081853564,20350.029908592463,19847.266405409555,2.5956666666666672,3.324866666666666,2.199866666666667,1.6914333333333331,0.0555463970399676,0.0607503723787267,0.1002021494742658,0.1068994181213632,0.0225862523056589,0.0778808360736813,0.0285345230529837,0.0349432105784614,64.08499999999992,31.91399999999993,170.3360909090909,120.65470000000003,86.2941111111113,181.24772727272727,147.95850000000007,132.76055555555558,98.58551635731374,62.58450779827416,54.548986988737454,-2.331363636363637,-1.3819999999999997,-2.028148148148148,-5.405575757575758,-3.526133333333334,-3.8455925925925927,25.12397785809489,13.623035266147127,5.802844186148917,0.0640322943914591,0.0648022927501033,0.0432469049896748,14.5274009090909,13.404381000000017,12.39431222222224,17.44750172727273,10.9149499,23.12229988888889,2173.32118557188,1885.0593031915776,1535.8842222318526,3.0742121212121205,2.144133333333334,1.8174444444444449,0.0094379708404765,-0.0036141621940961,0.0587544767535345,0.0911800169090494,0.006581173241755,-0.0186416717626811,0.0078158651634073,1.3662374999999116,,,,,,,,,,,,,,,,,,
1998,DNK,0.0,1362.82,953.509,505.1711820162172,4.9375,4.1462,160.36190727777043,0.7240180609410665,116.29192451717488,-13.45587,21770.86503846103,0,0,0,1242.29,1152.53,1091.88,877.548,816.118,769.378,485.117583158122,457.7545307157436,416.06402144777,6.254166666666667,7.194166666666666,8.269166666666667,3.6585,3.8693,6.0693,147.1338000264166,131.91124025888257,119.1718399154669,0.708180095503521,0.6923421300659756,0.687221010901883,114.78505121719444,112.5562,110.2146,6.084445,17.91598,10.39116,21387.538183758985,20809.66081853564,20350.029908592463,0.7912999999999997,2.5956666666666672,3.324866666666666,2.199866666666667,0.0778808360736813,0.0752709779713227,0.059776693852912,0.1154000200260339,0.0277696676684234,0.0970224343752264,0.0581378061698797,0.018583335629433,90.25799999999984,64.08499999999992,245.9014166666666,170.3360909090909,120.65470000000003,227.57375,181.24772727272727,147.95850000000007,117.73310910324932,98.58551635731374,62.58450779827416,-3.077083333333332,-2.331363636363637,-1.3819999999999997,-5.165911111111111,-5.405575757575758,-3.526133333333334,38.252872804121,25.12397785809489,13.623035266147127,0.074534235296383,0.0640322943914591,0.0648022927501033,15.54563538386111,14.5274009090909,13.404381000000017,4.16200825,17.44750172727273,10.9149499,2570.088451997573,2173.32118557188,1885.0593031915776,2.0888277777777784,3.0742121212121205,2.144133333333334,0.030914412525056,0.0112350035979631,0.0129877050636776,0.0913915263674428,0.0111663001279963,0.0128257785304829,-0.0093255963019617,33.385433333333246,,,,,,,,,,,,,,,,,,
1999,DNK,0.0,1445.87,1015.192,523.5446553677705,4.909999999999999,3.3076,171.1861048738608,0.6705508317442319,118.67806939825036,21.25793,22255.437367132006,0,0,0,1362.82,1242.29,1152.53,953.509,877.548,816.118,505.1711820162172,485.117583158122,457.7545307157436,4.9375,6.254166666666667,7.194166666666666,4.1462,3.6585,3.8693,160.36190727777043,147.1338000264166,131.91124025888257,0.7240180609410665,0.708180095503521,0.6923421300659756,116.29192451717488,114.78505121719444,112.5562,-13.45587,6.084445,17.91598,21770.86503846103,21387.538183758985,20809.66081853564,1.6023999999999994,0.7912999999999997,2.5956666666666672,3.324866666666666,0.0970224343752263,0.0865605072315132,0.0413376046432825,0.0899052919789935,0.0179229068539141,0.0609398159698273,0.0768165558296251,0.0207584907348139,100.0550000000002,90.25799999999984,347.51592307692306,245.9014166666666,170.3360909090909,286.029076923077,227.57375,181.24772727272727,128.73031495340229,117.73310910324932,98.58551635731374,-4.157051282051283,-3.077083333333332,-2.331363636363637,-4.280833333333334,-5.165911111111111,-5.405575757575758,48.53845137823474,38.252872804121,25.12397785809489,0.0846387980188221,0.074534235296383,0.0640322943914591,15.85669057739068,15.54563538386111,14.5274009090909,-15.698461230769231,4.16200825,17.44750172727273,2755.716195007495,2570.088451997573,2173.32118557188,0.123782051282051,2.0888277777777784,3.0742121212121205,0.0474798097828464,0.0215882825583234,-0.0065336929012583,0.0582808377897822,0.0003890143028207,0.0303385483238208,-0.0063026597145843,56.21988999999984,,,,,,,,,,,,,,,,,,
2000,DNK,0.0,1621.6,1055.754,499.4319297606768,5.641666666666667,4.9074,182.32069739796592,0.6039998021583289,121.90258950781184,18.28277,22966.1184617287,0,0,0,1445.87,1362.82,1242.29,1015.192,953.509,877.548,523.5446553677705,505.1711820162172,485.117583158122,4.909999999999999,4.9375,6.254166666666667,3.3076,4.1462,3.6585,171.1861048738608,160.36190727777043,147.1338000264166,0.6705508317442319,0.7240180609410665,0.708180095503521,118.67806939825036,116.29192451717488,114.78505121719444,21.25793,-13.45587,6.084445,22255.437367132006,21770.86503846103,21387.538183758985,0.7342666666666666,1.6023999999999994,0.7912999999999997,2.5956666666666672,0.0609398159698272,0.0646905273049336,0.0363707867860195,0.0674985586030807,0.022257835314073,0.1215392808482089,0.0786143621395783,0.0180524896652628,122.098,100.0550000000002,405.7433571428569,347.51592307692306,245.9014166666666,327.2814285714286,286.029076923077,227.57375,137.90876580828404,128.73031495340229,117.73310910324932,-3.887619047619048,-4.157051282051283,-3.077083333333332,-4.813659523809524,-4.280833333333334,-5.165911111111111,55.89561673302265,48.53845137823474,38.252872804121,0.0251259403920717,0.0846387980188221,0.074534235296383,17.110214702938265,15.85669057739068,15.54563538386111,20.136657428571432,-15.698461230769231,4.16200825,3043.4516526065054,2755.716195007495,2570.088451997573,0.9260404761904756,0.123782051282051,2.0888277777777784,0.0077448983172282,-0.0019423344881271,-0.0109979189968861,0.0313909630454246,0.0046940185858395,0.0296081422734556,-0.0084834391412534,60.90599090909111,,,,,,,,,,,,,,,,,,
2001,DNK,0.0,1779.8,1154.48,531.8484689457214,5.079166666666667,4.6186,192.96658301413288,0.5838596838003851,124.72129196456022,40.34961,23048.49108354821,0,0,0,1621.6,1445.87,1362.82,1055.754,1015.192,953.509,499.4319297606768,523.5446553677705,505.1711820162172,5.641666666666667,4.909999999999999,4.9375,4.9074,3.3076,4.1462,182.32069739796592,171.1861048738608,160.36190727777043,0.6039998021583289,0.6705508317442319,0.7240180609410665,121.90258950781184,118.67806939825036,116.29192451717488,18.28277,21.25793,-13.45587,22966.1184617287,22255.437367132006,21770.86503846103,0.4605666666666668,0.7342666666666666,1.6023999999999994,0.7912999999999997,0.121539280848209,0.0399550035855285,-0.0460566741726269,0.0650437868909376,0.0319329197118482,0.0975579674395659,0.0931671770644209,0.0304831271785874,142.66700000000012,122.098,554.4237999999998,405.7433571428569,347.51592307692306,346.0246666666666,327.2814285714286,286.029076923077,104.602122480638,137.90876580828404,128.73031495340229,-2.896777777777777,-3.887619047619048,-4.157051282051283,-2.892948888888889,-4.813659523809524,-4.280833333333334,63.30383480825958,55.89561673302265,48.53845137823474,-0.043100151886636,0.0251259403920717,0.0846387980188221,19.19405383230385,17.110214702938265,15.85669057739068,15.8190536,20.136657428571432,-15.698461230769231,3551.2359703627662,3043.4516526065054,2755.716195007495,-0.0038288888888887,0.9260404761904756,0.123782051282051,0.0677911561729509,-0.0265391200298089,-0.0926398143128979,0.0266939796871797,0.0140338159417691,0.0418834077926477,0.004599770613706,77.87349166666667,,,,,,,,,,,,,,,,,,
2002,DNK,0.0,1883.8,1247.2679,564.0340665095184,5.055833333333334,3.4848,199.94056267335887,0.582495408807368,127.67054816232984,27.31893,23074.607093618422,0,0,0,1779.8,1621.6,1445.87,1154.48,1055.754,1015.192,531.8484689457214,499.4319297606768,523.5446553677705,5.079166666666667,5.641666666666667,4.909999999999999,4.6186,4.9074,3.3076,192.96658301413288,182.32069739796592,171.1861048738608,0.5838596838003851,0.6039998021583289,0.6705508317442319,124.72129196456022,121.90258950781184,118.67806939825036,40.34961,18.28277,21.25793,23048.49108354821,22966.1184617287,22255.437367132006,1.5710333333333342,0.4605666666666668,0.7342666666666666,1.6023999999999994,0.0975579674395658,0.0935123144217309,0.0649068216374918,0.0583909877929511,0.0035867019477749,0.0584335318575119,0.0933456880858674,0.0305185395932004,147.19900000000024,142.66700000000012,677.9723125,554.4237999999998,405.7433571428569,423.1241250000001,346.0246666666666,327.2814285714286,130.48102901064277,104.602122480638,137.90876580828404,-3.2782291666666667,-2.896777777777777,-3.887619047619048,-3.000939583333333,-2.892948888888889,-4.813659523809524,69.99323074891032,63.30383480825958,55.89561673302265,-0.0605465107516651,-0.043100151886636,0.0251259403920717,20.813127924533248,19.19405383230385,17.110214702938265,36.89720275,15.8190536,20.136657428571432,3411.656344034607,3551.2359703627662,3043.4516526065054,-0.2772895833333331,-0.0038288888888887,0.9260404761904756,0.0392904323527777,0.0287874654750473,0.0244996691180807,0.0182615819433812,-0.0152479895517555,0.0390702468289051,0.0043066279844829,92.4522230769232,,,,,,,,,,,,,,,,,,
2003,DNK,0.0,2009.27,1356.52,603.6094,4.308333333333334,2.375261,206.25412759212787,0.5664719291720003,130.22657020039688,45.87041,23079.65495889984,0,0,0,1883.8,1779.8,1621.6,1247.2679,1154.48,1055.754,564.0340665095184,531.8484689457214,499.4319297606768,5.055833333333334,5.079166666666667,5.641666666666667,3.4848,4.6186,4.9074,199.94056267335887,192.96658301413288,182.32069739796592,0.582495408807368,0.5838596838003851,0.6039998021583289,127.67054816232984,124.72129196456022,121.90258950781184,27.31893,40.34961,18.28277,23074.607093618422,23048.49108354821,22966.1184617287,1.9330723333333333,1.5710333333333342,0.4605666666666668,0.7342666666666666,0.058433531857512,0.0803720289654216,0.0605164806201252,0.0361408672439166,0.0011330897964446,0.0666047351098841,0.0925102600484289,0.0318542524845445,126.701,147.19900000000024,742.091588235294,677.9723125,554.4237999999998,491.0223705882354,423.1241250000001,346.0246666666666,154.9912719267549,130.48102901064277,104.602122480638,-3.108725490196079,-3.2782291666666667,-2.896777777777777,-3.958213725490197,-3.000939583333333,-2.892948888888889,72.84996154055334,69.99323074891032,63.30383480825958,-0.0583492262887018,-0.0605465107516651,-0.043100151886636,22.538082479683283,20.813127924533248,19.19405383230385,21.69609905882353,36.89720275,15.8190536,3237.086686808667,3411.656344034607,3551.2359703627662,0.8494882352941187,-0.2772895833333331,-0.0038288888888887,-0.0022896552513246,0.0138479634265476,0.0185780987808341,-0.0051298874771145,-0.016748602356101,0.0356301356695396,0.0053552323435281,90.38049285714308,,,,0.105973,0.106603,1.0,,,,,,,,,,,,
2004,DNK,0.0,2192.1,1449.173,680.7305,4.305,2.161666666666667,224.67969885087837,0.5359870302506989,131.37953275664495,52.38096,23525.718634718723,0,0,0,2009.27,1883.8,1779.8,1356.52,1247.2679,1154.48,603.6094,564.0340665095184,531.8484689457214,4.308333333333334,5.055833333333334,5.079166666666667,2.375261,3.4848,4.6186,206.25412759212787,199.94056267335887,192.96658301413288,0.5664719291720003,0.582495408807368,0.5838596838003851,130.22657020039688,127.67054816232984,124.72129196456022,45.87041,27.31893,40.34961,23079.65495889984,23074.607093618422,23048.49108354821,2.1433333333333326,1.9330723333333333,1.5710333333333342,0.4605666666666668,0.0666047351098843,0.0875931305535883,0.0701647929448491,0.0315772089182494,0.000218762783736,0.0909932463033837,0.0741987448023206,0.0206381225480949,136.2369999999998,126.701,826.3342777777777,742.091588235294,677.9723125,572.99545,491.0223705882354,423.1241250000001,185.95597919908352,154.9912719267549,130.48102901064277,-3.683518518518518,-3.108725490196079,-3.2782291666666667,-4.847851962962962,-3.958213725490197,-3.000939583333333,75.11630637373605,72.84996154055334,69.99323074891032,-0.071131082241364,-0.0583492262887018,-0.0605465107516651,23.84198882443457,22.538082479683283,20.813127924533248,39.04224022222222,21.69609905882353,36.89720275,3062.296402822936,3237.086686808667,3411.656344034607,1.1643334444444446,0.8494882352941187,-0.2772895833333331,0.0060162336040666,0.0202544789307997,0.0271335817655089,-0.0093917877158926,-0.0166777174655095,0.0150917369440851,-0.006195599614392,63.85712666666663,,,,0.04258,0.087383,1.0,,,,,,,0.105973,,,,,
2005,DNK,0.0,2521.81,1615.658,781.4231,3.4041666666666672,2.1994750833333336,264.1658961828028,0.4535869784682926,133.5816440509796,67.569035,24016.885909203032,0,0,1,2192.1,2009.27,1883.8,1449.173,1356.52,1247.2679,680.7305,603.6094,564.0340665095184,4.305,4.308333333333334,5.055833333333334,2.161666666666667,2.375261,3.4848,224.67969885087837,206.25412759212787,199.94056267335887,0.5359870302506989,0.5664719291720003,0.582495408807368,131.37953275664495,130.22657020039688,127.67054816232984,52.38096,45.87041,27.31893,23525.718634718723,23079.65495889984,23074.607093618422,1.2046915833333336,2.1433333333333326,1.9330723333333333,1.5710333333333342,0.0909932463033837,0.0683019785922802,0.1277665655968909,0.0893343152636801,0.0193271379755559,0.1504082842935998,0.0720105044235933,0.0169396135612343,209.6860000000003,136.2369999999998,965.6729999999998,826.3342777777777,742.091588235294,635.4907947368421,572.99545,491.0223705882354,253.28992239913168,185.95597919908352,154.9912719267549,-3.492982456140351,-3.683518518518518,-3.108725490196079,-4.806296192982456,-4.847851962962962,-3.958213725490197,89.58838782334252,75.11630637373605,72.84996154055334,-0.0978722399920672,-0.071131082241364,-0.0583492262887018,23.74010986360713,23.84198882443457,22.538082479683283,43.49793547368421,39.04224022222222,21.69609905882353,3347.1865837564,3062.296402822936,3237.086686808667,1.3133137368421046,1.1643334444444446,0.8494882352941187,0.0300705095973401,-0.0001619218599971,0.0832279332083557,0.0488870846137543,0.0033571975855052,0.0120157473333527,-0.0095296615651118,69.40205624999977,,,,,,,,,,,,,0.04258,0.105973,,,,
2006,DNK,0.0,2862.4,1778.392,867.8161,3.811666666666667,3.181489816017316,321.1398758420288,0.4102239437137638,136.09834267307636,53.05553100000001,24748.725842375054,0,1,1,2521.81,2192.1,2009.27,1615.658,1449.173,1356.52,781.4231,680.7305,603.6094,3.4041666666666672,4.305,4.308333333333334,2.1994750833333336,2.161666666666667,2.375261,264.1658961828028,224.67969885087837,206.25412759212787,0.4535869784682926,0.5359870302506989,0.5664719291720003,133.5816440509796,131.37953275664495,130.22657020039688,67.569035,52.38096,45.87041,24016.885909203032,23525.718634718723,23079.65495889984,0.630176850649351,1.2046915833333336,2.1433333333333326,1.9330723333333333,0.1504082842935997,0.1148827641696332,0.1479184493716676,0.175744393168925,0.0208778861173428,0.1350577561354742,0.1026687552356226,0.043104487533979,288.90999999999985,209.6860000000003,1247.09935,965.6729999999998,826.3342777777777,770.2012549999998,635.4907947368421,572.99545,341.31802627917506,253.28992239913168,185.95597919908352,-4.219166666666666,-3.492982456140351,-3.683518518518518,-4.528172966666667,-4.806296192982456,-4.847851962962962,124.59516576409985,89.58838782334252,75.11630637373605,-0.1753786797748702,-0.0978722399920672,-0.071131082241364,24.75521566476144,23.74010986360713,23.84198882443457,56.5111137,43.49793547368421,39.04224022222222,3670.994529052889,3347.1865837564,3062.296402822936,0.3090063000000003,1.3133137368421046,1.1643334444444446,0.0879028891876961,0.0464273859205135,0.0989993994458506,0.1327241580656437,0.0047312511175287,0.0420064566268625,0.017164638050139,138.76858235294145,,,,,,,,,,,,,,0.04258,0.105973,,,
2007,DNK,0.0,3228.84,1953.2841,986.3487,4.285833333333333,4.3275,335.8076872275789,0.3406389801234498,138.35236087649176,24.071912,25060.28763084936,1,1,1,2862.4,2521.81,2192.1,1778.392,1615.658,1449.173,867.8161,781.4231,680.7305,3.811666666666667,3.4041666666666672,4.305,3.181489816017316,2.1994750833333336,2.161666666666667,321.1398758420288,264.1658961828028,224.67969885087837,0.4102239437137638,0.4535869784682926,0.5359870302506989,136.09834267307636,133.5816440509796,131.37953275664495,53.05553100000001,67.569035,52.38096,24748.725842375054,24016.885909203032,23525.718634718723,-0.0416666666666669,0.630176850649351,1.2046915833333336,2.1433333333333326,0.1350577561354742,0.1007230490611256,0.1105585437645752,0.2156750000000001,0.0304718911493678,0.128018446059251,0.1254864289108193,0.0308422504606224,345.0810000000002,288.90999999999985,1528.303666666667,1247.09935,965.6729999999998,896.2590047619047,770.2012549999998,635.4907947368421,411.4577869325477,341.31802627917506,253.28992239913168,-3.610753968253968,-4.219166666666666,-3.492982456140351,-3.3305309498557003,-4.528172966666667,-4.806296192982456,175.63604229170204,124.59516576409985,89.58838782334252,-0.2103903488258336,-0.1753786797748702,-0.0978722399920672,26.093094493298125,24.75521566476144,23.74010986360713,39.30660428571429,56.5111137,43.49793547368421,4228.025198936677,3670.994529052889,3347.1865837564,-0.2802230183982679,0.3090063000000003,1.3133137368421046,0.0681572165701857,0.0299463015159802,0.0566895238664656,0.1660185569934366,0.0140886935936773,0.0626132641638032,0.0039989989741435,210.28321666666648,,,,,,,0.176305,0.200942,1.0,,,,,,0.04258,,,
