url,year,date,author,description,P_pos,P_neg,P_neutral,topics,n_topics
https://www.bis.org/review/r161117d.htm,2016,2016-10-03 00:00:00,Luigi Federico Signorini,"Testimony of Mr Luigi Federico Signorini, Deputy Governor of the Bank of Italy, at the Joint Session of the Fifth Committees of the Chamber of Deputies (Budget, Treasury and Planning) and of the Senate of the Republic (Budget), Chamber of Deputies, Rome, 3 October 2016.",0.138714,0.497471,0.363814,['sovereign'],1
https://www.bis.org/review/r161025a.htm,2016,2016-10-24 00:00:00,William C Dudley,"Remarks by Mr William C Dudley, President and Chief Executive Officer of the Federal Reserve Bank of New York, at The Evolving Structure of the U.S. Treasury Market: Second Annual Conference, Federal Reserve Bank of New York, New York City, 24 October 2016.",0.176774,0.013552,0.809674,['sovereign'],1
https://www.bis.org/review/r161024e.htm,2016,2016-10-04 00:00:00,Jiří Rusnok,"Welcome speech by Mr Jiří Rusnok, Governor of the Czech National Bank, at the Basel Consultative Group Meeting, Topic ""Regulatory Treatment of Sovereign Exposures - Survey of Recommendations"", Czech National Bank and Bank for International Settlements, Prague, 4 October 2016.",0.326955,0.027265,0.645781,['sovereign'],1
https://www.bis.org/review/r160906c.htm,2016,2016-09-06 00:00:00,Norman T L Chan,"Welcoming remarks and keynote speech by Mr Norman T L Chan, Chief Executive of the Hong Kong Monetary Authority, at the Treasury Markets Summit 2016, Hong Kong, 6 September 2016.",0.191566,0.014495,0.793938,['sovereign'],1
https://www.bis.org/review/r160701a.htm,2016,2016-04-27 00:00:00,Patrick Njoroge,"Remarks by Dr Patrick Njoroge, Governor of the Central Bank of Kenya, at the workshop ""Developing a Strategic Framework for Affordable Housing Finance"", co-hosted by the National Treasury and the World Bank, Nairobi, 27 April 2016.",0.741715,0.016401,0.241883,"['real_estate', 'monetary_policy', 'sovereign']",3
https://www.bis.org/review/r160610e.htm,2016,2016-06-10 00:00:00,Jens Weidmann,"Welcome remarks by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chairman of the Board of Directors of the Bank for International Settlements, at the Bundesbank Spring Conference ""Monetary, financial and fiscal stability"", Eltville, 10 June 2016.",0.152345,0.061362,0.786294,['sovereign'],1
https://www.bis.org/review/r160607f.htm,2016,2016-05-20 00:00:00,Gent Sejko,"Speech by Mr Gent Sejko, Governor of the Bank of Albania, at the high-level seminar on ""Rethinking monetary-fiscal policy coordination"", jointly organised by the Bank of Slovenia and the International Monetary Fund, Tirana, 20 May 2016.",0.220974,0.124965,0.65406,['sovereign'],1
https://www.bis.org/review/r160526c.htm,2016,2016-05-19 00:00:00,Bostjan Jazbec,"Opening remarks by Mr Bostjan Jazbec, Governor of Bank of Slovenia, at the BoS-IMF High Level Seminar on Rethinking Monetary-Fiscal Policy Coordination, Portorož, 19 May 2016.",0.216249,0.111918,0.671833,['sovereign'],1
https://www.bis.org/review/r160509a.pdf,2016,2016-05-02 00:00:00,Ignazio Visco,"Concluding remarks by Mr Ignazio Visco, Governor of the Bank of Italy, at the conference ""Euro50 Group. The Future of European Government Bonds Markets"", Rome, 2 May 2016.",0.149353,0.093059,0.757588,['sovereign'],1
https://www.bis.org/review/r171113c.htm,2017,2017-11-09 00:00:00,François Villeroy de Galhau,"Keynote speech by Mr François Villeroy de Galhau, Governor of the Bank of France, at the EconPol Europe (European Network for Economic and Fiscal Policy Research) Founding Conference and first Annual Meeting ""The Euro - Which Way to Go?"", Brussels, 9 November 2017.",0.252803,0.018085,0.729112,['sovereign'],1
https://www.bis.org/review/r170926e.htm,2017,2017-07-03 00:00:00,Carlos da Silva Costa,"Opening remarks by Mr Carlos da Silva Costa, Governor of the Bank of Portugal, at the Public Finance Workshop on ""Fiscal-structural reforms - towards economic growth and the sustainability of public finances"", Lisbon, 3 July 2017.",0.336793,0.075977,0.587231,['sovereign'],1
https://www.bis.org/review/r170919d.htm,2017,2017-09-18 00:00:00,Norman T L Chan,"Welcoming remarks by Mr Norman T L Chan, Chief Executive of the Hong Kong Monetary Authority, at the Treasury Markets Summit 2017, Hong Kong, 18 September 2017.",0.368733,0.081892,0.549375,['sovereign'],1
https://www.bis.org/review/r170627d.htm,2017,2017-05-19 00:00:00,Natasha Ahmetaj,"Welcome address by Ms Natasha Ahmetaj, Second Deputy Governor of the Bank of Albania, at the launch of ""Interesting facts from the Treasury: Art in Albanian Banknotes"", Tirana, 19 May 2017.",0.065438,0.023073,0.911489,['sovereign'],1
https://www.bis.org/review/r180116c.htm,2017,2017-11-27 00:00:00,"Nestor A Espenilla, Jr","Speech by Mr Nestor A Espenilla, Jr, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the 120th Anniversary of the Bureau of the Treasury, Manila, 27 November 2017.",0.356148,0.015132,0.62872,"['monetary_policy', 'sovereign']",2
https://www.bis.org/review/r180316d.htm,2018,2018-03-13 00:00:00,Stephen S Poloz,"Remarks by Mr Stephen S Poloz, Governor of the Bank of Canada, at the Chancellor David Dodge Lecture in Public Finance 2018, Kingston, Ontario, 13 March 2018.",0.13205,0.172203,0.695747,['sovereign'],1
https://www.bis.org/review/r181113e.htm,2018,2018-10-09 00:00:00,Luigi Federico Signorini,"Testimony of Mr Luigi Federico Signorini, Deputy Governor of the Bank of Italy, at the Joint Session of the Fifth Committees of the Chamber of Deputies (Budget, Treasury and Planning) and of the Senate of the Republic (Economic Planning and Budget), Chamber of Deputies, Rome, 9 October 2018.",0.14286,0.463641,0.393499,['sovereign'],1
https://www.bis.org/review/r181121h.htm,2018,2018-11-20 00:00:00,John A Rolle,"Remarks by Mr John A Rolle, Governor of the Central Bank of The Bahamas, at the Forum on the Past, Present and Future of Monetary and Fiscal Policy, Nassau, 20 November 2018.",0.185824,0.080159,0.734017,"['monetary_policy', 'sovereign']",2
https://www.bis.org/review/r181206g.htm,2018,2018-12-03 00:00:00,Lael Brainard,"Speech by Ms Lael Brainard, Member of the Board of Governors of the Federal Reserve System, at ""The Evolving Structure of the U.S. Treasury Market"" Fourth Annual Conference, hosted by the Federal Reserve Bank of New York, New York City, 3 December 2018.",0.081998,0.090145,0.827857,['sovereign'],1
https://www.bis.org/review/r190318l.htm,2019,2019-03-18 00:00:00,Olli Rehn,"Opening remarks by Mr Olli Rehn, Governor of the Bank of Finland, at the Bank of Finland Seminar on the 2018 Annual Report of the European Fiscal Board, Helsinki, 18 March 2019.",0.722759,0.015199,0.262042,['sovereign'],1
https://www.bis.org/review/r190319f.htm,2019,2019-03-19 00:00:00,Shaktikanta Das,"Speech by Mr Shaktikanta Das, Governor of the Reserve Bank of India, at the launch of the book ""Indian Fiscal Federalism"", Mumbai, 19 March 2019.",0.190721,0.022485,0.786794,['sovereign'],1
https://www.bis.org/review/r190718b.htm,2019,2019-07-17 00:00:00,Benoît Cœuré,"Introductory remarks by Mr Benoît Cœuré, Member of the Executive Board of the European Central Bank, prior to an informal exchange of views with the High Council of Public Finance, Paris, 17 July 2019.",0.594558,0.119496,0.285946,"['monetary_policy', 'sovereign']",2
https://www.bis.org/review/r190911d.htm,2019,2019-07-23 00:00:00,Timothy N J Antoine,"Remarks by Mr Timothy N J Antoine, Governor of the Eastern Caribbean Central Bank, at the Launch of the ECCU Public Debt and Market Information Web Portal, Basseterre, 23 July 2019.",0.365259,0.028261,0.60648,"['credit', 'monetary_policy', 'sovereign']",3
