Model,AUROC,AUPRC,Brier
M1_Logistic_macro_lag1,0.9243019197207678,0.5663056366344823,0.2344709482200594
M2_RandomForest_macro_lag123,0.9681500872600348,0.7502626395159611,0.0566574707180315
M3_XGBoost_sent_lag12,0.956588132635253,0.6805100370237462,0.0742208918495167
