tloans_lag1_dm,tmort_lag1_dm,money_lag1_dm,ltrate_lag1_dm,stir_lag1_dm,hpnom_lag1_dm,debtgdp_lag1_dm,cpi_lag1_dm,ca_lag1_dm,rgdpmad_lag1_dm,term_spread_lag1_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,tloans_lag2_dm,tmort_lag2_dm,money_lag2_dm,ltrate_lag2_dm,stir_lag2_dm,hpnom_lag2_dm,debtgdp_lag2_dm,cpi_lag2_dm,ca_lag2_dm,rgdpmad_lag2_dm,term_spread_lag2_dm,tloans_lag3_dm,tmort_lag3_dm,money_lag3_dm,ltrate_lag3_dm,stir_lag3_dm,hpnom_lag3_dm,debtgdp_lag3_dm,cpi_lag3_dm,ca_lag3_dm,rgdpmad_lag3_dm,term_spread_lag3_dm,P_pos_lag1_dm,P_neg_lag1_dm,P_neutral_lag1_dm,net_sentiment_lag1_dm,P_pos_lag2_dm,P_neg_lag2_dm,P_neutral_lag2_dm,net_sentiment_lag2_dm
0.06486179,-0.028100803,-0.13089304,-0.1476854,-0.016916692,-0.1571801,-0.12385424,0.042679712,-0.14875275,0.03690434,0.16059324,-0.38331953,-1.2098957,0.7355978,-0.015634049,-0.21304595,0.03463473,0.011556773,-0.15466715,0.066534154,-1.407393,0.088073604,-0.0046964567,0.003694418,0.04340049,0.20175521,-0.040806923,0.05430058,-0.0041299667,0.065873414,0.06506465,-1.7477968,0.064536124,-0.13197468,0.28711364,0.04256389,-0.18993968,-0.17436747,0.009596646,-0.21953629,-0.07297562,-0.027816439,-0.0082196575,-0.094489284,0.008346548,-3.52168e-05
0.054328043,-0.011069604,-0.3469746,0.111816384,-0.17904158,-0.052523967,-0.24577709,0.04698153,-0.087207,0.010128405,-0.3313397,-0.48061135,-1.0941174,-0.5092276,-0.026832089,-0.1771271,0.0503655,0.046386015,-0.13117218,0.062131945,-0.5252582,0.016698578,0.008420238,0.007592776,0.03802391,-0.1500572,-0.015570792,0.04199678,0.00048814924,-0.43407115,-0.06141003,-2.0428045,0.016138008,-0.090492845,-0.5581637,0.0020530063,-0.38815162,-0.1701909,0.0065468703,0.17194907,-0.043659545,0.0120238615,-0.020148197,-0.012695534,0.008346548,0.0008189813
0.055413302,-0.026980279,-0.35246226,-0.031981062,-0.17968048,-0.044049174,-0.46716693,0.02474884,-0.14862327,0.018056676,-0.4352609,-0.30749935,-0.89522135,-0.4876257,-0.13708353,0.3561421,0.0503655,0.046386015,-0.10377399,0.08417083,-0.07292769,0.009684576,-0.015061704,0.005636961,0.03802391,0.14965239,0.06332185,0.04754198,0.00048814924,-1.3695661,0.068416506,-1.5434376,0.027320584,-0.09776437,-0.72740537,0.004870571,-0.3308139,-0.17359978,0.019761313,-0.11802437,-0.04722049,-0.027344063,-0.020428738,-0.01865128,0.007904581,-0.0027818463
0.055240046,-0.026980279,-0.5332706,-0.15157746,-0.23262699,-0.03313545,-0.61504674,0.045089316,-0.33579016,-0.010752696,-0.31789488,-0.35260165,-0.96447355,-0.41246584,-0.1362369,0.39489186,0.07579447,0.011556773,-0.20480241,-0.20784163,-0.19319777,0.021864146,-0.018201357,0.0033771768,0.01143063,-0.18133807,0.027302165,0.039162587,0.0008393744,-2.1954172,0.005316941,0.568005,0.042458333,-0.09824687,-0.8615012,0.014149514,-0.050134238,0.05468393,0.019761313,-0.19311793,-0.030387223,-0.0075367233,-0.011587426,-0.016233014,0.012351857,0.00022272847
0.05145004,-0.026980279,-0.56006193,-0.098094195,-0.23346885,-0.048725568,-0.52378553,0.009418279,-0.32374585,-0.05222078,-0.13170555,-0.37296882,-1.35887,-0.29353586,0.043192234,-0.18298042,0.07579447,0.011556773,-0.2322006,-0.20378584,-0.022574425,0.03742914,-0.0066360324,0.0033771768,0.012287347,-0.2817461,0.0018067812,0.037857596,0.0008393744,-2.1078258,-0.0034842463,0.56042826,0.04677193,-0.14305389,-0.85232353,0.021425929,-0.3308139,0.04196168,0.013194757,-0.18696411,-0.044749025,0.008494415,-0.028671825,-0.016233014,0.013706487,-0.0014861496
0.052795675,-0.026980279,-0.5404373,-0.13900034,-0.23391356,0.03788165,-0.5135933,0.032771435,-0.33404458,-0.019110475,-0.41509354,-0.38027924,-1.1626018,-0.41691768,-0.047766313,-0.18944854,0.07579447,0.011556773,-0.2322006,-0.20378584,-0.19226773,0.025913224,-0.0066360324,0.0033771768,0.01143063,-0.21923158,-0.010863694,0.037857596,-0.0028612115,-2.0857654,-0.00088197086,0.6467328,0.035932053,-0.1286057,-0.87112325,0.014149514,-0.3308139,0.09582157,0.013194757,-0.16419394,-0.04357189,0.0077879187,-0.019125462,-0.012334159,0.013706487,-0.0014861496
0.05237725,-0.026980279,-0.55747616,-0.13607608,-0.23391356,0.1597694,-0.14298557,0.036064457,-0.3366789,-0.051709887,-0.2059353,-0.37296882,-1.1979237,-0.414935,-0.047766313,-0.18404892,0.07579447,0.011556773,-0.21926948,-0.20378584,-0.21130805,0.049655795,-0.0066360324,0.0033771768,0.01143063,-0.27852112,0.0018067812,0.037857596,-0.0028612115,-2.1588361,-0.0034842463,0.6181637,0.061219066,-0.12895754,-1.2990658,0.021425929,-0.32097927,0.040367927,0.011954801,-0.18504353,-0.044749025,0.008494415,-0.019125462,-0.011353863,0.013706487,-0.0014861496
0.05203065,-0.026980279,-0.18150856,-0.10619765,-0.23260099,0.24056016,-0.15358187,0.008664735,-0.3224423,-0.051709887,0.19955309,-0.40333432,-1.1795703,0.5500643,-0.03783591,-0.18298042,0.04226326,0.011556773,-0.2322006,-0.20456326,-0.3283498,0.060491245,-0.0066360324,0.0033771768,0.012287347,-0.27852112,-0.010863694,0.031949412,-0.012406396,-2.1682918,-0.02073782,0.59249705,0.075291105,-0.2725073,-1.299379,0.017645068,-0.32097927,0.06887794,0.005388244,-0.19972052,-0.040421296,0.005096649,-0.018012911,-0.007455007,0.013706487,-0.0021595187
0.05110344,-0.026980279,-0.55747616,-0.14010464,-0.23322648,0.23939909,0.0025325622,0.036064457,-0.34091318,-0.051709887,0.20082195,-0.37565726,-1.1169348,-0.3529777,-0.04265709,-0.19262122,0.07579447,0.011556773,-0.18071596,-0.20378584,-0.20898633,0.07042067,-0.0066360324,0.0033771768,0.01143063,-0.27451956,-0.010863694,0.037857596,-0.0028612115,-2.279287,-0.0034842463,0.64220077,0.086313084,-0.15147763,-1.3026073,0.013736598,-0.32097927,-0.061288986,0.005388244,-0.2078111,-0.044749025,-0.008533077,-0.019125462,-0.007455007,0.013706487,-0.0014861496
0.05203065,-0.026980279,-0.55747616,-0.14010464,-0.23367119,0.23939909,-0.02288106,0.036064457,-0.34988436,-0.051709887,0.19733007,-0.3832725,-1.1117852,-0.48510388,-0.056691375,-0.13399775,0.07579447,0.011556773,-0.16778487,-0.20378584,-0.17712864,0.07372083,-0.0010308569,0.0033771768,0.01143063,-0.27451956,-0.010863694,0.037857596,-0.0028612115,-2.3479607,-0.0034842463,0.65680784,0.086313084,-0.095661104,-1.2986547,0.013736598,-0.32097927,-0.13519876,0.005388244,-0.20234029,-0.044749025,0.008494415,-0.019327952,-0.007455007,0.013706487,-0.0005502546
0.05203065,-0.026980279,-0.55747616,-0.13897242,-0.23367119,0.23939909,-0.02288106,0.036064457,-0.3533185,-0.051709887,0.2008859,-0.37291405,-1.1760725,-0.48463598,-0.056691375,-0.1970944,0.07579447,0.011556773,-0.16778487,-0.20378584,-0.17728096,0.07372083,-0.0010308569,0.0033771768,0.01143063,-0.30288482,-0.010863694,0.037857596,-0.0028612115,-2.2409337,-0.00088197086,0.6436862,0.086313084,-0.09721388,-1.2984691,0.013736598,-0.32097927,-0.106274575,0.005388244,-0.17957015,-0.044749025,0.008494415,-0.019327952,-0.009532838,0.013706487,-0.0014861496
0.05203065,-0.09552431,-0.55747616,-0.1361955,-0.23265657,0.23992868,-0.074413896,0.036064457,-0.44033867,-0.042282756,0.2014425,-0.45039457,1.2383374,-0.6819988,-0.046498712,-0.08528913,0.07579447,0.022574455,-0.1279592,-0.20378584,-0.5124191,0.067379504,-0.0034330597,0.0033771768,0.012594291,-0.30288482,-0.010497102,0.033428326,-0.0028612115,-1.9603003,-0.021047834,0.5310333,0.086313084,-0.09753668,-1.2861058,0.013736598,-0.32097927,-0.16717102,0.005388244,-0.2000537,-0.017257895,0.008494415,-0.019327952,-0.011353863,0.024240369,-0.0014861496
0.04283426,-0.008479441,0.074796766,-0.15161239,-0.0039667515,-0.4728453,-0.6289416,-0.2805893,0.13241655,0.019021595,0.113311745,0.3121925,-0.864679,-0.382495,-0.24041031,0.3017165,0.12968367,-0.013067709,-0.03151776,0.039284837,-0.2803715,-0.23482215,-0.012450171,-0.01532387,-0.101056874,-0.40110996,0.006134496,-0.03175677,0.00034671673,-0.0070815026,-0.056896497,-2.9132025,-0.16642262,-0.11161812,-0.13001326,0.019323904,0.09360531,-0.2040546,0.01404325,0.16416827,0.099332586,-0.017765036,-0.01236112,-0.094489284,0.008346548,-0.013969531
0.023117414,-0.012668145,0.074796766,-0.084977135,-0.03773048,-0.4052975,-0.55054903,-0.284787,0.1586922,0.019293046,0.11231776,-0.06549421,1.3051575,-0.37836188,-0.14660376,-0.095754236,0.12756234,-0.053553864,0.0012427997,0.047294576,-0.87382936,-0.26879767,0.00074798893,-0.01532387,-0.11527966,0.15062459,-0.04339575,-0.03618604,0.00034671673,0.13548446,-0.14559546,-2.7239316,-0.1451704,-0.10476664,-0.28771093,0.0073808846,0.14727186,0.16590673,0.016163202,-0.1971925,0.043798007,0.011408515,-0.021485878,0.089063294,0.0105347475,0.0033118273
0.025487404,-0.019892698,-0.10515582,0.13907209,0.048360832,-0.3790317,-0.56111294,-0.17979568,0.17256825,0.014689385,-0.31289494,-0.3398528,0.074893996,-0.47254193,-0.05333056,-0.07927349,0.054038614,-0.053553864,-0.019483678,0.04805851,-0.96984524,-0.20820911,-0.0003259941,-0.01532387,-0.07968642,0.14367856,-0.038356673,-0.03175677,0.00034671673,0.061816577,-0.17166324,-2.831227,-0.101335935,-0.11165491,0.1435498,0.018927721,0.14727186,-0.25570154,0.009596646,-0.13592987,0.08532593,0.001442167,0.0018031248,-0.064897954,-0.021786146,-0.0034380201
0.029416472,-0.019892698,-0.101134814,0.024376243,0.05580786,-0.4219337,-0.7094816,-0.17979568,0.17644699,0.015487284,-0.32814884,-0.3434323,0.23094384,-0.22276379,-0.05333056,-0.08708226,0.054038614,-0.053553864,-0.037306305,0.04805851,-0.35508195,-0.13594814,-0.0003259941,-0.01532387,-0.13680504,0.15745823,0.006134496,-0.03175677,0.00034671673,0.027527407,-0.17419747,-3.0919302,-0.101335935,-0.11915575,0.17348373,0.015803603,0.14727186,-0.25570154,0.009596646,-0.15150012,-0.027243245,0.010821758,0.06799714,-0.094489284,0.0105347475,0.00016280764
0.029416472,-0.011036412,-0.08580795,-0.17247374,0.03823237,-0.2342034,-0.36235312,-0.18404987,0.13756247,0.014546487,-0.3345423,-0.31909195,-1.3041022,0.8435228,-0.06766162,-0.023044448,0.03284835,-0.013067709,-0.14446963,0.04837293,0.28247407,-0.12362471,-0.00088484725,-0.009984933,-0.07593483,0.16431697,0.006134496,-0.02899399,0.00067203585,0.009552836,-0.16633739,-3.1560478,-0.10613095,-0.19827868,0.22164896,0.020697458,0.14816123,0.12070306,0.04381008,0.16129468,0.065019764,-0.014478126,-0.011269813,-0.036260296,0.008346548,-0.011780981
0.06420457,-0.021046415,-0.16656777,0.19981828,0.054583587,-0.026072789,0.010667266,0.10369382,0.32658488,0.053037874,-0.1606173,0.4003534,1.6687938,0.9276145,0.029278804,0.0063922657,0.0536219,-0.0063610906,-0.1787099,0.08419734,0.3139915,-0.100589216,-0.013804098,-0.0033186087,-0.038594738,0.16917811,0.059628725,-0.0014941492,0.003639581,0.27770936,0.045338128,1.2855635,-0.02084855,-0.28085873,0.46459138,0.041042663,0.18171048,0.17891651,0.046133067,0.18192194,0.0032621166,-0.01361481,0.027706506,0.027289363,0.023217717,-3.52168e-05
0.06610472,-0.021046415,-0.18208735,-0.11124889,0.058143094,0.43685496,0.018768469,0.082554206,0.3326795,0.055002894,0.22271775,0.4879901,1.7100064,0.916979,-0.0024726707,0.20365436,0.04611042,-0.0063610906,-0.16733561,0.015607264,0.2788756,0.11378689,-0.008966632,-0.0033186087,-0.038594738,0.15676218,-0.01543677,-0.0014941492,0.003639581,0.31342834,0.041267928,1.4829385,0.04065493,-0.047170028,0.4711082,0.053904623,-0.08515918,0.13189226,-0.046576858,0.15458092,-0.020475082,-0.010594889,-0.0048048142,0.014158234,0.023217717,0.003934155
0.06555422,-0.01992589,-0.16675766,-0.11789621,0.0044135936,0.3389329,0.04429034,0.104498096,0.4123118,-0.013325203,0.20134257,0.79895043,1.7389745,1.0811465,-0.019056195,-0.10692681,0.04611042,0.022574455,-0.17119269,0.055707294,0.15480937,0.0656003,-0.01298647,0.003474949,-0.038594738,-0.063468635,-0.010507908,0.026982006,0.003639581,-0.27895838,0.011637322,1.4375936,0.1111387,-0.044938013,0.48956835,0.047655478,-0.26948175,0.04781064,0.003942651,-0.13721187,-0.0066574896,0.0058569843,-0.0061252825,0.031334013,0.023217717,0.001961899
0.054743744,-0.011069604,-0.3041888,-0.061295874,-0.01300111,0.32794604,-0.03830537,0.052619968,0.17129931,-0.057037406,0.29142812,-0.3497963,-1.3459482,-0.31209543,-0.026598487,-0.20747158,0.052091327,0.046386015,-0.114870034,0.04383228,-0.78826576,0.07334168,0.0011970934,0.006997437,-0.07593483,-0.34653723,-0.023718724,0.037163418,0.00048814924,-1.2892812,0.02722185,-2.2207422,0.08212987,-0.12706988,0.25050524,0.023611858,-0.36643973,-0.13364677,0.003942651,-0.1514764,-0.04662723,0.0104377875,-0.020148197,-0.00998861,-0.014285225,0.0008189813
0.05625404,-0.011069604,-0.3469746,0.08955697,-0.13674039,0.24715528,-0.04983374,0.04698153,0.12953168,0.004824976,-0.43061793,-0.4015194,-1.1711664,-0.5138335,-0.029128782,-0.20355634,0.0503655,0.046386015,-0.11661423,0.06678955,-0.6538148,0.059959378,-0.0070298696,0.011921053,-0.06546363,-0.25727606,-0.025290191,0.037163418,-0.0016639752,-1.2469485,0.02722185,-2.3318346,0.06751802,-0.10094011,0.1947804,0.011806695,-0.36643973,-0.13588944,0.003942651,-0.13620245,-0.053416688,0.016365923,-0.020148197,-0.00998861,-0.014285225,0.0008189813
0.05331553,-0.026980279,-0.35246226,-0.038020577,-0.18027999,0.13383107,-0.052331682,0.02474884,-0.1579261,0.0051569897,-0.5362347,-0.3111475,-1.1161909,-0.5096809,-0.029846847,-0.20994912,0.0503655,0.046386015,-0.12954533,0.08417083,0.035042256,0.05123424,-0.000979869,0.005636961,-0.05999608,0.15220615,-0.004140632,0.04754198,-0.0016639752,-1.4179887,0.06233386,-1.7428962,0.078700595,-0.094123766,-0.7818884,0.0146242585,-0.32097927,-0.11037412,0.005388244,-0.18944009,-0.062607005,0.02074106,-0.015606759,-0.0037548242,-0.014285225,0.0008189813
0.053142276,-0.026980279,-0.5332706,-0.18076418,-0.23367119,0.19967386,-0.013777029,0.046789575,-0.34678906,0.010869453,-0.56160164,-0.29580256,-1.1559663,-0.49545473,-0.029000226,-0.26103094,0.07579447,0.011556773,-0.24534869,-0.25385466,-0.21922003,0.03972033,-0.0013949283,0.0033771768,0.01143063,0.14040852,0.027302165,0.039162587,-0.0028612115,-2.243994,0.026004583,0.67765915,0.068088055,-0.09082961,-1.2896005,0.023903204,-0.040299624,0.07316347,-0.02428415,-0.2236899,-0.0068431124,0.012163055,-0.01739391,-0.007455007,0.012351857,-0.0005502546
0.053142276,-0.026980279,-0.5332706,-0.14337753,-0.23322648,-0.036551088,-0.007133366,0.031071175,-0.3503941,0.010869453,-0.45926207,-0.32162523,-1.1579776,-0.36273664,-0.029000226,-0.26103094,0.07579447,0.011556773,-0.2272292,-0.25385466,-0.18612243,0.03815608,0.0003356397,0.0033771768,0.012287347,0.13718353,0.0018067812,0.039162587,-0.0028612115,-2.1962354,0.013465448,0.59615463,0.061831594,-0.09596942,-1.2164968,0.014149514,-0.17284234,0.01930358,0.013194757,-0.22561048,-0.00268558,0.0017701965,-0.011587426,-0.012334159,-0.025276342,-0.0014861496
0.053142276,-0.026980279,-0.5332706,-0.18170826,-0.23367119,0.17290686,-0.013777029,0.032771435,-0.3503941,0.010869453,-0.55184793,-0.3244554,-1.0511293,-0.48708662,-0.029000226,-0.26103094,0.07579447,0.011556773,-0.2272292,-0.25385466,-0.20802422,0.03972033,0.0003356397,0.0033771768,0.01143063,0.14040852,0.0018067812,0.039162587,-0.0028612115,-2.236159,0.013465448,0.6112985,0.061831594,-0.09113164,-1.3063014,0.014149514,-0.16300772,0.07316347,0.011954801,-0.2236899,-0.0077669546,0.012163055,-0.019327952,-0.007455007,-0.025276342,-0.0005502546
0.053142276,-0.026980279,-0.5332706,-0.18041538,-0.23322648,0.17048416,-0.007133366,0.032771435,-0.35348943,0.015623584,-0.55184793,-0.30741593,-1.114656,-0.41165444,-0.029000226,-0.26103094,0.07579447,0.011556773,-0.2272292,-0.25385466,-0.20718868,0.03972033,-0.0013949283,0.0033771768,0.01143063,0.15003902,0.0018067812,0.039162587,-0.0028612115,-2.2882068,0.023743708,0.61812705,0.061831594,-0.09718484,-1.3051791,0.014149514,-0.16300772,0.07316347,0.011954801,-0.15666784,-0.04357189,0.012163055,-0.011587426,-0.007455007,-0.025276342,-0.0014861496
0.05203065,-0.026980279,-0.5503095,-0.18038182,-0.23322648,0.2536976,-0.007133366,0.036064457,-0.34678906,0.034872327,0.2127362,-0.37309834,-1.156052,-0.40967175,-0.056691375,-0.2188397,0.07579447,0.011556773,-0.24534869,-0.20784163,-0.20898633,0.076544546,-0.0010308569,0.0033771768,0.01143063,-0.2615002,-0.010863694,0.039162587,-0.0028612115,-2.2537887,-0.0034842463,0.64606327,0.06514686,-0.09737909,-1.3051791,0.013736598,-0.16300772,0.07316347,0.005388244,-0.2158855,-0.0264011,0.0104377875,-0.024822146,-0.011353863,0.013706487,-0.0014861496
0.05412842,-0.026980279,-0.55747616,-0.14907466,-0.23367119,0.24257194,-0.02064978,0.036064457,-0.28976595,-0.051709887,0.21005076,-0.37220064,-1.0491313,-0.487493,-0.056691375,-0.03791322,0.07579447,0.011556773,-0.2272292,-0.20378584,-0.21903338,0.050222464,-0.002761425,0.0033771768,0.01143063,-0.29082468,-0.010497102,0.037857596,-0.0028612115,-2.400595,-0.0054584555,0.6526586,0.06514686,-0.09608562,-1.3025737,0.013736598,-0.3328565,0.08588573,0.009834848,0.19567163,-0.031056331,-0.022915857,-0.019327952,-0.007455007,-0.025276342,-0.0005502546
0.05412842,-0.026980279,-0.55747616,-0.1480536,-0.23367119,0.15336701,0.009141486,0.036064457,-0.29174492,-0.051709887,-0.22732757,-0.3720589,-1.0092853,-0.4755046,-0.029000226,-0.14929272,0.07579447,0.011556773,-0.18071596,-0.20378584,-0.1988473,0.067379504,-0.0013949283,0.0033771768,0.01143063,-0.2939907,-0.010497102,0.037857596,-0.0028612115,-2.3493383,0.0023283176,0.613843,0.082385294,-0.09643747,-1.3098266,0.021425929,-0.3212429,-0.13519876,0.0075118616,0.1827114,0.11780458,-0.022915857,-0.016084034,0.010405556,0.013706487,0.002635268
0.05203065,-0.026980279,-0.55747616,-0.1370352,-0.23367119,0.15336701,0.021996453,0.036064457,-0.2995995,-0.051709887,-0.22377172,-0.37488908,-1.0579253,-0.46941355,-0.056019954,-0.18196882,0.07579447,0.011556773,-0.18071596,-0.20378584,-0.19899961,0.067379504,0.0040650717,0.0033771768,0.01143063,-0.29278442,-0.010497102,0.037857596,-0.0028612115,-2.3035376,0.0023283176,0.6087129,0.082385294,-0.09744023,-1.3092322,0.021425929,-0.3212429,-0.106274575,0.009834848,0.1803884,0.11780458,-0.022915857,-0.01739391,0.010405556,0.013706487,0.00022272847
0.05203065,-0.026980279,-0.55747616,-0.1370352,-0.23367119,0.23415776,0.021996453,0.036064457,-0.2995995,-0.051709887,0.21360663,-0.3736839,-1.0417135,-0.46487856,-0.02967165,-0.21769197,0.07579447,0.011556773,-0.18071596,-0.20378584,-0.23112084,0.067379504,0.0054315683,0.0033771768,0.01143063,-0.3034142,-0.010497102,0.037857596,-0.0028612115,-2.304744,0.0031668553,0.6312729,0.086313084,-0.097503796,-1.3092322,0.013736598,-0.3212429,-0.061288986,0.0075118616,0.2033961,0.11780458,0.013849091,-0.028874313,0.010405556,0.013706487,0.002635268
-0.19650109,0.02568493,0.19211829,-0.17293201,0.022522409,-0.38191915,-0.018285174,-0.28168672,-0.16977009,-0.37344313,-0.1195046,0.36140108,-0.48504406,-0.18839502,-0.19268402,0.14004427,-0.0023809273,-0.053553864,0.034656193,0.039284837,-0.8083453,-0.22742863,-0.005197828,-0.01532387,0.076243274,-0.38476884,-0.048606053,-0.023150254,0.00034671673,0.27797648,-0.055251215,-2.1932006,-0.16198541,-0.09654437,-0.35509828,0.21661998,0.09177296,-0.23742616,0.009596646,-0.16328077,-0.06526139,0.010242078,0.010192537,-0.094489284,0.020799153,-0.013969531
-0.19081624,0.012813764,0.110233374,-0.10071554,0.0028725963,-0.47994545,-0.01094408,-0.31312165,0.17526019,0.022160001,0.09197477,0.28360587,-0.42130768,-0.17664106,-0.21192695,0.14221855,-0.0023809273,-0.053553864,0.034656193,0.043628145,-0.07566241,-0.25539765,-0.0075312406,-0.009984933,0.076243274,-0.51597774,-0.048606053,-0.023150254,0.00034671673,0.34364358,0.027514864,-3.373164,-0.16642262,-0.08268362,-0.38980857,0.20317297,0.09177296,-0.23693478,0.016163202,-0.17869736,-0.061853956,0.011259098,0.010192537,-0.094489284,0.01934024,-0.013969531
-0.20120761,0.012813764,0.06460297,-0.18370183,-0.029278802,-0.57710946,0.0061273156,-0.19489063,0.16632792,0.023042332,0.10666094,0.2012142,-0.54127467,0.6462011,-0.10799703,0.14253308,-0.07461508,-0.0063610906,0.037103854,0.047567047,-1.526691,-0.27773467,-0.0075312406,-0.01532387,-0.17239828,0.12463781,-0.048606053,-0.046224263,0.00067203585,0.4015305,0.032110862,-1.9021,-0.18527137,-0.07231023,-0.46180382,-0.013937723,0.11319636,-0.07981165,0.009596646,-0.16012101,-0.05182918,0.007861331,-0.01254574,-0.064897954,-0.027292423,-0.0028156922
-0.1871228,0.008127145,0.14503747,-0.17767274,0.04663275,-0.46982852,-0.0022541978,-0.16670604,0.16721858,0.019804722,0.090085045,0.30190837,-0.29402846,-0.23286016,0.1822968,-0.056656513,-0.18370973,-0.053553864,0.040738802,0.042445295,-0.94572645,-0.27324846,-0.00084103784,-0.01532387,-0.17239828,0.12219634,-0.048606053,-0.023150254,0.00034671673,0.39589456,-0.050306212,-3.0271788,-0.16642262,-0.08759606,-0.3593234,-0.12040604,0.11319636,-0.2204978,-0.037707403,-0.17831634,-0.07226853,-0.013388722,0.010192537,-0.094489284,0.01934024,-0.0034380201
-0.19709231,0.008127145,0.066584244,0.20072144,0.052474692,-0.27354893,0.043702547,-0.09161063,0.14624213,0.02060262,-0.16469686,0.42178586,-0.33228773,0.43409654,0.069790535,-0.0545492,-0.08450259,-0.053553864,0.0393174,0.06618102,-0.30579722,-0.26950827,-0.00084103784,-0.01532387,-0.17239828,0.1401831,-0.064740404,-0.086821534,0.00067203585,0.37070972,-0.05548274,-3.5318258,-0.17975147,-0.0844135,-0.38560832,-0.027443858,-0.11161085,-0.22706781,0.011720263,0.18514623,0.062376343,0.012198988,-0.01254574,-0.064897954,-0.027292423,-0.009000506
-0.19709231,0.009142764,0.1072875,0.26517993,0.033652842,-0.053804528,0.043731574,-0.118708394,0.15043779,0.025861483,-0.17394333,0.3669194,-0.29684687,-0.2422431,0.19262321,-0.06126671,-0.19232713,-0.053553864,0.042145286,0.025193483,0.022141404,-0.13567944,-0.00084103784,-0.009984933,-0.17239828,0.15300414,-0.064740404,-0.061113548,0.00034671673,0.4341574,0.022584224,-3.4753342,-0.16090272,-0.10048385,-0.4155304,-0.12533373,-0.09487294,-0.23388726,0.011720263,0.18817975,0.106815875,-0.019647455,0.04649523,0.089063294,0.01934024,-0.0034380201
0.2547908,-0.021046415,0.05951,0.010377375,0.047667727,0.35315508,0.07169746,-0.08605383,0.37174183,0.07969953,0.21436173,0.4782303,0.04655676,0.83208376,0.062478453,-0.07834894,-0.12673718,-0.0063610906,0.057619374,0.038441755,0.23485333,0.12954211,0.011871049,-0.0033186087,-0.038594738,0.15081733,-0.017925467,-0.023575753,0.003639581,0.7978366,0.011073601,1.3321627,0.022959422,0.2582479,0.4681629,0.005268799,-0.049221165,-0.14195238,0.013851707,0.20012218,0.046616394,-0.010594889,0.019562708,0.015717087,0.042929888,0.003934155
0.27018517,-0.021046415,-0.17683758,0.014991179,0.047667727,0.3461131,0.088194825,0.07322663,0.3723876,-0.0068826787,0.21856365,0.61618876,0.022271272,0.88381743,0.03427666,-0.0025957958,0.060479216,0.022574455,0.084732585,-0.19251993,0.2644555,0.08910416,0.011871049,-0.0033186087,-0.038594738,-0.018588465,-0.017422281,-0.022132438,0.003639581,0.8018485,0.0041740965,1.4377444,0.11529702,0.29769686,0.48374894,0.03372461,-0.19771695,0.11339018,0.016174693,0.14396255,0.0011470569,-0.008732216,0.051679242,0.015717087,0.042929888,-3.52168e-05
0.12693702,-0.021046415,-0.17975047,0.09985125,0.031504773,0.3990728,0.0872111,0.09938349,0.44245666,-0.0068826787,0.23589762,0.686076,1.1111497,1.0063343,-0.010296258,-0.08466692,0.0536219,0.022574455,-0.12472045,-0.19251993,0.1763173,0.115229696,0.011657629,0.0030116,-0.038594738,-0.03624249,-0.018254973,0.063559875,-0.012406396,0.7913322,-0.021216843,1.4018406,0.13039844,0.22444572,0.48982662,0.03372461,-0.22580539,-0.1877461,-0.019699747,-0.13139795,-0.011947073,-0.0043559032,-0.0048048142,0.032446746,0.023232285,0.003934155
0.06611039,-0.011069604,-0.17039824,0.10291099,-0.006320196,0.24381219,0.04996176,0.028777996,0.16280505,-0.050167307,0.18564641,-0.46387246,-1.2470254,0.67532015,-0.01385088,-0.20223288,0.0415184,0.011556773,-0.15191972,0.06480768,-0.8046837,0.07621519,0.0050028223,0.007592776,-0.07046726,-0.33129865,-0.015945848,0.066733986,-0.0041299667,-1.6101524,-0.006021864,-1.116625,0.08602767,0.27295476,-0.8337583,0.012428712,-0.30305395,-0.13883807,0.0018651914,-0.15229696,0.0038042683,0.007040021,-0.009540126,-0.019984933,-0.014332223,0.001961899
0.064424545,-0.011069604,-0.31632018,0.088847436,-0.12589094,0.1607628,-0.011672126,0.03759942,0.1745399,0.01602163,-0.40580183,-0.3924822,-1.0403776,-0.47908235,-0.025187835,-0.20248784,0.0503655,0.046386015,-0.12954533,0.06558509,-0.52552515,0.059865806,0.0050028223,0.007592776,-0.05999608,-0.23997669,-0.015945848,0.042897608,-0.0016639752,-1.2870291,0.021190034,-1.9534322,0.06751802,0.22123666,-0.7302021,-0.010909885,-0.30305395,-0.13883807,0.0018651914,-0.13620245,-0.018951062,0.016365923,-0.020428738,-0.01039302,-0.012522478,0.0008189813
0.06446597,-0.011069604,-0.27277806,0.04090833,-0.16943054,0.13590337,-0.04884461,0.0142074255,0.1745399,0.016353643,-0.42085004,-0.39832148,-1.0311879,-0.4751853,-0.025905896,-0.2075498,0.0503655,0.046386015,-0.12954533,-0.16724557,-0.09469897,0.052118678,0.0050028223,0.005636961,-0.05999608,-0.17355053,0.052717764,0.04754198,-0.0016639752,-1.508942,0.0152889425,-1.9328742,0.06751802,0.20991737,-0.90879816,-0.00809232,-0.31466755,-0.11049341,0.005388244,-0.15032415,-0.03960115,0.016365923,0.07832832,-0.0040117116,-0.011000039,0.0008189813
