year,country,iso,ifs,pop,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisjst,crisisjst_old,peg,peg_strict,peg_type,peg_base,jsttrilemmaiv,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,P_pos,P_neg,P_neutral,n_speeches,net_sentiment,P_pos_lag1,P_pos_lag2,P_neg_lag1,P_neg_lag2,P_neutral_lag1,P_neutral_lag2,net_sentiment_lag1,net_sentiment_lag2,crisis_w2,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,P_pos_lag1_dm,P_neg_lag1_dm,P_neutral_lag1_dm,net_sentiment_lag1_dm,P_pos_lag2_dm,P_neg_lag2_dm,P_neutral_lag2_dm,net_sentiment_lag2_dm
2017,Germany,DEU,134,83979.28274973998,22861.229874936176,120.75612068377905,110.86569498916018,6390.0095428,0.2041148887718997,162.76894379880093,470.54716366536223,2013.825249075,2507.269618678,4532.43848617,5718.064587999999,-0.355,0.3163361,177.98039472691866,3.7455,185.557716103942,0.6465770000000001,795.53580833,735.66198454,1.630809638956059,5104.912,2550.989069,2360.657,2744.255073,4496.83251953125,6.590694222301538,82.6475241938063,56.40418147518367,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,0.1638000011444091,0.1020183339715004,0.0113844694569706,-0.003291,,,0.0611628293991088,0.0408555045723915,0.0385006926953792,0.135900005698204,0.024562019854784,,,,0.003163,0.0278999991714954,0.0930601730942726,0.1192497909069061,0.0040467348881065,0.168616,0.109668,0.721716,58.0,0.058948,0.178449,0.192,0.146539,0.115726,0.675012,0.692274,0.031911,0.076274,0,4913.002,4772.176,4664.23,2463.83924003,2451.2515181500003,2397.22562606,5480.626826,5186.469994,4747.190576,0.09149919,0.4951937,1.163472,-0.32,-0.1075,0.0966666666666666,167.72226885066104,155.98114849757638,148.96199681518544,0.6927679999999999,0.72207,0.756694,160.03079849716042,159.43277608125177,158.35633573261617,547.5042360550319,518.4999282385141,448.9032025650593,22347.948539301786,22037.585410165317,21903.314593546904,0.6713361,0.41149919,0.6026937,1.0668053333333334,0.029509808523407354,0.005135222471784463,0.056716192774718996,0.07527268818172014,0.014083354567207136,354.0775723008701,260.7163617850001,191.92033333333347,258.77984605304346,280.3892813645457,251.71874733428604,1566.293417985507,1378.412219439394,1042.4351762698416,-2.813679150144928,-2.5535670419696967,-2.011593348730159,-2.0063112898550726,-1.888302712121212,-1.786158396825397,33.60118148649158,24.889064375702475,20.66548563490727,0.021401434782608697,0.0469708636363636,0.0786241904761904,15.961547626280748,16.458736686855673,16.474891058610098,292.49094279136466,274.8133266972816,219.04734113397956,1876.5901859412043,1691.6141756469515,1685.645702679638,-0.8073678602898551,-0.6652643298484849,-0.22543495190476182,0.009096974858228753,-0.03291355387444114,0.012936863638257745,0.05153133761641331,0.0015066047042234815,-0.011745913043478245,0.040617130434782614,-0.028871217391304382,-0.05236213043478261,-0.00023413636363636692,0.009032636363636368,-0.008798500000000042,-0.009266863636363643
2018,Germany,DEU,134,84232.26605913528,23040.320451191405,121.70126693461734,112.11828897383118,6586.9616238,0.2105719952729626,165.91852852258663,534.1321438544414,2126.830759479,2583.127854309,4851.13316135,5977.407646,-0.361666666666667,0.396364,189.799115895384,3.3835,191.0022980378292,0.612715,779.28286103,754.94646834,1.7081484716157205,5333.60904073,2703.32475604,2431.9768135,2901.63222723,4776.34619140625,6.790594802390795,83.7050497175332,55.32465306346334,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,-0.168500006198883,0.1055053025484085,0.0253237299621105,-0.003221,,,0.0664036273956298,0.0391016788780689,0.0366668663918972,-0.1904000043869018,0.027050394564867,,,,0.003964,0.0219000000506639,0.0386222079396247,0.0468208193778991,0.0110513651743531,0.187004,0.103833,0.709163,46.0,0.08317,0.168616,0.178449,0.109668,0.146539,0.721716,0.675012,0.058948,0.031911,0,5104.912,4913.002,4772.176,2550.989069,2463.83924003,2451.2515181500003,5718.064587999999,5480.626826,5186.469994,0.3163361,0.09149919,0.4951937,-0.355,-0.32,-0.1075,177.98039472691866,167.72226885066104,155.98114849757638,0.6465770000000001,0.6927679999999999,0.72207,162.76894379880093,160.03079849716042,159.43277608125177,470.54716366536223,547.5042360550319,518.4999282385141,22861.229874936176,22347.948539301786,22037.585410165317,0.758030666666667,0.6713361,0.41149919,0.6026937,0.039061657210805095,0.03537155653424009,0.04332310327599735,0.06116138272247795,0.022967716017947604,545.9875723008699,401.54236178500014,299.8663333333343,345.9296750230437,292.97700324454536,305.7446394242861,1803.7311799855065,1672.5690514393937,1481.7145942698417,-2.588842240144928,-2.957261551969697,-2.679871648730159,-2.0413112898550727,-2.100802712121212,-1.9903250634920635,43.859307362749206,36.63018472878713,27.68463731729821,-0.024789565217391174,0.017668863636363552,0.044000190476190415,18.699692927921262,17.056759102764318,17.551331407245698,215.53387040169497,303.81763451379936,288.6440668074344,2389.8715215755947,2001.9773047834205,1819.9165192980508,-0.5475309502898551,-0.8564588398484849,-0.6895465852380952,0.018648823545626494,-0.002677219811985515,-0.0004562258604638991,0.03742003215717112,0.01039096615496395,-0.021578913043478254,0.003746130434782613,0.017832782608695696,-0.025325130434782614,-0.013785136363636374,0.039845636363636375,-0.026060500000000042,-0.053629863636363635
2019,Germany,DEU,134,84422.25754048835,23229.87496788937,122.70878889311852,113.6172759647393,6793.2821305,0.2136893776901262,168.16390335351838,504.2005111572316,2155.624488739,2602.063418037,5179.673484749999,6252.397344,-0.3925,-0.2536345,200.75915869467175,3.14,197.4368039596959,0.5892499999999999,805.40101485,776.47037749,1.7409916325440622,5603.14979635,2957.39685219,2550.99102483,3052.15877152,4993.5322265625,6.609986769187221,85.21191401370127,56.930380160342864,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,0.2276999950408935,0.0949440002441406,0.0585341416299343,-0.003563,,,0.057748794555664,0.0371952056884765,0.0351644977927207,0.1916999965906143,0.030208945274353,,,,-0.002536,0.0359999984502792,0.106398120522499,0.1275862902402877,0.0274855699390172,0.145332,0.088949,0.765719,32.0,0.056383,0.187004,0.168616,0.103833,0.109668,0.709163,0.721716,0.08317,0.058948,0,5333.60904073,5104.912,4913.002,2703.32475604,2550.989069,2463.83924003,5977.407646,5718.064587999999,5480.626826,0.396364,0.3163361,0.09149919,-0.361666666666667,-0.355,-0.32,189.799115895384,177.98039472691866,167.72226885066104,0.612715,0.6465770000000001,0.6927679999999999,165.91852852258663,162.76894379880093,160.03079849716042,534.1321438544414,470.54716366536223,547.5042360550319,23040.320451191405,22861.229874936176,22347.948539301786,0.13886550000000003,0.758030666666667,0.6713361,0.41149919,0.04479940902605169,0.05971632293184075,0.045355041729374816,0.06640462387219226,0.007833811970526294,774.6846130308695,593.452361785,440.6923333333343,498.26536206304354,380.12683221454563,318.33236130428577,2063.074237985507,1910.0068134393932,1775.8714262698413,-2.508814340144928,-2.732424641969697,-3.083566158730159,-2.0479779565217395,-2.1358027121212118,-2.2028250634920634,55.67802853121455,46.88831060504475,39.425757670382865,-0.05865156521739123,-0.02852213636363632,0.014698190476190365,21.849277651706956,19.794904404404832,18.149353823154343,279.1188505907742,226.8605621241297,317.6483746239522,2568.962097830823,2515.258640417811,2130.27964843452,-0.46083638362318813,-0.5966219298484849,-0.8807410952380952,0.024386575360873085,0.02166754658561515,0.0015757125929135654,0.04266327330688543,-0.004742937892457361,-0.0031909130434782385,-0.002088869565217394,0.00527978260869566,-0.0011031304347826204,-0.023618136363636383,0.0029746363636363737,0.020643500000000037,-0.026592863636363637
2020,Germany,DEU,134,84491.34535188948,22152.35037955646,116.89387833353928,106.77176817122792,6586.3748748,0.2185169677748874,168.78903611894825,428.87630657820006,2003.876528614,2361.29116147,5815.85022051,6763.651306,-0.460833333333333,-0.511024,216.32221668807463,3.81,198.1438925225384,0.687242,746.79652473,1000.82363679,1.5938635808002606,5853.85199741,3132.90912473,2678.7438846,3175.10811281,5220.21044921875,6.091804185581244,83.30632095272847,57.50032677979655,0.0,0.0,0.0,0.0,FLOAT,USA,0.0,0.0759000033140182,0.1131850779056549,0.0320801883935928,-0.004252,,,0.0775210857391357,0.0356639921665191,0.0330981835722923,0.050000000745058,0.0246666669845581,,,,-0.00511,0.0258999988436698,0.0834122598171234,0.1037548929452896,0.0139140943065285,0.238483,0.083233,0.678284,21.0,0.15525,0.145332,0.187004,0.088949,0.103833,0.765719,0.709163,0.056383,0.08317,0,5603.14979635,5333.60904073,5104.912,2957.39685219,2703.32475604,2550.989069,6252.397344,5977.407646,5718.064587999999,-0.2536345,0.396364,0.3163361,-0.3925,-0.361666666666667,-0.355,200.75915869467175,189.799115895384,177.98039472691866,0.5892499999999999,0.612715,0.6465770000000001,168.16390335351838,165.91852852258663,162.76894379880093,504.2005111572316,534.1321438544414,470.54716366536223,23229.87496788937,23040.320451191405,22861.229874936176,-0.05019066666666705,0.13886550000000003,0.758030666666667,0.6713361,0.050536279198879624,0.09398504400269721,0.04600484261501216,0.057745489211492695,0.008227078138931128,1044.2253686508693,822.1494025149996,632.6023333333342,752.3374582130436,532.4625192545454,405.48219027428604,2338.063935985507,2169.3498714393936,2013.309188269841,-3.158812840144928,-2.6523967419696968,-2.858729248730159,-2.0788112898550724,-2.142469378787879,-2.2378250634920636,66.6380713305023,58.707031773510096,49.68388354664049,-0.0821165652173913,-0.06238413636363638,-0.031492809523809506,24.094652482638708,22.944489128190526,20.887499124794857,249.1872178935643,290.4455423132089,240.6913022342825,2758.5166145287876,2694.3492166730393,2643.5609840689103,-1.080001550289855,-0.509927363181818,-0.6209041852380952,0.030123445533701023,0.055936267656471604,0.0022255134785509126,0.034004138646185865,-0.004349671724052527,-0.04486291304347825,-0.01697286956521739,0.06183578260869571,-0.027890130434782612,-0.005230136363636367,-0.002860363636363633,0.0080905,-0.002370863636363643
2001,Denmark,DNK,128,5355.826,23048.49108354821,95.6797025140421,87.31,1371.52622,0.197685701664408,124.72129196456022,40.34961,367.0322,424.6695,414.851,531.8484689457214,4.6186,5.079166666666667,192.96658301413288,4.1642,137.19514611502348,0.5838596838003851,502.364,491.726,8.4095,1779.8,1154.48,876.667,903.133,1272.1619873046875,6.095427513122559,104.12841033935548,55.237003326416016,0.0,0.0,1.0,1.0,PEG,DEU,0.26100001,-0.128663420677185,0.0972797349095344,0.0542312189936637,0.0461860001087188,,,0.0583915188908577,0.0388882160186767,0.0367427505552768,-0.1444955915212631,0.0185062531381845,,,,0.0507916659116745,0.0158321820199489,0.0467883199453353,0.0459419600665569,0.0502086095511913,0.25258,0.328217,0.419204,1.0,-0.075637,0.211621,0.2045982,0.10598,0.23931515,0.682399,0.5560868,0.105641,-0.0347169,0,1621.6,1445.87,1362.82,1055.754,1015.192,953.509,499.4319297606768,523.5446553677705,505.1711820162172,5.641666666666667,4.909999999999999,4.9375,4.9074,3.3076,4.1462,182.32069739796592,171.1861048738608,160.36190727777043,0.6039998021583289,0.6705508317442319,0.7240180609410665,121.90258950781184,118.67806939825036,116.29192451717488,18.28277,21.25793,-13.45587,22966.1184617287,22255.437367132006,21770.86503846103,0.4605666666666668,0.7342666666666666,1.6023999999999994,0.7912999999999997,0.12153928084820906,0.039955003585528545,-0.046056674172626995,0.06504378689093762,0.031932919711848244,-1221.512192769284,-1351.0222363184425,-1387.576089314842,-834.710561947378,-836.8687223160371,-860.9373827254551,-394.37904353315037,-347.6001121666852,-344.315469686546,2.5200471014637684,1.63823106060606,1.531678571444445,2.962774562347073,1.249573027302243,1.9667995206658424,-85.01816229525858,-91.5017650199037,-97.68149379544465,0.13421012982861286,0.1943902226369103,0.24104942137837881,-19.223952879695005,-21.532501625636144,-22.970941967954033,-69.0259904047826,-60.79676422954546,-91.60429260714287,-923.3183163367503,-1518.9615763801776,-1898.2862791865773,-0.4427274608833047,0.3886580333038172,-0.43512094922139766,0.06750639558379194,-0.013613518437354664,-0.09656861998994096,0.020116383160699962,0.02210459624893812,0.007022799999999996,-0.13333515,0.12631219999999999,0.14035789999999998,-0.0019237363636363525,-0.002479006818181806,0.004402736363636306,0.0005552681818181762
2002,Denmark,DNK,128,5374.693,23074.607093618422,95.89662610475808,88.4,1410.27103,0.1958510625123385,127.67054816232984,27.31893,384.7095,442.7536,438.084,564.0340665095184,3.4848,5.055833333333334,199.94056267335887,4.274,142.94847582530568,0.582495408807368,515.575,508.289,7.0822,1883.8,1247.2679,938.597,945.203,1238.6839599609375,5.733957290649414,106.11653900146484,60.26415252685547,0.0,0.0,1.0,1.0,PEG,DEU,-1.095,-0.2023430466651916,0.0737983435392379,0.0985339805483818,0.0348480008542537,,,0.0361408963799476,0.0376574471592903,0.0363439433276653,-0.2137462198734283,0.0142958322539925,,,,0.0505583323538303,0.0112401517108082,0.0341316200792789,0.0258075315505266,0.0666909888386726,0.092859,0.216368,0.690772,2.0,-0.12351,0.25258,0.211621,0.328217,0.10598,0.419204,0.682399,-0.075637,0.105641,0,1779.8,1621.6,1445.87,1154.48,1055.754,1015.192,531.8484689457214,499.4319297606768,523.5446553677705,5.079166666666667,5.641666666666667,4.909999999999999,4.6186,4.9074,3.3076,192.96658301413288,182.32069739796592,171.1861048738608,0.5838596838003851,0.6039998021583289,0.6705508317442319,124.72129196456022,121.90258950781184,118.67806939825036,40.34961,18.28277,21.25793,23048.49108354821,22966.1184617287,22255.437367132006,1.5710333333333342,0.4605666666666668,0.7342666666666666,1.6023999999999994,0.09755796743956589,0.09351231442173094,0.06490682163749184,0.05839098779295113,0.0035867019477749057,-1063.312192769284,-1175.2922363184425,-1304.526089314842,-735.9845619473779,-796.3067223160372,-799.2543827254551,-361.96250434810577,-371.7128377737789,-325.9419963349927,1.9575471014637684,2.3698977272727273,1.5041785714444442,2.6739745623470728,2.849373027302243,1.128199520665842,-74.37227667909161,-80.3671724957986,-86.85729619935427,0.11407001147066903,0.12783919305100733,0.18758219218154426,-16.405250422946622,-18.307981516074662,-20.584797086878552,-46.959150404782605,-63.77192422954546,-56.89049260714286,-840.9456945172387,-808.280481783484,-1413.713950515601,-0.7164274608833046,-0.47947530002951555,0.37597905077860205,0.04352508217514878,0.03994379239884773,0.014394875820177885,0.013463584062713467,-0.006241621515135218,0.04798180000000002,0.08890184999999998,-0.13688279999999997,-0.0409201,0.005099063636363643,-0.13581415681818182,0.1307149363636363,0.14091316818181818
2003,Denmark,DNK,128,5394.138,23079.65495889984,96.08936634780096,89.09,1436.75124,0.1926443395754949,130.22657020039688,45.87041,369.7009000000001,429.272,469.138,603.6094,2.375261,4.308333333333334,206.25412759212787,5.3984,148.2732915200818,0.5664719291720003,523.637,525.58,5.9576,2009.27,1356.52,1022.89,986.378,1235.5179443359375,5.933396816253662,100.37727355957033,57.39339828491211,0.0,0.0,1.0,1.0,PEG,DEU,-0.95999998,0.3308322727680206,0.0688959434628486,0.0425905957818031,0.0237526092678308,,,0.0315743125975132,0.0373216308653354,0.0361792929470539,0.3003722429275512,0.0228879563510417,,,,0.043083332479,0.0297628622502088,0.1065226718783378,0.1231604889035224,0.0331716015934944,0.157298,0.23128,0.611422,3.0,-0.073982,0.092859,0.25258,0.216368,0.328217,0.690772,0.419204,-0.12351,-0.075637,0,1883.8,1779.8,1621.6,1247.2679,1154.48,1055.754,564.0340665095184,531.8484689457214,499.4319297606768,5.055833333333334,5.079166666666667,5.641666666666667,3.4848,4.6186,4.9074,199.94056267335887,192.96658301413288,182.32069739796592,0.582495408807368,0.5838596838003851,0.6039998021583289,127.67054816232984,124.72129196456022,121.90258950781184,27.31893,40.34961,18.28277,23074.607093618422,23048.49108354821,22966.1184617287,1.9330723333333335,1.5710333333333342,0.4605666666666668,0.7342666666666666,0.05843353185751208,0.08037202896542169,0.060516480620125275,0.0361408672439166,0.0011330897964445168,-959.3121927692839,-1017.0922363184425,-1128.796089314842,-643.1966619473778,-697.580722316037,-758.6923827254552,-329.7769067843087,-339.2962985887343,-350.0547219420864,1.9342137681304359,1.8073977272727273,2.2358452381111116,1.5401745623470728,2.560573027302243,2.727999520665842,-67.39829701986562,-69.72128687963163,-75.72270367524916,0.11270573647765197,0.1076990746930635,0.12103116259564128,-13.455994225177008,-15.489279059326279,-17.36027697731707,-59.9898304047826,-41.70508422954546,-59.86565260714286,-814.8296844470278,-725.9078599639724,-703.0328559189074,0.3940392057833628,-0.7531753000295154,-0.4921542825547307,0.004400646593094963,0.026803506942538476,0.01000453480281132,-0.008786536486321057,-0.008695233666465607,-0.11173920000000001,-0.02294715,0.13468520000000006,-0.0887931,0.046058063636363666,0.08642284318181817,-0.13248006363636367,-0.04036483181818182
2004,Denmark,DNK,128,5413.392,23525.718634718723,97.89024731551054,93.22,1506.0008,0.2080786606431039,131.37953275664495,52.38096,400.1245,452.3997,536.546,680.7305,2.161666666666667,4.305,224.67969885087837,5.2041,153.3908023987082,0.5359870302506989,575.725,549.349,5.4676,2192.1,1449.173,1125.49,1066.61,1319.3929443359375,5.717918872833252,103.24017333984376,56.59328842163086,0.0,0.0,1.0,1.0,PEG,DEU,-0.26967001,0.2403134852647781,0.1265471279621124,0.0851976573467254,0.0216166675090789,,,0.089336447417736,0.037210676819086,0.034159030765295,0.2157532721757888,0.0198016241192817,,,,0.0430499985814094,0.0240738894790411,0.1338360756635666,0.1500020921230316,0.0534071624279022,0.143708,0.134813,0.721479,3.0,0.008896,0.157298,0.092859,0.23128,0.216368,0.611422,0.690772,-0.073982,-0.12351,0,2009.27,1883.8,1779.8,1356.52,1247.2679,1154.48,603.6094,564.0340665095184,531.8484689457214,4.308333333333334,5.055833333333334,5.079166666666667,2.375261,3.4848,4.6186,206.25412759212787,199.94056267335887,192.96658301413288,0.5664719291720003,0.582495408807368,0.5838596838003851,130.22657020039688,127.67054816232984,124.72129196456022,45.87041,27.31893,40.34961,23079.65495889984,23074.607093618422,23048.49108354821,2.1433333333333326,1.9330723333333335,1.5710333333333342,0.4605666666666668,0.0666047351098843,0.0875931305535883,0.07016479294484913,0.031577208918249465,0.00021876278373608184,-833.8421927692839,-913.0922363184425,-970.596089314842,-533.9445619473779,-604.792822316037,-659.9663827254551,-290.2015732938271,-307.11070102493727,-317.6381827570418,1.1867137681304354,1.7840643939393948,1.6733452381111116,0.430635562347073,1.426773027302243,2.439199520665842,-61.08473210109662,-62.747307220405645,-65.0768180590822,0.09668225684228421,0.10633479970004645,0.10089104423769746,-10.899972187109967,-12.540022861556665,-14.541574520568687,-41.438350404782604,-54.73576422954546,-37.798812607142864,-809.7818191656115,-699.7918498937615,-620.6602340993959,0.7560782057833622,0.357291366637152,-0.7658542825547305,0.012571849845467178,0.034024608530705096,0.019652847127535178,-0.013350194811988195,-0.009609560679174041,-0.047300200000000014,-0.008035149999999991,0.05533520000000003,-0.03926510000000001,-0.11366293636363636,-0.025426156818181805,0.13908793636363637,-0.08823783181818182
2005,Denmark,DNK,128,5432.335,24016.885909203032,100.0,96.89,1585.98417,0.2117276166456494,133.5816440509796,67.569035,435.1274,493.6786,643.536,781.4231,2.1994750833333336,3.4041666666666672,264.1658961828028,4.8299,158.63170129845608,0.4535869784682926,631.177,547.75,6.3241,2521.81,1615.658,1304.72,1217.09,1507.1529541015625,5.711240768432617,113.6417007446289,58.358028411865234,0.0,0.0,1.0,1.0,PEG,DEU,0.041669998,0.4315419495105743,0.2107134908437729,0.0786141455173492,0.0219947509467601,,,0.175743281841278,0.0349702090024948,0.0297430641949176,0.3956402838230133,0.0250790230929851,,,,0.0340416654944419,0.0350012965500354,0.2349425107240677,0.2608046233654022,0.0503044500946998,0.276726,0.134302,0.588972,2.0,0.142425,0.143708,0.157298,0.134813,0.23128,0.721479,0.611422,0.008896,-0.073982,0,2192.1,2009.27,1883.8,1449.173,1356.52,1247.2679,680.7305,603.6094,564.0340665095184,4.305,4.308333333333334,5.055833333333334,2.161666666666667,2.375261,3.4848,224.67969885087837,206.25412759212787,199.94056267335887,0.5359870302506989,0.5664719291720003,0.582495408807368,131.37953275664495,130.22657020039688,127.67054816232984,52.38096,45.87041,27.31893,23525.718634718723,23079.65495889984,23074.607093618422,1.2046915833333336,2.1433333333333326,1.9330723333333335,1.5710333333333342,0.09099324630338378,0.06830197859228027,0.1277665655968909,0.08933431526368031,0.019327137975556102,-651.012192769284,-787.6222363184424,-866.596089314842,-441.2915619473779,-495.5407223160371,-567.1784827254551,-213.08047329382714,-267.53536753445564,-285.4525851932448,1.1833804347971015,1.0365643939393943,1.650011904777779,0.21704122901374,0.31723402730224315,1.305399520665842,-42.659160842346125,-56.43374230163664,-58.10283839985621,0.06619735792098286,0.09031132006467868,0.0995267692446804,-9.747009630861896,-9.984000823489623,-11.592318322799073,-34.9278004047826,-36.18428422954546,-50.82949260714286,-363.7181433467267,-694.7439846123452,-594.544224029185,0.9663392057833613,0.7193303666371513,0.34461238411193684,0.03696036103896666,0.014733456569397056,0.07725461977957694,0.04440691153344265,0.009498814512645979,-0.060890200000000005,-0.10450215000000002,0.1653922,0.043612899999999996,-0.04922393636363637,-0.010514156818181797,0.059737936363636335,-0.03870983181818183
2006,Denmark,DNK,128,5450.661,24748.725842375054,103.5720357286734,100.0,1682.26021,0.2327171134755989,136.09834267307636,53.05553100000001,499.9485,539.7677,699.268,867.8161,3.181489816017316,3.811666666666667,321.1398758420288,3.897,164.88521673338556,0.4102239437137638,647.12,556.848,5.6614,2862.4,1778.392,1464.61,1397.79,1848.4940185546875,6.181905269622803,131.1616668701172,60.49385833740234,0.0,0.0,1.0,1.0,PEG,DEU,0.74583,0.2244341820478439,0.2460252791643142,-0.0121410023421049,0.0318148992955684,,,0.2156749963760376,0.0303502883762121,0.0249657910317182,0.15219047665596,0.0590017102658748,,,,0.038116667419672,0.0679812058806419,0.2175173163414001,0.2411953955888748,0.0098369484767317,0.349151,0.108793,0.542056,2.0,0.240358,0.276726,0.143708,0.134302,0.134813,0.588972,0.721479,0.142425,0.008896,1,2521.81,2192.1,2009.27,1615.658,1449.173,1356.52,781.4231,680.7305,603.6094,3.4041666666666672,4.305,4.308333333333334,2.1994750833333336,2.161666666666667,2.375261,264.1658961828028,224.67969885087837,206.25412759212787,0.4535869784682926,0.5359870302506989,0.5664719291720003,133.5816440509796,131.37953275664495,130.22657020039688,67.569035,52.38096,45.87041,24016.885909203032,23525.718634718723,23079.65495889984,0.630176850649351,1.2046915833333336,2.1433333333333326,1.9330723333333335,0.15040828429359976,0.11488276416963324,0.1479184493716676,0.17574439316892493,0.02087788611734289,-321.3021927692839,-604.7922363184425,-741.1260893148419,-274.806561947378,-402.88772231603707,-457.92638272545514,-112.38787329382717,-190.4142675344557,-245.87725170276315,0.28254710146376905,1.0332310606060604,0.9025119047777785,0.2548496456804066,0.10363969396891015,0.19586052066584214,-3.1729635104217095,-38.00817104288615,-51.78927348108721,-0.01620269386142348,0.05982642114337733,0.08350328960931264,-7.54489833652724,-8.831038267241553,-9.036296284732032,-19.739725404782604,-29.67373422954546,-32.27801260714286,127.4491311375823,-248.68030879346043,-589.4963587477687,0.027697455783362246,0.9295913666371505,0.7066513841119362,0.09637539902918264,0.06131424214675003,0.09740650355435364,0.13081698943868728,0.011049562654432767,0.07212780000000002,-0.10501315,0.03288520000000006,0.1771419,-0.06281393636363636,-0.10698115681818182,0.1697949363636363,0.04416816818181818
2007,Denmark,DNK,128,5468.12,25060.28763084936,104.05131066273592,101.5,1738.8453,0.2351621808143547,138.35236087649176,24.071912,528.9594000000001,553.4892,755.095,986.3487,4.3275,4.285833333333333,335.8076872275789,3.801,169.5873746516259,0.3406389801234498,712.148,624.983,5.0753,3228.84,1953.2841,1599.86,1628.98,1873.093017578125,5.692542552947998,132.36778259277344,59.92905807495117,0.0,0.0,1.0,1.0,PEG,DEU,1.02334,0.0713431760668754,0.0711543932557106,0.0030361106619238,0.0432749986648559,,,0.0456747822463512,0.0254796091467142,0.0243666674941778,0.0549323372542858,0.0153180053457617,,,,0.0428583323955535,0.0161594599485397,0.0670603737235069,0.0711969137191772,0.0231555551290512,0.178711,0.389596,0.431693,6.0,-0.210885,0.349151,0.276726,0.108793,0.134302,0.542056,0.588972,0.240358,0.142425,1,2862.4,2521.81,2192.1,1778.392,1615.658,1449.173,867.8161,781.4231,680.7305,3.811666666666667,3.4041666666666672,4.305,3.181489816017316,2.1994750833333336,2.161666666666667,321.1398758420288,264.1658961828028,224.67969885087837,0.4102239437137638,0.4535869784682926,0.5359870302506989,136.09834267307636,133.5816440509796,131.37953275664495,53.05553100000001,67.569035,52.38096,24748.725842375054,24016.885909203032,23525.718634718723,-0.04166666666666696,0.630176850649351,1.2046915833333336,2.1433333333333326,0.1350577561354742,0.10072304906112566,0.11055854376457522,0.21567500000000012,0.030471891149367842,19.287807230716226,-275.0822363184425,-558.296089314842,-112.07256194737784,-236.40272231603717,-365.2733827254551,-25.99487329382714,-89.72166753445572,-168.7561517027632,0.6900471014637688,0.13239772727272792,0.8991785714444447,1.236864378364389,0.14144811063557672,-0.017733812667490856,53.80101614880431,1.4780262890382687,-33.36370222233671,-0.059565728615952274,-0.022573630639029008,0.053018390688011285,-5.028199714430485,-6.628926972906896,-7.8833337284839615,-34.253229404782594,-14.485659229545462,-25.76746260714286,859.2890643096034,242.4869656908486,-143.43268292888388,-0.5468172769006203,-0.00905038336284858,0.9169123841119353,0.08102487087105707,0.047154527038242446,0.06004659794726126,0.17074759626976246,0.02064356768645772,0.14455279999999998,-0.13052215,-0.01403080000000001,0.2750749,0.07020406363636367,-0.1074921568181818,0.037287936363636365,0.1776971681818182
