year,country,iso,ifs,pop,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisjst,crisisjst_old,peg,peg_strict,peg_type,peg_base,jsttrilemmaiv,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,P_pos,P_neg,P_neutral,n_speeches,net_sentiment,P_pos_lag1,P_pos_lag2,P_neg_lag1,P_neg_lag2,P_neutral_lag1,P_neutral_lag2,net_sentiment_lag1,net_sentiment_lag2,crisis_w2,tloans_lag1,tloans_lag2,tloans_lag3,tmort_lag1,tmort_lag2,tmort_lag3,money_lag1,money_lag2,money_lag3,ltrate_lag1,ltrate_lag2,ltrate_lag3,stir_lag1,stir_lag2,stir_lag3,hpnom_lag1,hpnom_lag2,hpnom_lag3,debtgdp_lag1,debtgdp_lag2,debtgdp_lag3,cpi_lag1,cpi_lag2,cpi_lag3,ca_lag1,ca_lag2,ca_lag3,rgdpmad_lag1,rgdpmad_lag2,rgdpmad_lag3,term_spread,term_spread_lag1,term_spread_lag2,term_spread_lag3,tloans_gr_lag1,tmort_gr_lag1,money_gr_lag1,hpnom_gr_lag1,rgdpmad_gr_lag1,tloans_lag1_dm,tloans_lag2_dm,tloans_lag3_dm,tmort_lag1_dm,tmort_lag2_dm,tmort_lag3_dm,money_lag1_dm,money_lag2_dm,money_lag3_dm,ltrate_lag1_dm,ltrate_lag2_dm,ltrate_lag3_dm,stir_lag1_dm,stir_lag2_dm,stir_lag3_dm,hpnom_lag1_dm,hpnom_lag2_dm,hpnom_lag3_dm,debtgdp_lag1_dm,debtgdp_lag2_dm,debtgdp_lag3_dm,cpi_lag1_dm,cpi_lag2_dm,cpi_lag3_dm,ca_lag1_dm,ca_lag2_dm,ca_lag3_dm,rgdpmad_lag1_dm,rgdpmad_lag2_dm,rgdpmad_lag3_dm,term_spread_lag1_dm,term_spread_lag2_dm,term_spread_lag3_dm,tloans_gr_lag1_dm,tmort_gr_lag1_dm,money_gr_lag1_dm,hpnom_gr_lag1_dm,rgdpmad_gr_lag1_dm,P_pos_lag1_dm,P_neg_lag1_dm,P_neutral_lag1_dm,net_sentiment_lag1_dm,P_pos_lag2_dm,P_neg_lag2_dm,P_neutral_lag2_dm,net_sentiment_lag2_dm
2020,France,FRA,132,67139.50578578899,21525.949965130512,101.60696468666244,99.9351401035076,15105.771370199998,0.2296474818269456,155.3249867137966,-286.858598320098,3281.30026067,2742.25447678,10603.154610585,17671.284792899998,-0.5716440491593455,-0.1452667,284.2508970993145,8.01,188.71257917451075,1.150422,2821.25137829,3846.66959897,5.345587156710943,19296.51009438,10169.216096589998,10181.53496905,9114.97512533,18824.3046875,6.175110602374172,103.4338454545954,72.33210232785409,0.0,0.0,1.0,1.0,PEG,DEU,-0.06833334,-0.0083999997004866,0.0820687413215637,0.0393002554774284,-0.004963,,,0.0557940006256103,0.0262747388333082,0.0248862355947494,-0.0266999993473291,0.0188020132482051,,,,-0.001453,0.018300000578165,0.0431215763092041,0.0527272373437881,0.017168628051877,0.28888,0.052807,0.658313,18.0,0.236073,0.268319,0.307829,0.066253,0.049074,0.665428,0.643097,0.202066,0.258755,0,17876.65837003,16943.15284419,15974.520821,9679.07846662,9100.92452639,8615.581942089999,15241.38392038,14181.18685956,13431.4411277,0.1302,0.7841083,0.8098583,-0.5659576740607989,-0.6143559839129322,-0.6357326768545074,269.2295082282125,260.65454535037696,252.93099722636904,0.974591,0.977815,0.981321,154.58837488104194,152.89392048052804,150.11555907107788,-46.5304268833245,-128.82387316027018,-115.57861414455982,23443.58862098411,23071.73251827475,22726.543640919503,0.42637734915934555,0.6961576740607989,1.3984642839129322,1.4455909768545074,0.05509632914396499,0.06352694592219993,0.07476081313358378,0.032897806812879196,0.016117389641840518,6800.536089148694,6176.145840088182,5501.615999759524,4169.2458652769565,3780.603100741363,3475.289235524285,6581.342068426087,5820.296919807273,5347.708184128571,-3.0665228492753625,-2.5520019515151517,-2.6477758539682537,-2.1831831957347885,-2.3308171053930486,-2.463185089067626,63.009724113246136,57.298839604194484,52.30380765181491,0.20139191304347825,0.21377009090909094,0.22745561904761902,19.055505431894005,18.22721036919347,16.31681135827634,-68.32312076500155,-153.72216344035638,-147.79700744561538,2021.3191985642115,1741.3412412441357,1479.0733753767017,-0.883339653540574,-0.2211848461221031,-0.1845907649006282,8.664950140427341e-05,-0.005230524293385108,0.013322404893111865,-0.01446361141967007,0.00566427013041622,0.01272631947069941,-0.041993092627599246,0.029266682419659684,0.05471941209829867,0.052814788537549395,-0.06108086956521739,0.008265986166007933,0.1138956581027668
2000,UK,GBR,112,59522.47,21045.72001977542,89.42698861449325,86.41,1098.5,0.1913314157528197,130.12300915002194,-24.482,220.728,186.156,32.21215,831.569,5.8,4.912916666666667,129.07960898949307,5.5616,153.53268559569852,0.36734,371.824,352.95,0.6701514542286557,891.539,442.593125,663.886,227.632,799.5670166015625,5.713825054447971,109.3485336303711,74.59123353531525,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.0594029575586319,0.1801972836256027,0.0979445651173591,0.0579999983310699,,,0.1356078386306762,0.0445894412696361,0.0392648242413997,-0.0796506404876709,0.0219999998807907,,,,0.0491291657090187,0.0202476866543293,0.059860922396183,0.0577945560216903,0.0779722779989242,0.255954,0.201765,0.542282,21.0,0.054189,0.219218,0.136031,0.30262,0.339521,0.478161,0.524448,-0.083402,-0.20349,0,804.527,743.652,699.787,411.17071875,381.485375,361.34421875,770.6917,741.3339,680.1278000000001,4.8460833333333335,5.532583333333334,7.125833333333335,5.04,6.82,6.48,113.6657393364156,106.1287306725887,98.9412155349066,0.39431,0.40929,0.43267,129.09482516187444,127.40202137291485,125.448292773266,-25.143,-3.548,-1.308,20269.481542579528,19724.085413065444,19115.072462085736,-0.887083333333333,-0.19391666666666652,-1.2874166666666662,0.6458333333333348,0.0818595256921248,0.07781515543027047,0.039601318650071174,0.0710176086726116,0.027651275995428777,-640.2967391304348,-680.8753636363635,-704.9095238095238,-443.9538342391304,-453.88333948863635,-454.46252976190476,-644.8279434782609,-636.8110909090909,-661.0346666666666,0.8837768115942031,1.4496492424242433,2.935916666666669,2.2589130434782607,3.9125,3.462619047619048,-120.48451704353498,-123.00229905624353,-124.84684330974073,-0.2035126086956522,-0.17695954545454545,-0.14065095238095238,-25.997765417472323,-25.96250546130051,-26.18618893722372,22.104873185217386,42.72757184545455,43.41589519809524,-3291.7048245260776,-3710.7446086281525,-4192.384097463186,-1.3751362318840576,-2.462850757575757,-0.5267023809523794,0.034235129497594184,0.017521755742494816,-0.01636513734706009,0.01056871196718985,0.012815343435129719,0.03206404347826086,0.10351317391304349,-0.1355780434782609,-0.07144904347826088,-0.050151818181818186,0.1360514090909091,-0.08589945454545456,-0.18620313636363636
2001,UK,GBR,112,59723.24,21567.35402910252,91.24614026519136,88.8,1142.023,0.1868070212433467,131.72809207638275,-22.173,225.705,188.168,34.84386,884.8511,4.76,5.054333333333333,142.23101020665365,4.6955,161.38100179228374,0.33999,383.865,377.093,0.689464975179261,979.148,483.93465625,732.614,246.568,871.27197265625,5.558822445095629,109.61563110351562,74.86078979044925,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.132198229432106,0.1425030529499054,0.0295485667884349,0.0476000010967254,,,0.101882554590702,0.040620494633913,0.0368646308779716,-0.1541893035173416,0.0260000005364418,,,,0.0505433343350887,0.0219910778105258,0.0242222025990486,0.0226349961012601,0.0385742858052253,0.235966,0.255389,0.508645,19.0,-0.019423,0.255954,0.219218,0.201765,0.30262,0.542282,0.478161,0.054189,-0.083402,0,891.539,804.527,743.652,442.593125,411.17071875,381.485375,831.569,770.6917,741.3339,4.912916666666667,4.8460833333333335,5.532583333333334,5.8,5.04,6.82,129.07960898949307,113.6657393364156,106.1287306725887,0.36734,0.39431,0.40929,130.12300915002194,129.09482516187444,127.40202137291485,-24.482,-25.143,-3.548,21045.72001977542,20269.481542579528,19724.085413065444,0.29433333333333334,-0.887083333333333,-0.19391666666666652,-1.2874166666666662,0.10815298927195724,0.07642179955208689,0.07899047050850554,0.13560699770277446,0.03829592165765419,-553.2847391304349,-620.0003636363635,-661.0445238095238,-412.5314279891304,-424.19799573863634,-434.32137351190477,-583.9506434782609,-607.4532909090909,-599.8285666666667,0.9506101449275364,0.7631492424242428,1.342666666666668,3.0189130434782605,2.1325,3.802619047619048,-105.07064739045751,-115.46529039241663,-117.65932817205864,-0.23048260869565218,-0.19193954545454545,-0.1640309523809524,-24.96958142932482,-24.269701672340915,-24.232460337574878,22.765873185217387,21.13257184545455,41.17589519809524,-2515.4663473301844,-3165.348479114069,-3583.371146483478,-2.068302898550724,-1.3693507575757573,-2.4599523809523802,0.06052859307742662,0.016128399864311235,0.02302401451137427,0.0751581009973527,0.02345998909735513,0.06880004347826088,0.002658173913043488,-0.07145704347826087,0.06614195652173913,0.0330351818181818,0.09915040909090908,-0.13218645454545458,-0.06611513636363636
2002,UK,GBR,112,59912.43,22008.006231145475,92.8305129577604,91.72,1190.336,0.1866052734988645,133.38643409789282,-22.221,225.105,185.577,37.031,944.9553,3.86,5.04675,167.9424856634055,5.0369,166.77671917743606,0.34215,388.594,408.201,0.6204243702692642,1090.4,546.14125,826.647,263.763,932.2239990234376,5.220986820894339,116.76862335205078,75.50680052607184,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.2226026058197021,0.2185941934585571,0.1020865440368652,0.0386000014841556,,,0.1807693094015121,0.0378248803317546,0.0320340991020202,-0.2496164143085479,0.0359999984502792,,,,0.0504674986004829,0.0270138084888458,0.0642129108309745,0.0634563416242599,0.0703432708978653,0.29503,0.230691,0.474279,12.0,0.064339,0.235966,0.255954,0.255389,0.201765,0.508645,0.542282,-0.019423,0.054189,0,979.148,891.539,804.527,483.93465625,442.593125,411.17071875,884.8511,831.569,770.6917,5.054333333333333,4.912916666666667,4.8460833333333335,4.76,5.8,5.04,142.23101020665365,129.07960898949307,113.6657393364156,0.33999,0.36734,0.39431,131.72809207638275,130.12300915002194,129.09482516187444,-22.173,-24.482,-25.143,21567.35402910252,21045.72001977542,20269.481542579528,1.1867500000000004,0.29433333333333334,-0.887083333333333,-0.19391666666666652,0.09826715376444557,0.0934075314658356,0.06407417784934265,0.10188597037221496,0.024785752582327927,-465.67573913043486,-532.9883636363636,-600.1695238095238,-371.1898967391304,-392.77558948863634,-404.63602976190475,-530.6685434782609,-546.5759909090909,-570.4707666666667,1.0920268115942027,0.8299825757575761,0.6561666666666675,1.9789130434782605,2.8924999999999996,2.0226190476190475,-91.91924617329693,-100.05142073933916,-110.12231950823174,-0.25783260869565217,-0.21890954545454544,-0.17901095238095238,-23.36449850296401,-23.24151768419341,-22.539656548615284,25.07487318521739,21.79357184545455,19.58089519809524,-1993.8323380030852,-2389.110001918176,-3037.9750169693943,-0.8868862318840578,-2.062517424242424,-1.3664523809523808,0.05064275756991495,0.03311413177805994,0.008107721852211383,0.04143707366679321,0.009949820022028868,0.048812043478260875,0.056282173913043465,-0.1050940434782609,-0.007470043478260869,0.06977118181818182,-0.0017045909090909195,-0.06806545454545454,0.07147586363636363
2003,UK,GBR,112,60094.65,22762.765048987072,95.11927806638836,94.19,1259.97,0.1819256210495369,135.20261399802453,-19.196,233.501,186.66,39.84424,1006.433,3.56,4.884833333333334,199.78014074511,4.807,171.68191680030185,0.35398,410.383,448.796,0.5603182607721185,1193.615,621.63825,916.161,277.406,933.2860107421876,5.228961313651896,117.46700286865234,77.05176285892618,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.2017573118209839,0.22209432721138,0.0211136657744646,0.0355999991297721,,,0.1895773559808731,0.0325169637799263,0.0273348875343799,0.1656230092048645,0.0309999994933605,,,,0.0488483346998691,0.0361343137919902,0.1960850656032562,0.2150673568248748,0.0283568315207958,0.32025,0.170012,0.509737,6.0,0.150237,0.29503,0.235966,0.230691,0.255389,0.474279,0.508645,0.064339,-0.019423,0,1090.4,979.148,891.539,546.14125,483.93465625,442.593125,944.9553,884.8511,831.569,5.04675,5.054333333333333,4.912916666666667,3.86,4.76,5.8,167.9424856634055,142.23101020665365,129.07960898949307,0.34215,0.33999,0.36734,133.38643409789282,131.72809207638275,130.12300915002194,-22.221,-22.173,-24.482,22008.006231145475,21567.35402910252,21045.72001977542,1.3248333333333338,1.1867500000000004,0.29433333333333334,-0.887083333333333,0.11362122988557405,0.1285433744961307,0.06792577869881158,0.18077264177055713,0.02043144474043261,-354.4237391304348,-445.37936363636356,-513.1575238095238,-308.9833029891304,-351.43405823863634,-373.21362351190476,-470.56434347826087,-493.2938909090909,-509.5934666666667,1.0844434782608698,0.9713992424242424,0.7230000000000008,1.0789130434782606,1.8524999999999996,2.7826190476190473,-66.20777071654507,-86.90001952217858,-94.70844985515427,-0.25567260869565217,-0.24625954545454543,-0.20598095238095238,-21.706156481453945,-21.636434757832603,-21.51147256046778,25.026873185217386,24.102571845454552,20.241895198095243,-1553.1801359601304,-1867.4759925910766,-2261.736539773501,0.005530434782609284,-0.8811007575757575,-2.059619047619047,0.06599683369104342,0.06824997480835505,0.01195932270168032,0.12032374506513538,0.005595512180133553,0.10787604347826088,0.031584173913043495,-0.1394600434782609,0.07629195652173912,0.04978318181818181,0.05191940909090906,-0.10170245454545457,-0.0021361363636363644
2004,UK,GBR,112,60270.71,23306.55958095741,97.94023665880268,97.2,1322.795,0.1810602602009231,137.0190922684372,-22.12753641,249.298,188.557,42.182970000000005,1079.428,4.44,4.773583333333333,230.01815994048263,4.5942,179.5302329968871,0.38391,447.869,483.501,0.5177591384487936,1308.052,696.2056875,1015.494,292.565,976.1290283203124,4.913370616521505,115.96451568603516,77.67348104899223,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.1259501129388809,0.1793002486228943,0.0663805454969406,0.0443999990820884,,,0.1513564884662628,0.0279437527060508,0.024270286783576,0.0920951664447784,0.0309999994933605,,,,0.0477358326315879,0.0338549502193927,0.150250032544136,0.1613017469644546,0.0553902722895145,0.141595,0.141546,0.716859,10.0,4.9e-05,0.32025,0.29503,0.170012,0.230691,0.509737,0.474279,0.150237,0.064339,0,1193.615,1090.4,979.148,621.63825,546.14125,483.93465625,1006.433,944.9553,884.8511,4.884833333333334,5.04675,5.054333333333333,3.56,3.86,4.76,199.78014074511,167.9424856634055,142.23101020665365,0.35398,0.34215,0.33999,135.20261399802453,133.38643409789282,131.72809207638275,-19.196,-22.221,-22.173,22762.765048987072,22008.006231145475,21567.35402910252,0.33358333333333245,1.3248333333333338,1.1867500000000004,0.29433333333333334,0.09465792369772552,0.1382371318775133,0.06505884458238398,0.18957475207026717,0.03429473846538044,-251.20873913043488,-334.1273636363635,-425.5485238095238,-233.48630298913042,-289.2274644886363,-331.87209226190475,-409.08664347826084,-433.1896909090909,-456.3113666666667,0.9225268115942034,0.9638159090909095,0.864416666666667,0.7789130434782607,0.9524999999999997,1.7426190476190473,-34.37011563484057,-61.188544065426726,-81.55704863799369,-0.24384260869565216,-0.24409954545454543,-0.23333095238095236,-19.88997658132223,-19.978092736322537,-19.906389634106972,28.051873185217385,24.05457184545455,22.550895198095244,-798.4213181185332,-1426.823790548122,-1740.102530446402,0.14361376811594262,0.011315909090909626,-0.8782023809523809,0.0470335275031949,0.07794373218973764,0.009092388585252714,0.12912585536484542,0.01945880590508138,0.13309604347826084,-0.029094826086956516,-0.10400204347826092,0.16218995652173915,0.10884718181818182,0.027221409090909088,-0.13606845454545458,0.08162586363636362
2005,UK,GBR,112,60441.46,23810.43167439161,100.0,98.34,1399.656,0.1800310554324393,139.83749794227387,-16.151274519999998,268.946,209.716,43.64542,1185.56,4.55,4.43875,243.21776716124936,4.7503,187.37854919347237,0.39592,482.283,520.173,0.5807538184563563,1425.522,762.979625,1062.387,363.017,1167.20703125,3.87898110082054,110.88849639892578,78.71475570701577,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.2164361029863357,0.0824828073382377,0.085014171898365,0.045499999076128,,,0.0573868118226528,0.02509599737823,0.0237339790910482,0.1810059249401092,0.0299999993294477,,,,0.0443875007331371,0.0354301780462265,0.1237135156989097,0.1301815211772918,0.0652570873498916,0.144967,0.204399,0.650634,8.0,-0.059432,0.141595,0.32025,0.141546,0.170012,0.716859,0.509737,4.9e-05,0.150237,1,1308.052,1193.615,1090.4,696.2056875,621.63825,546.14125,1079.428,1006.433,944.9553,4.773583333333333,4.884833333333334,5.04675,4.44,3.56,3.86,230.01815994048263,199.78014074511,167.9424856634055,0.38391,0.35398,0.34215,137.0190922684372,135.20261399802453,133.38643409789282,-22.12753641,-19.196,-22.221,23306.55958095741,22762.765048987072,22008.006231145475,-0.11125000000000007,0.33358333333333245,1.3248333333333338,1.1867500000000004,0.09587429782635096,0.11995310375447454,0.07252842464426357,0.1513564815931924,0.023889651841507625,-136.77173913043498,-230.91236363636358,-314.2965238095237,-158.91886548913044,-213.73046448863636,-269.66549851190473,-336.0916434782607,-371.7119909090909,-396.2071666666667,0.8112768115942024,0.801899242424243,0.8568333333333342,1.658913043478261,0.6524999999999999,0.8426190476190474,-4.132096439467944,-29.35088898372223,-55.84557318124183,-0.2139126086956522,-0.23226954545454542,-0.23117095238095237,-18.07349831090957,-18.161912836190822,-18.248047612596906,25.120336775217385,27.07957184545455,22.502895198095242,-254.6267861481938,-672.0649727065247,-1299.4503284034472,-0.8476362318840587,0.14939924242424296,0.014214285714286179,0.04824990163182034,0.05965970406669889,0.016561968647132302,0.09090758488777065,0.009053719281208567,-0.045558956521739136,-0.05756082608695651,0.10311995652173911,0.01200195652173913,0.13406718181818178,-0.03345759090909092,-0.10061045454545459,0.16752386363636365
2006,UK,GBR,112,60609.15,24285.282650144403,101.941718437045,100.0,1476.722,0.1816089988815513,143.0939111885426,-31.2691626,304.335,245.384,45.84563,1304.358,4.65,4.241083333333333,255.0113659435023,5.3497,196.20790491463072,0.4051599999999999,509.973,549.137,0.5094243504839531,1592.527,846.6403125,1164.318,428.067,1265.8929443359375,3.952366884610196,106.06417083740234,78.4266111710748,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.1643164753913879,0.0729144960641861,-0.0050198640674352,0.0465000011026859,,,0.048487365245819,0.0244271345436573,0.0232974998652935,0.1315028965473175,0.0289999991655349,,,,0.0424108318984508,0.0328135825693607,0.097693808376789,0.1064334362745285,0.0207400694489479,0.160889,0.168004,0.671108,14.0,-0.007115,0.144967,0.141595,0.204399,0.141546,0.650634,0.716859,-0.059432,4.9e-05,1,1425.522,1308.052,1193.615,762.979625,696.2056875,621.63825,1185.56,1079.428,1006.433,4.43875,4.773583333333333,4.884833333333334,4.55,4.44,3.56,243.21776716124936,230.01815994048263,199.78014074511,0.39592,0.38391,0.35398,139.83749794227387,137.0190922684372,135.20261399802453,-16.151274519999998,-22.12753641,-19.196,23810.43167439161,23306.55958095741,22762.765048987072,-0.40891666666666726,-0.11125000000000007,0.33358333333333245,1.3248333333333338,0.08980529826031383,0.09591122092061351,0.09832244485042062,0.05738506570169125,0.021619325309853374,-19.301739130434953,-116.47536363636368,-211.0815238095238,-92.14492798913034,-139.16302698863637,-194.16849851190477,-229.9596434782609,-298.7169909090908,-334.72946666666667,0.4764434782608693,0.6906492424242421,0.6949166666666677,1.7689130434782605,1.5325000000000002,0.5426190476190476,9.067510781298779,0.8871302116504012,-24.007918099537335,-0.20190260869565219,-0.20233954545454547,-0.21934095238095236,-15.255092637072892,-16.345434565778163,-16.43186771246519,31.09659866521739,24.14803543545455,25.52789519809524,249.2453072860044,-128.27044073618526,-544.69151056185,-1.2924695652173912,-0.8418507575757583,0.15229761904761951,0.04218090206578321,0.035617821232837854,0.04235598885328935,-0.003063831003730498,0.006783392749554315,-0.04218695652173912,0.005292173913043485,0.03689495652173913,-0.04747904347826087,-0.0445878181818182,-0.061923590909090914,0.10651154545454544,0.017335863636363635
2007,UK,GBR,112,60776.24,25002.119099661428,103.53876172930924,101.73,1552.47,0.1848463159031979,146.4177561183055,-36.34984577,312.487,220.938,48.5842,1442.989,5.53,4.632083333333333,276.0476624838477,5.262,206.01830016036223,0.41547,540.524,578.777,0.4991514425476689,1763.498,925.0261875,1267.252,495.739,1312.427978515625,3.407608615287524,105.80948638916016,78.13765142215553,1.0,1.0,0.0,0.0,FLOAT,DEU,0.0,0.0508151166141033,0.1065702363848686,0.0620612576603889,0.0553000010550022,,,0.0824944823980331,0.0240757558494806,0.0222409963607788,0.0202088505029678,0.0299999993294477,,,,0.0463208332657814,0.0306062642484903,0.0844619423151016,0.0874282494187355,0.0586806312203407,0.171368,0.191647,0.636984,13.0,-0.020279,0.160889,0.144967,0.168004,0.204399,0.671108,0.650634,-0.007115,-0.059432,1,1592.527,1425.522,1308.052,846.6403125,762.979625,696.2056875,1304.358,1185.56,1079.428,4.241083333333333,4.43875,4.773583333333333,4.65,4.55,4.44,255.0113659435023,243.21776716124936,230.01815994048263,0.4051599999999999,0.39592,0.38391,143.0939111885426,139.83749794227387,137.0190922684372,-31.2691626,-16.151274519999998,-22.12753641,24285.282650144403,23810.43167439161,23306.55958095741,-0.8979166666666671,-0.40891666666666726,-0.11125000000000007,0.33358333333333245,0.11715357602337959,0.10964996280208661,0.1002041229461183,0.04848987358079805,0.019942980549298533,147.70326086956516,0.9946363636363458,-96.64452380952389,-8.484240489130343,-72.38908948863627,-119.60106101190479,-111.16164347826088,-192.58499090909095,-261.73446666666655,0.27877681159420264,0.355815909090909,0.5836666666666668,1.868913043478261,1.6424999999999996,1.422619047619048,20.861109563551736,14.086737432417124,6.230101095835295,-0.19266260869565227,-0.19032954545454545,-0.1894109523809524,-11.99867939080417,-13.527028891941484,-14.615389442052532,15.978710585217385,30.124297325454553,22.59635878809524,724.096283038798,375.6016526980129,-0.8969785915105604,-1.5901362318840584,-1.2866840909090909,-0.8389523809523818,0.06952917982884896,0.049356563114310956,0.04423766694898704,-0.0119590231246237,0.005107047988999474,-0.02626495652173913,-0.031102826086956525,0.05736895652173912,0.00483795652173913,-0.04121581818181819,0.000929409090909078,0.040286545454545464,-0.042145136363636364
2008,UK,GBR,112,60943.91,24602.13363468245,102.4406934978219,101.75,1598.752,0.1794453077672715,151.69160001920542,-62.98233417,343.052,249.514,52.08833,1496.955,4.32,4.5914166666666665,266.16302144439965,5.615,213.8666163569475,0.49327,568.287,644.731,0.6859651529702291,1843.045,978.097625,1335.868,507.025,1481.89794921875,2.681673643200811,97.25270080566406,77.76792366374465,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,-0.2975106835365295,-0.0127562750130891,0.1597290635108947,0.0432000011205673,,,-0.0358089879155159,0.0230527129024267,0.0239088647067546,-0.3277614116668701,0.0450000017881393,,,,0.0459141656756401,0.0302507374435663,-0.0577688105404377,-0.0811189860105514,0.101464532315731,0.144645,0.298587,0.556768,15.0,-0.153942,0.171368,0.160889,0.191647,0.168004,0.636984,0.671108,-0.020279,-0.007115,0,1763.498,1592.527,1425.522,925.0261875,846.6403125,762.979625,1442.989,1304.358,1185.56,4.632083333333333,4.241083333333333,4.43875,5.53,4.65,4.55,276.0476624838477,255.0113659435023,243.21776716124936,0.41547,0.4051599999999999,0.39592,146.4177561183055,143.0939111885426,139.83749794227387,-36.34984577,-31.2691626,-16.151274519999998,25002.119099661428,24285.282650144403,23810.43167439161,0.2714166666666662,-0.8979166666666671,-0.40891666666666726,-0.11125000000000007,0.10735830538508923,0.09258462400465951,0.106282937659753,0.08249160370760097,0.02951731959820373,318.67426086956516,167.99963636363645,20.825476190476138,69.9016345108696,11.271598011363722,-52.82712351190469,27.4693565217392,-73.78699090909095,-155.60246666666671,0.6697768115942027,0.15814924242424233,0.24883333333333368,2.748913043478261,1.7425000000000002,1.5326190476190473,41.89740610389714,25.88033621467008,19.429708316602017,-0.18235260869565217,-0.18108954545454553,-0.17740095238095238,-8.674834461041257,-10.270615645672763,-11.796983768215853,10.898027415217385,15.006409245454549,28.572620678095245,1440.9327325558224,850.4526284508065,502.9751148426876,-2.0791362318840583,-1.584350757575758,-1.2837857142857143,0.059733909190558605,0.03229122431688386,0.05031648166262173,0.022042707002179224,0.014681387037904671,-0.015785956521739142,-0.0074598260869565,0.02324495652173908,-0.008326043478260868,-0.025293818181818195,-0.03546559090909093,0.060760545454545456,0.010171863636363635
2009,UK,GBR,112,61067.49465695664,23489.35501271381,97.4861630607884,97.82,1557.12,0.1613072989056364,154.97620925702367,-51.59645316,309.438,225.844,55.71461,1518.131,0.53,4.544999999999999,239.8007649389642,7.5373,213.3760965946609,0.63193,519.325,666.777,0.617474529175671,1840.727,1000.943625,1347.335,493.374,1459.26904296875,4.523078394067842,95.56864166259766,75.38982684894977,0.0,0.0,0.0,0.0,FLOAT,DEU,0.0,0.2895195484161377,-0.0746546387672424,-0.0151635278016328,0.0052999998442828,,,-0.099044568836689,0.0243899282068014,0.0270711816847324,0.2495344579219818,0.0320000015199184,,,,0.045449998229742,0.039985105395317,0.034544937312603,0.0416660159826278,-0.0049317637458443,0.143049,0.301487,0.555464,17.0,-0.158439,0.144645,0.171368,0.298587,0.191647,0.556768,0.636984,-0.153942,-0.020279,0,1843.045,1763.498,1592.527,978.097625,925.0261875,846.6403125,1496.955,1442.989,1304.358,4.5914166666666665,4.632083333333333,4.241083333333333,4.32,5.53,4.65,266.16302144439965,276.0476624838477,255.0113659435023,0.49327,0.41547,0.4051599999999999,151.69160001920542,146.4177561183055,143.0939111885426,-62.98233417,-36.34984577,-31.2691626,24602.13363468245,25002.119099661428,24285.282650144403,4.014999999999999,0.2714166666666662,-0.8979166666666671,-0.40891666666666726,0.04510750791892025,0.05737290275363151,0.03739876048951163,-0.03580773316646522,-0.01599806253960266,398.2212608695652,338.97063636363646,187.83047619047625,122.9730720108696,89.65747301136366,30.833563988095307,81.4353565217391,64.84400909090914,-36.80446666666671,0.629110144927536,0.5491492424242423,0.05116666666666703,1.538913043478261,2.6225,1.6326190476190479,32.01276506444907,46.916632755015485,31.223307098854974,-0.1045526086956522,-0.17077954545454543,-0.16816095238095247,-3.400990560141338,-6.9467707159098495,-8.540570521947132,-15.734460984782615,9.925726075454548,13.45473259809524,1040.9472675768448,1567.289077967831,977.8260905954812,-0.9098028985507249,-2.073350757575758,-1.5814523809523815,-0.0025168882756103697,-0.0029204969341441456,-0.018567695507619636,-0.09625662987188696,-0.030833995099901722,-0.04250895652173914,0.09948017391304348,-0.056971043478260874,-0.14198904347826086,-0.014814818181818207,-0.011822590909090908,0.026636545454545413,-0.0029921363636363635
